Nível;Cód.;Município;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
MU;3201902;Domingos Martins (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202009;Dores do Rio Preto (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202108;Ecoporanga (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202207;Fundão (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202256;Governador Lindenberg (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202306;Guaçuí (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202405;Guarapari (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202454;Ibatiba (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202504;Ibiraçu (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202553;Ibitirama (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202603;Iconha (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202652;Irupi (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202702;Itaguaçu (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202801;Itapemirim (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3202900;Itarana (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203007;Iúna (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203056;Jaguaré (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203106;Jerônimo Monteiro (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203130;João Neiva (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203163;Laranja da Terra (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203205;Linhares (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203304;Mantenópolis (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203320;Marataízes (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203346;Marechal Floriano (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203353;Marilândia (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203403;Mimoso do Sul (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203502;Montanha (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203601;Mucurici (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203700;Muniz Freire (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203809;Muqui (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3203908;Nova Venécia (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204005;Pancas (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204054;Pedro Canário (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204104;Pinheiros (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2500
MU;3204203;Piúma (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204252;Ponto Belo (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204302;Presidente Kennedy (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204351;Rio Bananal (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204401;Rio Novo do Sul (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204500;Santa Leopoldina (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204559;Santa Maria de Jetibá (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204609;Santa Teresa (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204658;São Domingos do Norte (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204708;São Gabriel da Palha (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204807;São José do Calçado (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204906;São Mateus (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3204955;São Roque do Canaã (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205002;Serra (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205010;Sooretama (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205036;Vargem Alta (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205069;Venda Nova do Imigrante (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205101;Viana (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205150;Vila Pavão (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205176;Vila Valério (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205200;Vila Velha (ES);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3205309;Vitória (ES);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3300100;Angra dos Reis (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300159;Aperibé (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300209;Araruama (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300225;Areal (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300233;Armação dos Búzios (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300308;Barra do Piraí (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300407;Barra Mansa (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300456;Belford Roxo (RJ);-;-;-;-;-;-;-;-;-;-;-;...;...;...;...;...;...;...;...;...
MU;3300506;Bom Jardim (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300605;Bom Jesus do Itabapoana (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300704;Cabo Frio (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300803;Cachoeiras de Macacu (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300902;Cambuci (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300936;Carapebus (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3300951;Comendador Levy Gasparian (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301009;Campos dos Goytacazes (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4000
MU;3301108;Cantagalo (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301157;Cardoso Moreira (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301207;Carmo (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301306;Casimiro de Abreu (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301405;Conceição de Macabu (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301504;Cordeiro (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301603;Duas Barras (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301702;Duque de Caxias (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301801;Engenheiro Paulo de Frontin (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301850;Guapimirim (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301876;Iguaba Grande (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3301900;Itaboraí (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302007;Itaguaí (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302056;Italva (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302106;Itaocara (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302205;Itaperuna (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302254;Itatiaia (RJ);-;-;-;-;-;-;-;-;-;-;-;...;...;...;...;...;...;...;...;...
MU;3302270;Japeri (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302304;Laje do Muriaé (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302403;Macaé (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4208;3924
MU;3302452;Macuco (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302502;Magé (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302601;Mangaratiba (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302700;Maricá (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302809;Mendes (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3302858;Mesquita (RJ);-;-;-;-;-;-;-;-;-;-;-;...;...;...;...;...;...;...;...;...
MU;3302908;Miguel Pereira (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303005;Miracema (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303104;Natividade (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303302;Niterói (RJ);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...
MU;3303401;Nova Friburgo (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303500;Nova Iguaçu (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303609;Paracambi (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303708;Paraíba do Sul (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303807;Paraty (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303856;Paty do Alferes (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303906;Petrópolis (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3303955;Pinheiral (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304003;Piraí (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304102;Porciúncula (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304110;Porto Real (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304128;Quatis (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304144;Queimados (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304151;Quissamã (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304201;Resende (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304300;Rio Bonito (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304409;Rio Claro (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304508;Rio das Flores (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304524;Rio das Ostras (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304557;Rio de Janeiro (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304607;Santa Maria Madalena (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304706;Santo Antônio de Pádua (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304755;São Francisco de Itabapoana (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304805;São Fidélis (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3304904;São Gonçalo (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305000;São João da Barra (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305133;São José de Ubá (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305158;São José do Vale do Rio Preto (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305208;São Pedro da Aldeia (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305307;São Sebastião do Alto (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305406;Sapucaia (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305505;Saquarema (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305554;Seropédica (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305604;Silva Jardim (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305703;Sumidouro (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305752;Tanguá (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305802;Teresópolis (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3305901;Trajano de Moraes (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3306008;Três Rios (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3306107;Valença (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3306156;Varre-Sai (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3306206;Vassouras (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3306305;Volta Redonda (RJ);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3500105;Adamantina (SP);2631;2615;900;2100;2100;-;-;-;-;-;-;-;-;1800;2400;2400;1800;1800;3000;2068
MU;3500204;Adolfo (SP);3000;2399;2250;2250;2400;2290;2300;2300;2300;2300;2441;3000;3967;4500;3601;3983;3458;3600;2100;3601
MU;3500303;Aguaí (SP);1550;1600;1600;1600;1600;2100;2100;3100;3000;3000;3080;2520;2612;3071;3739;3960;3500;3083;3594;3709
MU;3500402;Águas da Prata (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3500501;Águas de Lindóia (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;3609;-;-;-;-;-
MU;3500550;Águas de Santa Bárbara (SP);2800;2800;1440;1800;1800;2000;2400;2100;3000;3600;3600;3000;3667;4130;4056;4000;3080;4050;4242;4236
MU;3500600;Águas de São Pedro (SP);...;...;...;...;...;...;-;-;...;-;...;...;...;...;...;...;...;...;...;...
MU;3500709;Agudos (SP);2103;2258;2101;-;-;-;-;-;-;-;-;-;-;-;3733;3595;2748;3120;3667;3501
MU;3500758;Alambari (SP);-;-;-;-;-;-;-;-;-;-;3000;2160;3000;3000;3000;3000;3000;3000;3450;3300
MU;3500808;Alfredo Marcondes (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3500907;Altair (SP);2100;2100;700;2000;2000;2000;2350;2500;2600;2545;2545;2532;2545;2545;2545;2545;2500;3000;3000;3000
MU;3501004;Altinópolis (SP);2400;2400;2400;2400;2400;2400;2700;2700;2700;2700;3360;3360;3622;3622;3840;3840;3840;3840;3840;3840
MU;3501103;Alto Alegre (SP);-;-;1978;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3600;3600
MU;3501152;Alumínio (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3501202;Álvares Florence (SP);3300;3300;1200;2400;2100;2600;-;-;2400;2100;3060;1935;3388;3079;3203;3484;3179;3060;2100;3120
MU;3501301;Álvares Machado (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3000;3000;3000
MU;3501400;Álvaro de Carvalho (SP);-;2397;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2400;3000
MU;3501509;Alvinlândia (SP);-;3000;2758;3000;996;1981;1981;2398;2700;2880;1800;-;1350;-;2700;3600;3600;-;-;3000
MU;3501608;Americana (SP);-;-;-;-;-;-;2127;2400;-;-;-;-;-;-;-;-;-;-;-;-
MU;3501707;Américo Brasiliense (SP);2400;-;-;-;-;-;-;2700;2700;2700;2700;2700;-;-;-;-;-;-;-;3200
MU;3501806;Américo de Campos (SP);-;3300;1620;2100;2100;3640;-;3600;1800;1800;3247;-;3164;3383;3189;3371;2612;3360;2308;2400
MU;3501905;Amparo (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3896;3896;3896
MU;3502002;Analândia (SP);-;-;-;-;-;-;-;-;-;-;-;3000;3000;3000;3300;3300;3300;3300;3300;3300
MU;3502101;Andradina (SP);2400;2400;1500;4800;2700;2700;4200;-;2400;2400;3000;3000;1800;1800;3500;3500;2100;2467;2700;2900
MU;3502200;Angatuba (SP);1800;2400;2400;2400;2200;2400;2400;2400;2400;2400;3000;2280;3720;4200;4200;4200;3600;4200;4200;4200
MU;3502309;Anhembi (SP);-;-;-;-;-;-;-;-;2400;2400;-;1500;2400;2100;2100;-;-;-;2100;-
MU;3502408;Anhumas (SP);-;3000;1800;1800;1800;2000;2400;2400;2620;2880;2717;1987;2100;2700;2000;3180;3180;2400;2500;2434
MU;3502507;Aparecida (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3502606;Aparecida d'Oeste (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3502705;Apiaí (SP);-;-;-;-;-;-;-;-;-;-;-;3000;3000;3000;3000;3000;3000;3000;3000;3000
MU;3502754;Araçariguama (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3502804;Araçatuba (SP);3000;3000;2400;3000;2400;2400;2400;3000;2580;3000;3000;3000;1980;2400;1980;3600;2100;3000;2724;3011
MU;3502903;Araçoiaba da Serra (SP);-;-;-;-;-;-;-;-;-;3200;3400;3400;3400;3400;3400;3400;3400;3400;3400;3400
MU;3503000;Aramina (SP);2580;2700;1980;2400;2880;2400;3000;2700;2900;2400;3300;1826;2820;3300;3300;3300;2827;1835;3144;3602
MU;3503109;Arandu (SP);2400;2400;1800;2400;2400;2601;2400;3000;3000;2937;3000;3000;3600;3651;3632;3600;4309;4050;4319;4063
MU;3503158;Arapeí (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3503208;Araraquara (SP);2400;2400;2400;2236;2500;2700;-;4860;2700;2700;2700;2700;3000;3000;3000;3000;4500;4500;4000;3200
MU;3503307;Araras (SP);1800;2100;2400;2400;2400;2600;-;-;2100;2100;1800;1980;1800;3300;3000;3150;3280;3000;2700;2700
MU;3503356;Arco-Íris (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;3598;-;-;-;-;-;-
MU;3503406;Arealva (SP);1250;2500;2500;3099;3350;3099;3099;3099;4200;3438;3375;3125;3406;3599;3064;3608;2543;3518;3037;3272
MU;3503505;Areias (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3503604;Areiópolis (SP);2100;1800;2400;2100;2100;2250;2000;-;-;-;3000;2500;2500;2500;-;-;-;-;2500;-
MU;3503703;Ariranha (SP);3157;3157;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2400;3200;3200;3600
MU;3503802;Artur Nogueira (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;2452;2452;2000;2360;2400;3000;3000
MU;3503901;Arujá (SP);-;-;-;-;-;-;-;-;-;...;...;...;...;...;...;...;...;...;...;...
MU;3503950;Aspásia (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3504008;Assis (SP);2400;2460;1560;2220;2220;2700;2100;2700;3000;2400;3000;1860;3000;2880;2880;2940;2820;2900;2717;3500
MU;3504107;Atibaia (SP);-;-;-;-;-;-;-;-;-;3600;3600;2000;2000;3000;3000;3000;3000;3000;3000;3000
MU;3504206;Auriflama (SP);-;2400;2600;-;-;-;-;-;-;-;-;-;2400;-;2400;2400;2200;2400;2200;3000
MU;3504305;Avaí (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3504404;Avanhandava (SP);2400;2401;2402;2402;2402;2402;-;1438;1450;2400;2161;-;2100;1921;2099;2700;2700;2699;3000;3600
MU;3504503;Avaré (SP);2400;2400;1680;1680;1800;2000;1800;3500;3000;2400;2400;2400;2400;2400;-;3200;3618;3600;3938;3800
MU;3504602;Bady Bassitt (SP);3000;2400;2500;-;-;1920;2700;2500;2500;2500;2487;2500;2493;3600;3597;3600;2200;3000;3120;3330
MU;3504701;Balbinos (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3504800;Bálsamo (SP);2388;2400;2493;2500;2500;2500;2800;2500;2500;2500;2500;1800;-;2100;1800;3200;2400;3000;1800;3300
MU;3504909;Bananal (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3505005;Barão de Antonina (SP);1800;2700;2400;2400;2100;2100;2100;2100;2100;2100;3250;3500;4958;3720;3600;3600;4214;4000;4215;4215
MU;3505104;Barbosa (SP);2401;2280;2399;2333;2333;2708;-;2285;2400;2400;2400;1500;2360;2700;3000;2400;2100;2400;3122;3300
MU;3505203;Bariri (SP);2100;2100;2100;2100;2100;2100;2100;2100;2100;2100;2520;1800;2100;3000;3600;3715;3350;3616;2949;2857
MU;3505302;Barra Bonita (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;4200;4680;4509;3000;4196;2831;4153
MU;3505351;Barra do Chapéu (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1500
MU;3505401;Barra do Turvo (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3505500;Barretos (SP);2760;2400;2095;2426;2700;2700;2520;2700;2400;2700;2700;1980;2700;2700;3000;3000;2700;3604;2900;3235
MU;3505609;Barrinha (SP);3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3000;3506;2506;2506;2506;2506;2506
MU;3505708;Barueri (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3505807;Bastos (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3505906;Batatais (SP);2880;1800;2400;2280;2400;2400;2100;2220;2220;3180;2100;2100;3000;3000;2100;2100;3300;3300;3300;2900
MU;3506003;Bauru (SP);-;-;-;2391;2391;2434;2434;2434;-;-;-;-;-;-;3000;3000;3000;-;-;-
MU;3506102;Bebedouro (SP);3000;2400;1800;1800;2400;2400;2400;2400;2500;2700;3000;1800;2700;3300;3600;3600;2100;3600;3000;3900
MU;3506201;Bento de Abreu (SP);3600;2400;2220;3600;2400;2400;2400;3000;3000;3000;3000;3200;2700;3600;3550;3600;3250;2935;2741;3000
MU;3506300;Bernardino de Campos (SP);2100;2100;3000;3000;3000;3000;3149;3200;3251;3200;2750;2860;2550;2550;2550;3000;3600;3643;3286;3286
MU;3506359;Bertioga (SP);-;-;...;-;...;...;-;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3506409;Bilac (SP);3000;2727;2580;2700;2700;2700;2700;2700;2475;2850;3000;1500;1860;2880;2940;3000;1500;3300;1500;3300
MU;3506508;Birigui (SP);2977;2000;2930;3000;3020;2850;2100;3000;2250;2900;3300;1860;2700;3727;4158;3883;2653;3616;2737;3010
MU;3506607;Biritiba Mirim (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3506706;Boa Esperança do Sul (SP);-;2400;-;2400;2500;-;-;2700;2700;2700;2700;2700;2880;2880;3600;3000;3000;4500;4500;3900
MU;3506805;Bocaina (SP);-;-;-;-;-;-;-;-;-;-;-;2116;4063;3264;2463;3528;2856;3681;2618;2900
MU;3506904;Bofete (SP);-;-;2400;2400;2398;2400;2400;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3507001;Boituva (SP);-;-;2400;2400;2400;-;-;-;-;-;3000;-;3000;3000;3000;3000;3000;3000;3000;3000
MU;3507100;Bom Jesus dos Perdões (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3507159;Bom Sucesso de Itararé (SP);2400;2400;1800;1800;1800;2500;-;2200;-;2000;2000;2000;2000;2267;-;-;-;-;-;-
