Nível;Cód.;Município;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
MU;2705903;Olho d'Água Grande (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706000;Olivença (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706109;Ouro Branco (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706208;Palestina (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706307;Palmeira dos Índios (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706406;Pão de Açúcar (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706422;Pariconha (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706448;Paripueira (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706505;Passo de Camaragibe (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706604;Paulo Jacinto (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706703;Penedo (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706802;Piaçabuçu (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2706901;Pilar (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707008;Pindoba (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707107;Piranhas (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707206;Poço das Trincheiras (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707305;Porto Calvo (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3200
MU;2707404;Porto de Pedras (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707503;Porto Real do Colégio (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707602;Quebrangulo (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707701;Rio Largo (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707800;Roteiro (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2707909;Santa Luzia do Norte (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708006;Santana do Ipanema (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708105;Santana do Mundaú (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708204;São Brás (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708303;São José da Laje (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708402;São José da Tapera (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708501;São Luís do Quitunde (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708600;São Miguel dos Campos (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;3000;3500;3500;3500;2929;3100
MU;2708709;São Miguel dos Milagres (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708808;São Sebastião (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708907;Satuba (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2708956;Senador Rui Palmeira (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2709004;Tanque d'Arca (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2709103;Taquarana (AL);-;3000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2709152;Teotônio Vilela (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3605
MU;2709202;Traipu (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2709301;União dos Palmares (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2709400;Viçosa (AL);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800100;Amparo do São Francisco (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800209;Aquidabã (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800308;Aracaju (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800407;Arauá (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800506;Areia Branca (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800605;Barra dos Coqueiros (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800670;Boquim (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2800704;Brejo Grande (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801009;Campo do Brito (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801108;Canhoba (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801207;Canindé de São Francisco (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801306;Capela (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801405;Carira (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801504;Carmópolis (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801603;Cedro de São João (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801702;Cristinápolis (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2801900;Cumbe (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802007;Divina Pastora (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802106;Estância (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802205;Feira Nova (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802304;Frei Paulo (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802403;Gararu (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802502;General Maynard (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802601;Gracho Cardoso (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802700;Ilha das Flores (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802809;Indiaroba (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2802908;Itabaiana (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803005;Itabaianinha (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803104;Itabi (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803203;Itaporanga d'Ajuda (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803302;Japaratuba (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803401;Japoatã (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803500;Lagarto (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803609;Laranjeiras (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803708;Macambira (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803807;Malhada dos Bois (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2803906;Malhador (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804003;Maruim (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804102;Moita Bonita (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804201;Monte Alegre de Sergipe (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804300;Muribeca (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804409;Neópolis (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804458;Nossa Senhora Aparecida (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804508;Nossa Senhora da Glória (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804607;Nossa Senhora das Dores (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804706;Nossa Senhora de Lourdes (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804805;Nossa Senhora do Socorro (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2804904;Pacatuba (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805000;Pedra Mole (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805109;Pedrinhas (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805208;Pinhão (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805307;Pirambu (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805406;Poço Redondo (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805505;Poço Verde (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805604;Porto da Folha (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805703;Propriá (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805802;Riachão do Dantas (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2805901;Riachuelo (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806008;Ribeirópolis (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806107;Rosário do Catete (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806206;Salgado (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806305;Santa Luzia do Itanhy (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806404;Santana do São Francisco (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806503;Santa Rosa de Lima (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806602;Santo Amaro das Brotas (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806701;São Cristóvão (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806800;São Domingos (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2806909;São Francisco (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2807006;São Miguel do Aleixo (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2807105;Simão Dias (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2807204;Siriri (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2807303;Telha (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2807402;Tobias Barreto (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2807501;Tomar do Geru (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2807600;Umbaúba (SE);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900108;Abaíra (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900207;Abaré (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900306;Acajutiba (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900355;Adustina (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900405;Água Fria (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900504;Érico Cardoso (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900603;Aiquara (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900702;Alagoinhas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900801;Alcobaça (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2900900;Almadina (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901007;Amargosa (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901106;Amélia Rodrigues (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901155;América Dourada (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901205;Anagé (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901304;Andaraí (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901353;Andorinha (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901403;Angical (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901502;Anguera (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901601;Antas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901700;Antônio Cardoso (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901809;Antônio Gonçalves (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901908;Aporá (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2901957;Apuarema (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902005;Aracatu (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902054;Araçás (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902104;Araci (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902203;Aramari (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902252;Arataca (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902302;Aratuípe (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902401;Aurelino Leal (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902500;Baianópolis (BA);1830;2879;2759;2280;2700;3036;2550;3060;3360;1500;960;1680;2700;2220;2565;3174;2974;3285;3493;3148
MU;2902609;Baixa Grande (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902658;Banzaê (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902708;Barra (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902807;Barra da Estiva (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2902906;Barra do Choça (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903003;Barra do Mendes (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903102;Barra do Rocha (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903201;Barreiras (BA);1829;2880;2760;2280;2700;3036;2550;3060;3360;3480;2280;2460;3000;2220;3251;4123;3820;3988;4155;3977
MU;2903235;Barro Alto (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903276;Barrocas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903300;Barro Preto (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903409;Belmonte (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903508;Belo Campo (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903607;Biritinga (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903706;Boa Nova (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903805;Boa Vista do Tupim (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903904;Bom Jesus da Lapa (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2903953;Bom Jesus da Serra (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904001;Boninal (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904050;Bonito (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904100;Boquira (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904209;Botuporã (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904308;Brejões (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904407;Brejolândia (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904506;Brotas de Macaúbas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904605;Brumado (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904704;Buerarema (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904753;Buritirama (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904803;Caatiba (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904852;Cabaceiras do Paraguaçu (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2904902;Cachoeira (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905008;Caculé (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905107;Caém (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905156;Caetanos (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905206;Caetité (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905305;Cafarnaum (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905404;Cairu (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905503;Caldeirão Grande (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905602;Camacan (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905701;Camaçari (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905800;Camamu (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2905909;Campo Alegre de Lourdes (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906006;Campo Formoso (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906105;Canápolis (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906204;Canarana (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906303;Canavieiras (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906402;Candeal (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906501;Candeias (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906600;Candiba (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906709;Cândido Sales (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906808;Cansanção (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906824;Canudos (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906857;Capela do Alto Alegre (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906873;Capim Grosso (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906899;Caraíbas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2906907;Caravelas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907004;Cardeal da Silva (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907103;Carinhanha (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;4000;4000;4000;4133;3899;4047
MU;2907202;Casa Nova (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907301;Castro Alves (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907400;Catolândia (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907509;Catu (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907558;Caturama (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907608;Central (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907707;Chorrochó (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907806;Cícero Dantas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2907905;Cipó (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908002;Coaraci (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908101;Cocos (BA);-;-;2760;2280;2699;3036;2550;3059;3360;1620;2184;2460;2700;2100;2931;3656;3300;3176;3573;3377
MU;2908200;Conceição da Feira (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908309;Conceição do Almeida (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908408;Conceição do Coité (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908507;Conceição do Jacuípe (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908606;Conde (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908705;Condeúba (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908804;Contendas do Sincorá (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2908903;Coração de Maria (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909000;Cordeiros (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909109;Coribe (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909208;Coronel João Sá (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909307;Correntina (BA);1830;2880;2760;2279;2700;3036;2550;3060;3360;1620;2184;2460;3120;2100;3074;3635;3100;3455;3758;3397
MU;2909406;Cotegipe (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;4082;4000;4000;3800;4000;3930
MU;2909505;Cravolândia (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909604;Crisópolis (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909703;Cristópolis (BA);-;-;2760;2280;2700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909802;Cruz das Almas (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2909901;Curaçá (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2910008;Dário Meira (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2910057;Dias d'Ávila (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2910107;Dom Basílio (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2910206;Dom Macedo Costa (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2910305;Elísio Medrado (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2910404;Encruzilhada (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2910503;Entre Rios (BA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
