Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006
Rs-Faxinalzinho;1;1;1;2;2;2;3;3;3;2;2;3;2;2;1;1
Rs-Fazenda Vilanova;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Feliz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Flores da Cunha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Floriano Peixoto;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Fontoura Xavier;4;3;4;0;0;0;0;1;0;0;0;0;1;1;0;0
Rs-Formigueiro;2;1;2;1;2;2;0;0;0;0;0;0;0;0;0;0
Rs-Forquetinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Fortaleza dos Valos;78;73;75;59;62;59;64;63;88;89;90;89;90;87;87;86
Rs-Frederico Westphalen;1;1;1;0;0;0;0;0;0;0;0;1;1;2;2;3
Rs-Garibaldi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Garruchos;7;12;11;12;12;11;11;11;9;6;7;2;2;4;3;1
Rs-Gaurama;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1
Rs-General Camara;0;1;1;0;0;0;0;0;2;2;2;2;2;2;2;1
Rs-Gentil;5;5;5;5;2;2;2;2;2;1;3;2;2;5;4;3
Rs-Getulio Vargas;12;15;14;15;14;14;14;14;13;13;13;15;17;16;13;20
Rs-Girua;46;45;44;34;33;29;28;27;26;27;31;32;35;36;37;38
Rs-Glorinha;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0
Rs-Gramado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Gramado dos Loureiros;1;4;4;2;2;2;2;2;1;1;2;2;2;1;0;0
Rs-Gramado Xavier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Gravatai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Guabiju;1;2;2;1;1;1;1;1;1;1;2;0;0;0;1;1
Rs-Guaiba;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Rs-Guapore;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Guarani das Missoes;9;9;8;12;10;11;11;11;10;10;10;11;12;9;10;10
Rs-Harmonia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Herveiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Horizontina;6;4;3;3;4;4;3;3;4;4;4;5;6;5;6;6
Rs-Hulha Negra;4;2;2;2;1;3;1;0;0;0;0;0;0;0;0;0
Rs-Humaita;6;5;3;4;5;6;5;6;4;2;3;4;6;5;6;6
Rs-Ibarama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ibiaca;13;13;14;11;10;9;8;7;8;11;6;6;5;4;4;2
Rs-Ibiraiaras;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Rs-Ibirapuita;7;9;10;13;11;9;8;6;6;4;6;6;4;5;4;5
Rs-Ibiruba;65;60;65;60;63;62;58;58;60;59;56;62;53;52;50;57
Rs-Igrejinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ijui;37;30;32;36;34;28;30;30;27;23;18;27;29;27;33;33
Rs-Ilopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Imbe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Imigrante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Independencia;14;12;14;11;17;17;16;14;14;14;15;15;14;14;12;19
Rs-Inhacora;5;5;5;5;4;4;4;6;5;7;6;5;5;4;5;8
Rs-Ipe;5;4;3;2;0;0;0;0;2;1;1;1;2;1;0;0
Rs-Ipiranga do Sul;7;6;6;5;6;6;4;6;7;6;6;5;4;4;5;4
Rs-Irai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Itaara;5;10;11;11;11;10;10;9;11;11;12;11;9;5;8;7
Rs-Itacurubi;14;13;13;11;8;7;6;3;2;2;2;2;1;0;0;1
Rs-Itapuca;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Rs-Itaqui;16;13;11;7;7;6;5;4;4;5;3;4;5;4;4;4
Rs-Itati;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Itatiba do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ivora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ivoti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Jaboticaba;4;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Jacuizinho;6;7;9;8;4;6;4;4;6;4;4;3;4;3;5;3
Rs-Jacutinga;4;4;3;4;3;4;3;3;2;2;2;2;2;2;1;3
Rs-Jaguarao;28;31;25;25;26;27;24;20;16;9;6;3;1;2;1;2
Rs-Jaguari;5;3;4;4;2;2;2;2;1;2;3;3;0;3;3;2
Rs-Jaquirana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Jari;25;22;23;19;20;19;23;20;22;18;19;16;12;11;12;10
Rs-Joia;64;62;66;70;76;80;74;66;67;62;66;59;60;53;46;35
Rs-Julio de Castilhos;166;149;149;137;127;134;125;120;120;113;118;100;93;84;82;79
Rs-Lagoa Bonita do Sul;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0
Rs-Lagoao;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Rs-Lagoa dos Tres Cantos;5;4;4;4;3;4;3;2;2;2;2;2;2;3;3;3
Rs-Lagoa Vermelha;30;37;28;29;32;30;30;27;30;26;27;25;26;31;30;35
Rs-Lajeado;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0
Rs-Lajeado do Bugre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
Rs-Lavras do Sul;16;10;12;11;9;9;4;3;5;4;4;3;2;2;4;3
Rs-Liberato Salzano;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Rs-Lindolfo Collor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Linha Nova;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Machadinho;7;6;5;4;3;1;4;4;6;5;4;3;3;1;2;1
Rs-Macambara;21;14;12;9;8;7;6;6;6;7;5;4;5;4;5;5
Rs-Mampituba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Manoel Viana;21;23;17;16;16;17;13;12;12;9;8;6;10;8;11;8
Rs-Maquine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Marata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Marau;27;20;19;17;17;19;17;19;19;24;21;18;17;16;15;15
Rs-Marcelino Ramos;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0
Rs-Mariana Pimentel;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Rs-Mariano Moro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Marques de Souza;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0
Rs-Mata;2;2;0;2;3;3;3;3;1;1;1;1;1;1;1;1
Rs-Mato Castelhano;8;8;8;10;7;8;9;7;7;5;6;6;8;7;7;8
Rs-Mato Leitao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Mato Queimado;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Rs-Maximiliano de Almeida;2;2;3;2;2;4;3;2;2;2;1;1;1;1;1;1
Rs-Minas do Leao;5;5;3;4;3;3;2;2;0;0;1;0;1;3;1;1
Rs-Miraguai;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Rs-Montauri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Monte Alegre dos Campos;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Monte Belo do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Montenegro;1;1;0;0;0;0;0;1;1;1;1;1;1;0;1;1
Rs-Mormaco;6;7;4;3;2;2;1;5;5;3;0;3;3;0;4;4
Rs-Morrinhos do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Morro Redondo;3;1;3;2;2;2;0;0;0;0;0;0;0;0;0;0
Rs-Morro Reuter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Mostardas;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Rs-Mucum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Muitos Capoes;57;44;42;35;28;26;23;24;24;23;24;26;26;25;22;18
Rs-Muliterno;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Rs-Nao-Me-Toque;28;25;27;23;32;37;39;39;37;39;43;34;37;39;29;41
Rs-Nicolau Vergueiro;13;15;14;14;12;14;16;11;13;11;10;7;6;7;8;4
Rs-Nonoai;4;5;5;4;2;2;2;3;4;3;5;5;3;5;4;5
Rs-Nova Alvorada;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Araca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Bassano;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
Rs-Nova Boa Vista;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
Rs-Nova Brescia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Candelaria;1;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Esperanca do Sul;0;1;1;3;2;2;2;2;2;1;1;1;1;2;1;1
Rs-Nova Hartz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Padua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Palma;4;4;4;3;2;2;4;4;4;4;4;1;1;0;0;0
Rs-Nova Petropolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Prata;3;2;2;2;2;2;2;2;0;0;1;1;0;0;0;3
Rs-Nova Ramada;8;10;10;10;10;9;10;9;10;8;8;9;9;10;11;4
Rs-Nova Roma do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Santa Rita;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Novo Cabrais;8;7;9;8;6;4;3;3;5;5;4;2;2;1;1;1
Rs-Novo Hamburgo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Novo Machado;2;1;1;1;1;1;1;1;1;0;0;0;0;1;5;3
Rs-Novo Tiradentes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Novo Xingu;0;0;0;0;2;2;2;2;0;0;0;0;0;0;0;0
Rs-Novo Barreiro;0;0;0;1;1;1;0;1;1;1;0;1;1;1;1;1
Rs-Osorio;2;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Paim Filho;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Rs-Palmares do Sul;1;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0
Rs-Palmeira das Missoes;97;98;93;95;98;97;87;94;88;93;90;78;72;74;71;72
Rs-Palmitinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Panambi;50;47;45;50;49;52;53;46;46;46;45;49;46;51;27;45
Rs-Pantano Grande;15;16;14;14;12;14;12;11;11;11;8;11;12;11;9;8
Rs-Parai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Paraiso do Sul;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pareci Novo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Parobe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Passa Sete;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Passo do Sobrado;5;4;2;2;1;1;1;1;0;0;0;0;0;0;1;1
Rs-Passo Fundo;81;82;89;91;91;91;89;100;96;98;99;107;105;112;129;130
Rs-Paulo Bento;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Paverama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pedras Altas;10;7;3;5;7;6;3;1;2;0;0;0;0;0;0;0
Rs-Pedro Osorio;9;10;12;11;9;11;10;9;6;4;2;2;2;1;1;0
Rs-Pejucara;42;45;44;29;29;29;31;30;34;35;32;36;32;33;26;27
Rs-Pelotas;24;16;19;13;13;14;10;11;8;7;6;12;12;12;12;10
Rs-Picada Cafe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pinhal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pinhal da Serra;3;3;3;3;4;7;7;5;5;5;1;0;0;0;1;1
Rs-Pinhal Grande;16;15;18;13;9;8;6;5;4;4;6;4;3;4;2;3
Rs-Pinheirinho do Vale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pinheiro Machado;4;1;1;1;0;1;1;0;0;0;0;0;0;1;1;0
Rs-Pinto Bandeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs - Pinto Bandeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pirapo;4;3;2;2;2;1;2;2;3;1;1;0;1;2;2;1
Rs-Piratini;28;26;19;16;11;10;10;7;5;3;3;2;3;3;3;2
Rs-Planalto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Poco das Antas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pontao;32;33;31;30;30;29;25;29;28;33;30;27;23;26;22;26
Rs-Ponte Preta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Portao;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Porto Alegre;8;5;5;4;4;3;4;5;8;8;5;6;4;3;2;3
Rs-Porto Lucena;0;1;1;1;1;1;1;1;1;1;1;2;2;1;4;1
Rs-Porto Maua;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Porto Vera Cruz;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;0
Rs-Porto Xavier;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Rs-Pouso Novo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Presidente Lucena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Progresso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Protasio Alves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Putinga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Quarai;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0
Rs-Quatro Irmaos;8;7;6;4;3;6;4;3;3;4;3;3;3;4;4;6
Rs-Quevedos;24;23;25;22;21;19;18;12;16;12;11;9;8;4;6;7
Rs-Quinze de Novembro;3;5;3;5;5;5;5;6;7;6;8;8;4;5;4;6
Rs-Redentora;3;2;2;2;2;2;2;2;2;3;1;1;1;1;2;2
Rs-Relvado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Restinga Seca;8;6;9;10;9;9;5;5;7;3;1;1;1;1;1;1
Rs-Rio dos Indios;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Rio Grande;4;3;4;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Rio Pardo;33;27;28;23;16;16;12;10;10;9;10;9;9;9;9;15
Rs-Riozinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Roca Sales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Rodeio Bonito;1;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1
Rs-Rolador;5;7;6;6;5;5;5;5;2;6;7;4;4;5;4;4
Rs-Rolante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Rs-Ronda Alta;20;15;12;10;8;7;6;7;6;6;6;5;4;3;4;4
Rs-Rondinha;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1
Rs-Roque Gonzales;1;1;1;0;1;2;1;0;1;1;0;0;2;1;1;1
Rs-Rosario do Sul;28;24;27;22;19;18;14;15;15;12;9;8;8;9;6;7
Rs-Sagrada Familia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Saldanha Marinho;18;18;16;9;15;16;14;15;15;11;12;15;15;15;14;11
Rs-Salto do Jacui;27;26;25;17;18;20;18;15;14;12;14;7;11;10;14;15
Rs-Salvador das Missoes;2;3;3;3;2;1;1;1;1;1;1;1;1;2;2;1
Rs-Salvador do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sananduva;14;16;14;17;18;23;21;21;19;20;19;19;19;21;20;24
Rs-Santa Barbara do Sul;110;115;108;97;99;100;102;87;86;85;83;89;85;82;67;69
Rs-Santa Cecilia do Sul;6;9;10;9;9;11;11;9;7;7;6;3;3;3;3;3
Rs-Santa Clara do Sul;1;1;0;1;0;0;1;1;1;1;0;0;1;1;0;0
Rs-Santa Cruz do Sul;1;1;1;1;2;2;3;1;0;0;1;3;1;1;0;0
Rs-Santa Maria;39;35;40;32;29;27;22;21;21;22;21;14;11;12;19;13
Rs-Santa Maria do Herval;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Santa Margarida do Sul;11;8;9;9;9;11;10;7;9;10;5;4;5;5;5;2
Rs-Santana da Boa Vista;9;9;9;9;9;7;7;6;5;6;3;3;3;1;2;2
Rs-Sant Ana do Livramento;15;14;15;11;8;9;9;9;7;5;5;4;5;5;4;4
Rs-Santa Rosa;16;14;15;16;25;28;21;22;24;21;22;16;19;15;17;24
Rs-Santa Tereza;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Santa Vitoria do Palmar;2;0;1;2;1;1;1;1;1;1;1;1;1;1;0;0
Rs-Santiago;43;49;49;39;27;24;23;17;18;13;10;11;9;7;12;12
Rs-Santo Angelo;26;26;26;27;29;28;29;29;27;28;26;34;28;30;25;32
Rs-Santo Antonio do Palma;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Rs-Santo Antonio da Patrulha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Santo Antonio das Missoes;42;45;44;33;35;33;27;26;17;17;13;10;12;11;11;8
Rs-Santo Antonio do Planalto;18;15;13;12;13;12;12;11;9;8;6;6;4;5;4;7
Rs-Santo Augusto;29;42;42;48;55;58;53;47;46;49;51;50;48;46;45;44
Rs-Santo Cristo;1;1;1;1;1;0;0;0;0;0;0;1;1;1;0;0
Rs-Santo Expedito do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Borja;50;43;39;35;20;25;25;22;19;19;17;14;9;16;17;13
Rs-Sao Domingos do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Francisco de Assis;32;31;31;28;26;26;20;19;17;11;13;11;11;12;13;11
Rs-Sao Francisco de Paula;0;1;1;2;1;1;1;0;0;0;0;0;0;0;1;0
Rs-Sao Gabriel;54;50;46;37;29;23;23;22;21;18;13;11;13;14;16;20
Rs-Sao Jeronimo;3;3;3;5;5;3;3;2;1;1;1;1;0;0;0;0
Rs-Sao Joao da Urtiga;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Joao do Polesine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Jorge;1;1;1;1;1;1;1;1;1;2;2;1;1;0;0;0
Rs-Sao Jose das Missoes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Jose do Herval;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Jose do Hortencio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Jose do Inhacora;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1
Rs-Sao Jose do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Jose do Ouro;22;21;22;27;34;32;29;30;32;31;29;27;26;25;24;24
Rs-Sao Jose do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Jose dos Ausentes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Leopoldo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rs-Sao Lourenco do Sul;13;9;8;9;12;13;14;7;6;4;3;3;1;2;2;1
Rs-Sao Luiz Gonzaga;94;83;80;77;80;81;73;68;61;64;66;59;46;43;42;44
Rs-Sao Marcos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Martinho;6;5;3;4;4;4;5;4;4;4;4;3;2;1;2;2
Rs-Sao Martinho da Serra;16;16;17;14;11;12;11;11;8;8;6;2;1;1;1;1
Rs-Sao Miguel das Missoes;51;49;49;54;48;45;44;43;45;39;43;39;40;31;29;24
Rs-Sao Nicolau;15;18;17;12;10;10;11;12;11;11;8;6;5;4;4;2
Rs-Sao Paulo das Missoes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rs-Sao Pedro da Serra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Pedro das Missoes;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Pedro do Butia;2;2;1;1;2;1;0;0;0;0;0;0;1;0;1;1
Rs-Sao Pedro do Sul;6;3;4;6;5;5;3;3;1;2;1;2;3;2;0;1
Rs-Sao Sebastiao do Cai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Sepe;50;35;34;32;32;29;26;20;16;14;20;14;9;10;10;11
Rs-Sao Valentim;1;2;2;1;1;1;1;1;1;1;1;1;1;0;0;0
Rs-Sao Valentim do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Valerio do Sul;0;1;0;0;0;1;2;2;1;1;0;0;0;0;0;0
Rs-Sao Vendelino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sao Vicente do Sul;28;23;25;19;14;15;14;13;13;11;8;7;4;4;3;4
Rs-Sapiranga;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1
Rs-Sapucaia do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sarandi;19;20;19;20;20;19;19;15;16;15;16;13;15;10;10;9
Rs-Seberi;16;13;12;10;12;12;10;11;11;12;14;15;16;14;12;11
Rs-Sede Nova;6;5;5;5;5;5;4;4;4;5;4;4;6;5;4;2
Rs-Segredo;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
Rs-Selbach;12;12;14;17;17;18;18;16;19;18;15;15;13;13;13;11
Rs-Senador Salgado Filho;4;4;3;2;1;1;2;2;1;0;0;0;0;1;1;2
Rs-Sentinela do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rs-Serafina Correa;1;2;2;2;2;2;2;2;1;2;2;2;1;1;1;1
Rs-Serio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sertao;12;15;17;16;19;17;19;18;17;15;15;11;10;10;17;15
Rs-Sertao Santana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sete de Setembro;4;3;4;4;3;2;2;1;3;2;2;3;2;1;1;1
Rs-Severiano de Almeida;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Silveira Martins;11;11;10;10;13;9;7;3;6;6;6;2;2;1;1;1
Rs-Sinimbu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sobradinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Soledade;27;29;25;26;21;24;23;21;13;13;12;10;9;11;9;10
Rs-Tabai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tapejara;8;9;10;8;10;12;12;11;7;7;8;7;8;6;6;6
Rs-Tapera;21;20;20;9;10;9;10;12;13;13;14;17;16;14;14;10
Rs-Tapes;2;3;3;3;3;2;1;3;1;0;0;0;0;0;0;0
Rs-Taquara;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0
Rs-Taquari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Taquarucu do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tavares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tenente Portela;3;0;4;2;3;5;5;4;2;2;4;4;4;4;4;4
Rs-Terra de Areia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Teutonia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tio Hugo;3;2;2;4;3;2;3;4;4;3;2;3;3;4;5;6
Rs-Tiradentes do Sul;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Rs-Toropi;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Torres;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tramandai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Travesseiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tres Arroios;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tres Cachoeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tres Coroas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tres de Maio;3;5;3;3;5;6;5;5;5;7;8;8;7;8;6;8
Rs-Tres Forquilhas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tres Palmeiras;7;6;5;4;3;2;2;3;2;2;3;2;2;2;1;2
Rs-Tres Passos;1;0;0;0;0;1;0;1;1;1;0;2;5;6;6;6
Rs-Trindade do Sul;8;8;6;6;7;7;6;5;5;5;4;6;7;7;6;2
Rs-Triunfo;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tucunduva;3;3;2;1;3;4;4;4;4;4;3;3;1;1;2;2
Rs-Tunas;2;2;2;1;1;1;0;0;0;0;0;1;1;1;1;1
Rs-Tupanci do Sul;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0
Rs-Tupancireta;166;166;160;163;150;152;159;149;147;149;157;154;150;139;137;150
Rs-Tupandi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Tuparendi;8;9;8;7;5;5;5;5;5;4;2;1;3;4;6;5
Rs-Turucu;1;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0
Rs-Ubiretama;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
Rs-Uniao da Serra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Unistalda;11;12;11;7;5;4;6;3;2;1;1;1;1;1;1;2
Rs-Uruguaiana;1;0;0;2;2;1;1;0;0;0;0;0;0;0;0;0
Rs-Vacaria;69;70;67;63;59;58;53;52;53;46;50;52;50;56;50;50
Rs-Vale Verde;6;2;2;3;2;3;2;1;1;1;1;1;1;1;1;0
Rs-Vale do Sol;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Vale Real;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
