Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006
Mg-Sao Joao do Manteninha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Joao do Oriente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Joao do Pacui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Joao do Paraiso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Joao Evangelista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Joao Nepomuceno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Joaquim de Bicas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose da Barra;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose da Lapa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose da Safira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose da Varginha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose do Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose do Divino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose do Goiabal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose do Jacuri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Jose do Mantimento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Lourenco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Miguel do Anta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Pedro da Uniao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Pedro dos Ferros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Pedro do Suacui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Romao;3;1;1;1;1;1;3;2;2;3;2;2;2;2;2;3
Mg-Sao Roque de Minas;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Sebastiao da Bela Vista;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Sebastiao da Vargem Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Sebastiao do Anta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Sebastiao do Maranhao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Sebastiao do Oeste;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Sebastiao do Paraiso;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0
Mg-Sao Sebastiao do Rio Preto;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0
Mg-Sao Sebastiao do Rio Verde;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Tiago;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Tomas de Aquino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Thome das Letras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sao Vicente de Minas;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sapucai-Mirim;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sardoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sarzedo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Setubinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sem-Peixe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senador Amaral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senador Cortes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senador Firmino;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senador Jose Bento;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senador Modestino Goncalves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senhora de Oliveira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senhora do Porto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Senhora dos Remedios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sericita;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Seritinga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Serra Azul de Minas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Serra da Saudade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Serra dos Aimores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Serra do Salitre;16;13;6;9;9;8;11;13;10;10;10;9;6;5;5;5
Mg-Serrania;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Serranopolis de Minas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Serranos;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Serro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sete Lagoas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Silveirania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Silvianopolis;1;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0
Mg-Simao Pereira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Simonesia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Sobralia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Soledade de Minas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tabuleiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Taiobeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Taparuba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tapira;2;2;1;2;2;2;2;5;3;4;4;4;2;3;1;2
Mg-Tapirai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Taquaracu de Minas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tarumirim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Teixeiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Teofilo Otoni;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Timoteo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tiradentes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tiros;0;0;0;0;0;1;1;1;1;1;1;0;0;0;0;0
Mg-Tocantins;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tocos do Moji;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Toledo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tombos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tres Coracoes;9;6;5;2;2;2;2;0;0;0;0;0;0;0;0;0
Mg-Tres Marias;0;1;1;1;1;2;2;0;0;0;0;0;0;0;0;1
Mg-Tres Pontas;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tumiritinga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Tupaciguara;73;72;72;70;65;69;65;58;59;61;66;68;59;59;50;50
Mg-Turmalina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Turvolandia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Uba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Ubai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Ubaporanga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Uberaba;67;64;64;67;50;47;40;53;52;46;49;55;58;56;54;54
Mg-Uberlandia;85;72;68;55;56;59;51;53;48;49;44;47;50;53;49;55
Mg-Umburatiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Unai;114;92;91;71;71;66;55;56;66;69;60;61;53;57;54;62
Mg-Uniao de Minas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Uruana de Minas;6;5;5;6;5;3;4;3;7;6;3;2;2;4;5;5
Mg-Urucania;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Urucuia;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Vargem Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Vargem Bonita;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Vargem Grande do Rio Pardo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Varginha;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Mg-Varjao de Minas;0;0;0;0;0;0;2;2;2;2;1;2;2;2;2;3
Mg-Varzea da Palma;2;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0
Mg-Varzelandia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Vazante;5;5;4;5;5;5;5;3;3;1;1;1;1;1;2;2
Mg-Verdelandia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Veredinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Verissimo;4;4;4;4;4;4;5;1;5;3;3;2;2;4;3;4
Mg-Vermelho Novo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Vespasiano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Vicosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Vieiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Mathias Lobato;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Virgem da Lapa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Virginia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Virginopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Virgolandia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Visconde do Rio Branco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Volta Grande;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Wenceslau Braz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mg-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Afonso Claudio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Aguia Branca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Agua Doce do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Alfredo Chaves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Alto Rio Novo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Anchieta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Apiaca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Aracruz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Atilio Vivacqua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Baixo Guandu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Barra de Sao Francisco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Boa Esperanca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Bom Jesus do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Brejetuba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Cachoeiro de Itapemirim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Cariacica;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0
Es-Castelo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Colatina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Conceicao da Barra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Conceicao do Castelo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Divino de Sao Lourenco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Domingos Martins;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Dores do Rio Preto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Ecoporanga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Fundao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Governador Lindenberg;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Guacui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Guarapari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Ibatiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Ibiracu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Ibitirama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Iconha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Irupi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Itaguacu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Itapemirim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Itarana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Iuna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Jaguare;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Jeronimo Monteiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Joao Neiva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Laranja da Terra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Linhares;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Mantenopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Marataizes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Marechal Floriano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Marilandia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Mimoso do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Montanha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Mucurici;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Muniz Freire;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Muqui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Nova Venecia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Pancas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Pedro Canario;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Pinheiros;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Piuma;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Ponto Belo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Presidente Kennedy;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Rio Bananal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Rio Novo do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Santa Leopoldina;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Santa Maria de Jetiba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Santa Teresa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Sao Domingos do Norte;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Sao Gabriel da Palha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Sao Jose do Calcado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Sao Mateus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Sao Roque do Canaa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Serra;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Sooretama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Vargem Alta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Venda Nova do Imigrante;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Es-Viana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Vila Pavao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Vila Valerio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Vila Velha;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Vitoria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Es-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Angra dos Reis;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Aperibe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Araruama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Areal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Armacao dos Buzios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Arraial do Cabo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Barra do Pirai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Barra Mansa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Belford Roxo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Bom Jardim;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Rj-Bom Jesus do Itabapoana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Cabo Frio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Cachoeiras de Macacu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Cambuci;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Carapebus;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Comendador Levy Gasparian;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Campos dos Goytacazes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Cantagalo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Cardoso Moreira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Carmo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Casimiro de Abreu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Conceicao de Macabu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Cordeiro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Duas Barras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Duque de Caxias;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Engenheiro Paulo de Frontin;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Guapimirim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Iguaba Grande;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Itaborai;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Rj-Itaguai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Italva;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Itaocara;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Itaperuna;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Itatiaia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Japeri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Laje do Muriae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Macae;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Macuco;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Mage;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Mangaratiba;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Rj-Marica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Mendes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Mesquita;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Miguel Pereira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Miracema;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Natividade;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Nilopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Niteroi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Nova Friburgo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Nova Iguacu;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Paracambi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Paraiba do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Paraty;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Paty do Alferes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Petropolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Pinheiral;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Pirai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Porciuncula;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Porto Real;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Quatis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Queimados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Quissama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Resende;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Rio Bonito;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Rio Claro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Rio das Flores;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Rio das Ostras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Rio de Janeiro;1;0;0;0;0;0;0;0;0;3;0;1;1;1;0;0
Rj-Santa Maria Madalena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Santo Antonio de Padua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Francisco de Itabapoana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Fidelis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Goncalo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Joao da Barra;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Joao de Meriti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Jose de Uba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Jose do Vale do Rio Preto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Pedro da Aldeia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sao Sebastiao do Alto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sapucaia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Saquarema;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Seropedica;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Silva Jardim;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Sumidouro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Tangua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Teresopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Trajano de Moraes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Tres Rios;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Valenca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Varre-Sai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Vassouras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Volta Redonda;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rj-Ignorado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Adamantina;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Adolfo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Aguai;3;3;2;1;2;1;2;2;3;3;2;2;4;5;3;5
Sp-Aguas da Prata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Aguas de Lindoia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Aguas de Santa Barbara;3;2;1;1;1;0;1;0;1;1;0;1;1;1;1;1
Sp-Aguas de Sao Pedro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Agudos;1;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0
Sp-Alambari;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Alfredo Marcondes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Altair;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Altinopolis;4;4;3;3;3;3;3;2;2;2;1;1;1;0;0;1
Sp-Alto Alegre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Aluminio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Alvares Florence;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Alvares Machado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Alvaro de Carvalho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Alvinlandia;1;1;1;0;0;0;0;1;1;0;0;0;1;0;0;0
Sp-Americana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sp-Americo Brasiliense;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
