Município;2005;2004;2003
Pe-Itaquitinga;4;3;2
Pe-Jaboatao dos Guararapes;11;11;6
Pe-Jaqueira;0;0;0
Pe-Jatauba;0;0;0
Pe-Jatoba;0;0;0
Pe-Joao Alfredo;1;2;3
Pe-Joaquim Nabuco;0;0;0
Pe-Jucati;0;1;1
Pe-Jupi;0;0;0
Pe-Jurema;0;0;0
Pe-Lagoa do Carro;50;52;78
Pe-Lagoa do Itaenga;0;0;0
Pe-Lagoa do Ouro;1;1;1
Pe-Lagoa dos Gatos;0;0;4
Pe-Lagoa Grande;1;1;0
Pe-Lajedo;0;0;0
Pe-Limoeiro;123;104;85
Pe-Macaparana;3;2;4
Pe-Machados;4;1;2
Pe-Manari;0;0;0
Pe-Maraial;0;0;0
Pe-Mirandiba;0;0;0
Pe-Moreno;1;1;1
Pe-Nazare da Mata;51;53;52
Pe-Olinda;0;0;1
Pe-Orobo;5;3;6
Pe-Oroco;0;0;0
Pe-Ouricuri;1;1;2
Pe-Palmares;23;25;20
Pe-Palmeirina;2;1;2
Pe-Panelas;0;0;0
Pe-Paranatama;1;1;1
Pe-Parnamirim;2;0;3
Pe-Passira;7;7;15
Pe-Paudalho;21;26;33
Pe-Paulista;0;1;1
Pe-Pedra;7;8;8
Pe-Pesqueira;36;80;87
Pe-Petrolandia;2;0;0
Pe-Petrolina;33;23;21
Pe-Pocao;1;1;0
Pe-Pombos;19;21;15
Pe-Primavera;0;0;0
Pe-Quipapa;5;4;2
Pe-Quixaba;0;0;0
Pe-Recife;462;387;374
Pe-Riacho das Almas;7;6;6
Pe-Ribeirao;2;2;105
Pe-Rio Formoso;6;6;0
Pe-Saire;1;2;2
Pe-Salgadinho;2;2;2
Pe-Salgueiro;0;0;0
Pe-Saloa;0;0;0
Pe-Sanharo;1;2;3
Pe-Santa Cruz;0;0;0
Pe-Santa Cruz da Baixa Verde;0;0;0
Pe-Santa Cruz do Capibaribe;2;2;2
Pe-Santa Filomena;1;0;0
Pe-Santa Maria da Boa Vista;0;0;1
Pe-Santa Maria do Cambuca;0;0;0
Pe-Santa Terezinha;0;0;0
Pe-Sao Benedito do Sul;3;3;3
Pe-Sao Bento do Una;36;36;34
Pe-Sao Caitano;5;8;9
Pe-Sao Joao;0;0;0
Pe-Sao Joaquim do Monte;13;0;3
Pe-Sao Jose da Coroa Grande;0;3;0
Pe-Sao Jose do Belmonte;2;3;0
Pe-Sao Jose do Egito;0;0;0
Pe-Sao Lourenco da Mata;0;0;0
Pe-Sao Vicente Ferrer;0;1;0
Pe-Serra Talhada;5;6;12
Pe-Serrita;0;0;0
Pe-Sertania;31;33;29
Pe-Sirinhaem;0;0;0
Pe-Moreilandia;0;0;0
Pe-Solidao;0;0;0
Pe-Surubim;16;11;16
Pe-Tabira;1;1;1
Pe-Tacaimbo;0;0;0
Pe-Tacaratu;0;0;0
Pe-Tamandare;0;1;0
Pe-Taquaritinga do Norte;0;0;1
Pe-Terezinha;0;0;0
Pe-Terra Nova;0;0;0
Pe-Timbauba;21;21;20
Pe-Toritama;0;0;0
Pe-Tracunhaem;5;11;5
Pe-Trindade;0;0;0
Pe-Triunfo;0;0;0
Pe-Tupanatinga;0;0;0
Pe-Tuparetama;0;0;0
Pe-Venturosa;0;0;0
Pe-Verdejante;0;0;0
Pe-Vertente do Lerio;0;0;0
Pe-Vertentes;0;3;1
Pe-Vicencia;12;12;11
Pe-Vitoria de Santo Antao;30;38;34
Pe-Xexeu;0;0;0
Pe-Ignorado;0;0;0
Al-Agua Branca;0;0;0
Al-Anadia;11;11;11
Al-Arapiraca;11;25;12
Al-Atalaia;17;16;13
Al-Barra de Santo Antonio;0;0;0
Al-Barra de Sao Miguel;0;0;0
Al-Batalha;10;2;1
Al-Belem;2;6;6
Al-Belo Monte;0;0;0
Al-Boca da Mata;17;30;27
Al-Branquinha;3;2;3
Al-Cacimbinhas;13;7;7
Al-Cajueiro;6;10;12
Al-Campestre;0;0;0
Al-Campo Alegre;0;0;0
Al-Campo Grande;13;8;11
Al-Canapi;0;0;0
Al-Capela;57;68;10
Al-Carneiros;0;0;0
Al-Cha Preta;33;18;17
Al-Coite do Noia;0;0;0
Al-Colonia Leopoldina;6;6;5
Al-Coqueiro Seco;0;0;0
Al-Coruripe;0;0;0
Al-Craibas;0;0;0
Al-Delmiro Gouveia;3;0;1
Al-Dois Riachos;0;0;0
Al-Estrela de Alagoas;0;0;0
Al-Feira Grande;2;0;2
Al-Feliz Deserto;0;0;0
Al-Flexeiras;24;23;23
Al-Girau do Ponciano;11;5;1
Al-Ibateguara;7;4;5
Al-Igaci;0;0;0
Al-Igreja Nova;30;40;50
Al-Inhapi;0;0;0
Al-Jacare dos Homens;3;0;0
Al-Jacuipe;0;0;0
Al-Japaratinga;0;0;13
Al-Jaramataia;0;4;11
Al-Jequia da Praia;0;0;0
Al-Joaquim Gomes;30;2;2
Al-Jundia;1;1;0
Al-Junqueiro;1;7;3
Al-Lagoa da Canoa;2;3;0
Al-Limoeiro de Anadia;225;264;288
Al-Maceio;175;198;71
Al-Major Isidoro;7;0;1
Al-Maragogi;4;7;12
Al-Maravilha;1;1;1
Al-Marechal Deodoro;0;2;0
Al-Maribondo;0;0;1
Al-Mar Vermelho;18;9;9
Al-Mata Grande;0;0;0
Al-Matriz de Camaragibe;25;1;8
Al-Messias;0;0;0
Al-Minador do Negrao;2;0;2
Al-Monteiropolis;23;9;7
Al-Murici;81;55;59
Al-Novo Lino;4;0;5
Al-Olho D Agua das Flores;0;17;0
Al-Olho D Agua do Casado;0;0;0
Al-Olho D Agua Grande;2;2;2
Al-Olivenca;0;0;0
Al-Ouro Branco;0;0;0
Al-Palestina;0;0;0
Al-Palmeira dos Indios;13;12;12
Al-Pao de Acucar;0;1;0
Al-Pariconha;0;0;0
Al-Paripueira;1;1;3
Al-Passo de Camaragibe;36;32;43
Al-Paulo Jacinto;8;5;5
Al-Penedo;4;8;7
Al-Piacabucu;0;0;0
Al-Pilar;41;49;40
Al-Pindoba;13;7;6
Al-Piranhas;0;0;0
Al-Poco das Trincheiras;1;0;0
Al-Porto Calvo;11;33;6
Al-Porto de Pedras;5;5;3
Al-Porto Real do Colegio;1;3;2
Al-Quebrangulo;5;5;6
Al-Rio Largo;0;0;0
Al-Roteiro;0;0;0
Al-Santa Luzia do Norte;0;0;0
Al-Santana do Ipanema;0;0;0
Al-Santana do Mundau;8;11;8
Al-Sao Bras;4;3;2
Al-Sao Jose da Laje;17;12;12
Al-Sao Jose da Tapera;0;0;0
Al-Sao Luis do Quitunde;6;5;2
Al-Sao Miguel dos Campos;17;20;20
Al-Sao Miguel dos Milagres;11;11;14
Al-Sao Sebastiao;6;3;3
Al-Satuba;0;0;0
Al-Senador Rui Palmeira;0;0;0
Al-Tanque D Arca;0;0;0
Al-Taquarana;5;3;0
Al-Teotonio Vilela;0;0;1
Al-Traipu;7;5;8
Al-Uniao dos Palmares;55;31;38
Al-Vicosa;107;131;163
Al-Ignorado;0;0;0
Se-Amparo de Sao Francisco;5;1;0
Se-Aquidaba;21;22;18
Se-Aracaju;285;269;241
Se-Araua;47;63;48
Se-Areia Branca;6;10;8
Se-Barra dos Coqueiros;2;5;0
Se-Boquim;48;52;44
Se-Brejo Grande;0;0;0
Se-Campo do Brito;59;86;43
Se-Canhoba;15;16;10
Se-Caninde de Sao Francisco;47;53;33
Se-Capela;116;62;52
Se-Carira;79;75;82
Se-Carmopolis;1;0;0
Se-Cedro de Sao Joao;3;2;1
Se-Cristinapolis;19;24;35
Se-Cumbe;9;16;10
Se-Divina Pastora;22;24;18
Se-Estancia;98;89;102
Se-Feira Nova;18;12;10
Se-Frei Paulo;88;92;78
Se-Gararu;6;3;0
Se-General Maynard;0;0;0
Se-Gracho Cardoso;10;13;6
Se-Ilha das Flores;0;0;0
Se-Indiaroba;49;55;33
Se-Itabaiana;82;90;68
Se-Itabaianinha;9;9;10
Se-Itabi;0;1;0
Se-Itaporanga D Ajuda;150;132;109
Se-Japaratuba;30;50;44
Se-Japoata;34;45;45
Se-Lagarto;117;122;75
Se-Laranjeiras;27;23;32
Se-Macambira;12;15;12
Se-Malhada dos Bois;1;5;4
Se-Malhador;6;4;0
Se-Maruim;31;25;18
Se-Moita Bonita;2;2;5
Se-Monte Alegre de Sergipe;1;0;0
Se-Muribeca;5;14;9
Se-Neopolis;5;4;3
Se-Nossa Senhora Aparecida;7;5;6
Se-Nossa Senhora da Gloria;28;34;38
Se-Nossa Senhora das Dores;66;65;19
Se-Nossa Senhora de Lourdes;2;1;1
Se-Nossa Senhora do Socorro;18;16;11
Se-Pacatuba;9;4;3
Se-Pedra Mole;5;4;1
Se-Pedrinhas;1;0;3
Se-Pinhao;16;20;10
Se-Pirambu;2;4;0
Se-Poco Redondo;4;2;3
Se-Poco Verde;2;7;2
Se-Porto da Folha;13;15;11
Se-Propria;22;33;29
Se-Riachao do Dantas;63;63;71
Se-Riachuelo;10;3;3
Se-Ribeiropolis;17;19;18
Se-Rosario do Catete;20;17;12
Se-Salgado;28;31;27
Se-Santa Luzia do Itanhy;36;38;43
Se-Santana do Sao Francisco;0;0;0
Se-Santa Rosa de Lima;7;3;7
Se-Santo Amaro das Brotas;11;9;6
Se-Sao Cristovao;35;32;27
Se-Sao Domingos;0;0;0
Se-Sao Francisco;5;4;4
Se-Sao Miguel do Aleixo;4;4;4
Se-Simao Dias;57;68;41
Se-Siriri;16;16;8
Se-Telha;7;1;1
Se-Tobias Barreto;6;14;13
Se-Tomar do Geru;2;2;1
Se-Umbauba;8;32;16
Se-Ignorado;0;0;0
Ba-Abaira;1;1;0
Ba-Abare;0;0;0
Ba-Acajutiba;3;3;4
Ba-Adustina;0;0;0
Ba-Agua Fria;4;4;2
Ba-Erico Cardoso;1;1;0
Ba-Aiquara;16;17;22
Ba-Alagoinhas;115;92;78
Ba-Alcobaca;120;107;138
Ba-Almadina;33;9;16
Ba-Amargosa;88;62;64
Ba-Amelia Rodrigues;210;208;178
Ba-America Dourada;0;0;0
Ba-Anage;34;29;27
Ba-Andarai;40;38;37
Ba-Andorinha;17;8;7
Ba-Angical;17;19;17
Ba-Anguera;10;10;11
Ba-Antas;0;0;1
Ba-Antonio Cardoso;39;40;31
Ba-Antonio Goncalves;2;2;3
Ba-Apora;4;4;1
Ba-Apuarema;3;2;2
Ba-Aracatu;1;1;1
Ba-Aracas;5;6;5
Ba-Araci;6;8;4
Ba-Aramari;7;5;4
Ba-Arataca;22;115;96
Ba-Aratuipe;26;28;16
Ba-Aurelino Leal;7;3;7
Ba-Baianopolis;11;12;6
Ba-Baixa Grande;9;12;8
Ba-Banzae;0;0;0
Ba-Barra;20;25;28
Ba-Barra da Estiva;3;0;1
Ba-Barra do Choca;33;26;45
Ba-Barra do Mendes;0;0;0
Ba-Barra do Rocha;11;11;10
Ba-Barreiras;109;93;87
Ba-Barro Alto;0;0;0
Ba-Barrocas;0;0;0
Ba-Barro Preto;0;4;3
Ba-Belmonte;44;69;40
Ba-Belo Campo;1;2;0
Ba-Biritinga;16;14;8
Ba-Boa Nova;12;12;12
Ba-Boa Vista do Tupim;59;61;50
Ba-Bom Jesus da Lapa;67;69;58
Ba-Bom Jesus da Serra;0;0;0
Ba-Boninal;0;0;0
Ba-Bonito;4;0;1
Ba-Boquira;0;0;0
Ba-Botupora;1;2;1
Ba-Brejoes;2;2;2
Ba-Brejolandia;22;20;17
Ba-Brotas de Macaubas;0;0;0
Ba-Brumado;44;33;43
Ba-Buerarema;8;8;9
Ba-Buritirama;0;0;0
Ba-Caatiba;93;88;96
Ba-Cabaceiras do Paraguacu;19;12;7
Ba-Cachoeira;41;38;42
Ba-Cacule;5;6;6
Ba-Caem;4;5;3
Ba-Caetanos;2;1;1
Ba-Caetite;12;6;5
Ba-Cafarnaum;1;1;1
Ba-Cairu;2;2;0
Ba-Caldeirao Grande;2;0;1
Ba-Camacan;11;5;7
Ba-Camacari;15;20;9
Ba-Camamu;1;0;0
Ba-Campo Alegre de Lourdes;0;0;0
Ba-Campo Formoso;30;29;28
Ba-Canapolis;1;1;1
Ba-Canarana;0;0;0
Ba-Canavieiras;47;37;34
Ba-Candeal;4;4;2
Ba-Candeias;11;18;16
Ba-Candiba;4;2;2
Ba-Candido Sales;8;8;7
Ba-Cansancao;10;9;9
Ba-Canudos;0;0;0
Ba-Capela do Alto Alegre;4;3;4
Ba-Capim Grosso;4;3;1
Ba-Caraibas;7;9;6
Ba-Caravelas;223;293;283
Ba-Cardeal da Silva;18;13;12
Ba-Carinhanha;8;5;3
Ba-Casa Nova;0;0;4
Ba-Castro Alves;53;53;51
Ba-Catolandia;0;0;0
Ba-Catu;47;38;37
Ba-Caturama;0;0;0
Ba-Central;0;0;0
Ba-Chorrocho;0;0;0
Ba-Cicero Dantas;2;2;2
Ba-Cipo;0;2;1
Ba-Coaraci;20;25;26
Ba-Cocos;7;6;2
Ba-Conceicao da Feira;10;12;8
Ba-Conceicao do Almeida;35;18;30
Ba-Conceicao do Coite;39;25;20
Ba-Conceicao do Jacuipe;42;38;34
Ba-Conde;26;24;21
Ba-Condeuba;0;4;4
Ba-Contendas do Sincora;0;0;1
Ba-Coracao de Maria;62;54;38
Ba-Cordeiros;2;0;0
Ba-Coribe;6;4;3
Ba-Coronel Joao Sa;5;2;0
Ba-Correntina;34;20;26
Ba-Cotegipe;72;41;23
Ba-Cravolandia;20;20;21
Ba-Crisopolis;1;1;2
Ba-Cristopolis;2;0;0
Ba-Cruz das Almas;27;28;13
Ba-Curaca;0;0;1
Ba-Dario Meira;49;52;43
Ba-Dias D Avila;0;0;6
Ba-Dom Basilio;4;4;3
Ba-Dom Macedo Costa;2;8;5
Ba-Elisio Medrado;8;6;4
Ba-Encruzilhada;85;90;84
Ba-Entre Rios;53;57;53
Ba-Esplanada;48;78;71
Ba-Euclides da Cunha;19;12;4
Ba-Eunapolis;403;217;172
Ba-Fatima;0;0;0
Ba-Feira da Mata;1;2;2
Ba-Feira de Santana;324;356;369
Ba-Filadelfia;8;10;9
Ba-Firmino Alves;40;48;37
Ba-Floresta Azul;27;26;33
Ba-Formosa do Rio Preto;15;12;11
Ba-Gandu;1;2;0
Ba-Gaviao;8;1;11
Ba-Gentio do Ouro;0;0;0
Ba-Gloria;0;0;0
Ba-Gongogi;65;7;11
Ba-Governador Mangabeira;14;12;11
Ba-Guajeru;0;0;0
Ba-Guanambi;64;51;27
Ba-Guaratinga;236;161;163
Ba-Heliopolis;1;0;0
Ba-Iacu;84;76;77
Ba-Ibiassuce;0;0;0
Ba-Ibicarai;55;59;52
Ba-Ibicoara;1;2;2
Ba-Ibicui;196;188;217
Ba-Ibipeba;0;0;0
Ba-Ibipitanga;0;0;0
Ba-Ibiquera;4;4;3
Ba-Ibirapitanga;1;2;1
Ba-Ibirapua;219;255;174
Ba-Ibirataia;1;0;3
Ba-Ibitiara;0;0;0
Ba-Ibitita;0;0;0
Ba-Ibotirama;5;3;2
Ba-Ichu;0;3;0
Ba-Igapora;4;3;4
Ba-Igrapiuna;0;0;0
Ba-Iguai;110;120;106
Ba-Ilheus;28;31;29
Ba-Inhambupe;57;66;65
Ba-Ipecaeta;10;7;6
Ba-Ipiau;17;13;28
Ba-Ipira;60;61;47
Ba-Ipupiara;0;0;0
Ba-Irajuba;5;5;7
Ba-Iramaia;10;6;8
Ba-Iraquara;14;8;1
Ba-Irara;4;6;5
Ba-Irece;3;1;2
Ba-Itabela;139;108;116
Ba-Itaberaba;80;84;59
Ba-Itabuna;423;382;346
Ba-Itacare;6;1;9
Ba-Itaete;27;19;22
Ba-Itagi;132;170;124
Ba-Itagiba;109;89;101
Ba-Itagimirim;65;62;62
Ba-Itaguacu da Bahia;0;0;0
Ba-Itaju do Colonia;167;139;135
Ba-Itajuipe;20;15;20
Ba-Itamaraju;327;291;229
Ba-Itamari;7;2;4
Ba-Itambe;245;268;223
Ba-Itanagra;25;32;12
Ba-Itanhem;105;95;85
Ba-Itaparica;1;1;1
Ba-Itape;115;83;99
Ba-Itapebi;54;56;65
Ba-Itapetinga;623;582;558
Ba-Itapicuru;4;3;3
Ba-Itapitanga;90;57;82
Ba-Itaquara;16;14;15
Ba-Itarantim;207;229;208
Ba-Itatim;6;6;8
Ba-Itirucu;1;2;1
Ba-Itiuba;15;13;13
Ba-Itororo;163;155;154
Ba-Ituacu;0;0;0
Ba-Itubera;0;0;0
Ba-Iuiu;42;32;32
Ba-Jaborandi;43;6;1
Ba-Jacaraci;0;0;0
Ba-Jacobina;29;33;41
Ba-Jaguaquara;44;38;27
Ba-Jaguarari;0;0;0
Ba-Jaguaripe;29;27;13
Ba-Jandaira;7;7;11
Ba-Jequie;223;203;206
Ba-Jeremoabo;6;1;0
Ba-Jiquirica;0;0;0
Ba-Jitauna;10;8;12
Ba-Joao Dourado;0;0;0
Ba-Juazeiro;75;9;3
Ba-Jucurucu;68;25;15
Ba-Jussara;1;1;1
Ba-Jussari;17;15;19
Ba-Jussiape;0;0;0
Ba-Lafaiete Coutinho;21;27;21
Ba-Lagoa Real;0;1;1
Ba-Laje;30;35;26
Ba-Lajedao;103;104;95
Ba-Lajedinho;8;4;2
Ba-Lajedo do Tabocal;2;2;2
Ba-Lamarao;0;0;0
Ba-Lapao;0;0;0
Ba-Lauro de Freitas;9;2;2
Ba-Lencois;6;6;0
Ba-Licinio de Almeida;4;1;0
Ba-Livramento de Nossa Senhora;4;4;4
Ba-Luis Eduardo Magalhaes;29;15;26
Ba-Macajuba;14;4;5
Ba-Macarani;183;177;168
Ba-Macaubas;6;4;1
Ba-Macurure;0;0;0
Ba-Madre de Deus;1;1;0
Ba-Maetinga;0;0;0
Ba-Maiquinique;72;66;67
Ba-Mairi;31;25;25
Ba-Malhada;12;22;20
Ba-Malhada de Pedras;1;1;0
Ba-Manoel Vitorino;13;15;15
Ba-Mansidao;2;3;3
Ba-Maracas;38;26;20
Ba-Maragogipe;1;1;1
Ba-Marau;5;1;0
Ba-Marcionilio Souza;27;18;8
Ba-Mascote;28;23;13
Ba-Mata de Sao Joao;40;35;34
Ba-Matina;0;0;0
Ba-Medeiros Neto;360;379;355
Ba-Miguel Calmon;16;16;16
Ba-Milagres;0;0;0
Ba-Mirangaba;1;2;2
Ba-Mirante;4;4;4
Ba-Monte Santo;8;9;5
Ba-Morpara;0;1;0
Ba-Morro do Chapeu;10;9;5
Ba-Mortugaba;0;0;0
Ba-Mucuge;1;1;1
Ba-Mucuri;246;287;286
Ba-Mulungu do Morro;0;0;0
Ba-Mundo Novo;48;35;25
Ba-Muniz Ferreira;19;20;6
Ba-Muquem de Sao Francisco;18;8;9
Ba-Muritiba;4;5;3
Ba-Mutuipe;2;1;1
Ba-Nazare;51;49;37
Ba-Nilo Pecanha;0;0;0
Ba-Nordestina;0;0;0
Ba-Nova Canaa;145;137;136
Ba-Nova Fatima;10;12;8
Ba-Nova Ibia;5;1;1
Ba-Nova Itarana;5;1;3
Ba-Nova Redencao;7;4;4
Ba-Nova Soure;2;2;1
Ba-Nova Vicosa;231;168;148
Ba-Novo Horizonte;0;0;0
Ba-Novo Triunfo;0;0;0
Ba-Olindina;3;1;4
Ba-Oliveira dos Brejinhos;2;2;0
Ba-Ouricangas;1;0;0
Ba-Ourolandia;1;1;1
Ba-Palmas de Monte Alto;35;36;27
Ba-Palmeiras;0;0;0
Ba-Paramirim;6;4;5
Ba-Paratinga;0;0;0
Ba-Paripiranga;0;0;0
Ba-Pau Brasil;29;42;51
Ba-Paulo Afonso;1;0;1
Ba-Pe de Serra;9;9;9
Ba-Pedrao;5;5;3
Ba-Pedro Alexandre;1;1;2
Ba-Piata;2;2;2
Ba-Pilao Arcado;0;0;0
Ba-Pindai;2;1;1
Ba-Pindobacu;9;10;11
Ba-Pintadas;4;5;4
Ba-Pirai do Norte;0;0;0
Ba-Piripa;0;0;0
Ba-Piritiba;14;12;23
Ba-Planaltino;10;4;2
Ba-Planalto;62;57;42
Ba-Pocoes;36;38;30
Ba-Pojuca;11;8;3
Ba-Ponto Novo;1;0;0
Ba-Porto Seguro;130;173;132
Ba-Potiragua;120;126;110
Ba-Prado;302;365;254
Ba-Presidente Dutra;3;0;0
Ba-Presidente Janio Quadros;2;1;1
Ba-Presidente Tancredo Neves;0;0;1
Ba-Queimadas;48;43;34
Ba-Quijingue;1;3;3
Ba-Quixabeira;0;0;0
Ba-Rafael Jambeiro;22;28;23
Ba-Remanso;3;3;0
Ba-Retirolandia;3;3;2
Ba-Riachao das Neves;19;17;15
Ba-Riachao do Jacuipe;27;21;21
Ba-Riacho de Santana;15;15;10
Ba-Ribeira do Amparo;1;1;0
Ba-Ribeira do Pombal;5;3;2
Ba-Ribeirao do Largo;104;77;72
Ba-Rio de Contas;0;0;0
Ba-Rio do Antonio;0;2;2
Ba-Rio do Pires;0;0;0
Ba-Rio Real;37;42;36
Ba-Rodelas;0;0;0
Ba-Ruy Barbosa;54;16;18
Ba-Salinas da Margarida;0;1;0
Ba-Salvador;507;538;602
Ba-Santa Barbara;10;7;5
Ba-Santa Brigida;3;4;2
Ba-Santa Cruz Cabralia;26;36;40
Ba-Santa Cruz da Vitoria;64;60;52
Ba-Santa Ines;1;1;1
Ba-Santaluz;13;11;5
Ba-Santa Luzia;10;7;24
Ba-Santa Maria da Vitoria;7;7;13
Ba-Santana;33;42;44
Ba-Santanopolis;4;6;4
Ba-Santa Rita de Cassia;25;28;22
Ba-Santa Teresinha;20;15;19
Ba-Santo Amaro;48;46;45
Ba-Santo Antonio de Jesus;39;31;28
Ba-Santo Estevao;10;7;7
Ba-Sao Desiderio;109;89;45
Ba-Sao Domingos;0;0;0
Ba-Sao Felix;19;16;10
Ba-Sao Felix do Coribe;25;12;13
Ba-Sao Felipe;12;8;7
Ba-Sao Francisco do Conde;30;31;27
Ba-Sao Gabriel;1;0;0
Ba-Sao Goncalo dos Campos;42;29;40
Ba-Sao Jose da Vitoria;4;2;2
Ba-Sao Jose do Jacuipe;1;0;1
Ba-Sao Miguel das Matas;19;17;10
Ba-Sao Sebastiao do Passe;108;112;110
Ba-Sapeacu;5;3;3
Ba-Satiro Dias;10;12;10
Ba-Saubara;0;0;0
Ba-Saude;18;21;16
Ba-Seabra;3;5;2
Ba-Sebastiao Laranjeiras;60;53;47
Ba-Senhor do Bonfim;33;38;31
Ba-Serra do Ramalho;14;10;14
Ba-Sento Se;0;1;0
Ba-Serra Dourada;34;34;55
Ba-Serra Preta;31;28;23
Ba-Serrinha;24;23;21
Ba-Serrolandia;0;0;0
Ba-Simoes Filho;5;20;8
Ba-Sitio do Mato;29;30;31
Ba-Sitio do Quinto;0;0;0
Ba-Sobradinho;0;2;1
Ba-Souto Soares;0;0;0
Ba-Tabocas do Brejo Velho;0;0;0
Ba-Tanhacu;24;20;17
Ba-Tanque Novo;2;0;0
Ba-Tanquinho;10;6;6
Ba-Taperoa;2;2;2
Ba-Tapiramuta;20;18;20
Ba-Teixeira de Freitas;462;488;457
Ba-Teodoro Sampaio;54;47;37
Ba-Teofilandia;3;2;2
Ba-Teolandia;3;9;13
Ba-Terra Nova;123;129;93
Ba-Tremedal;8;5;5
Ba-Tucano;5;4;3
Ba-Uaua;0;0;0
Ba-Ubaira;22;21;18
Ba-Ubaitaba;2;4;5
Ba-Ubata;3;2;1
Ba-Uibai;0;0;0
Ba-Umburanas;0;0;0
Ba-Una;32;38;23
Ba-Urandi;7;6;2
Ba-Urucuca;12;16;11
Ba-Utinga;5;5;5
Ba-Valenca;37;36;20
Ba-Valente;24;26;13
Ba-Varzea da Roca;4;2;2
Ba-Varzea do Poco;2;2;0
Ba-Varzea Nova;0;0;0
Ba-Varzedo;6;4;2
Ba-Vera Cruz;5;8;5
Ba-Vereda;113;126;151
Ba-Vitoria da Conquista;355;440;326
Ba-Wagner;2;1;3
Ba-Wanderley;3;4;4
Ba-Wenceslau Guimaraes;3;3;3
Ba-Xique-Xique;0;0;0
Ba-Ignorado;0;0;0
Mg-Abadia dos Dourados;18;22;26
Mg-Abaete;80;96;93
Mg-Abre Campo;66;68;52
Mg-Acaiaca;32;32;28
Mg-Acucena;67;56;58
Mg-Agua Boa;21;17;10
Mg-Agua Comprida;42;67;55
Mg-Aguanil;15;13;8
Mg-Aguas Formosas;65;59;64
Mg-Aguas Vermelhas;23;21;8
Mg-Aimores;152;181;169
Mg-Aiuruoca;68;64;61
Mg-Alagoa;4;3;2
Mg-Albertina;0;0;0
Mg-Alem Paraiba;317;295;284
Mg-Alfenas;59;48;54
Mg-Alfredo Vasconcelos;10;3;4
Mg-Almenara;324;303;303
Mg-Alpercata;83;91;96
Mg-Alpinopolis;89;104;69
Mg-Alterosa;26;29;32
Mg-Alto Caparao;0;0;0
Mg-Alto Rio Doce;47;49;58
Mg-Alvarenga;0;0;1
Mg-Alvinopolis;112;96;82
Mg-Alvorada de Minas;0;0;0
Mg-Amparo do Serra;29;22;23
Mg-Andradas;51;45;45
Mg-Cachoeira de Pajeu;7;10;8
Mg-Andrelandia;78;53;51
Mg-Angelandia;0;0;0
Mg-Antonio Carlos;88;82;47
Mg-Antonio Dias;40;36;30
Mg-Antonio Prado de Minas;19;13;9
Mg-Aracai;13;16;11
Mg-Aracitaba;8;7;7
Mg-Aracuai;76;64;40
Mg-Araguari;325;321;327
Mg-Arantina;2;1;1
Mg-Araponga;0;0;0
Mg-Arapora;13;22;21
Mg-Arapua;16;16;12
Mg-Araujos;88;91;77
Mg-Araxa;271;261;266
Mg-Arceburgo;39;34;31
Mg-Arcos;79;67;53
Mg-Areado;16;24;24
Mg-Argirita;25;24;23
Mg-Aricanduva;0;0;0
Mg-Arinos;100;107;95
Mg-Astolfo Dutra;19;14;11
Mg-Ataleia;170;182;137
Mg-Augusto de Lima;39;38;37
Mg-Baependi;41;21;17
Mg-Baldim;89;71;59
Mg-Bambui;306;240;240
Mg-Bandeira;24;21;17
Mg-Bandeira do Sul;0;0;0
Mg-Barao de Cocais;15;18;7
Mg-Barao de Monte Alto;11;11;12
Mg-Barbacena;74;69;81
Mg-Barra Longa;54;43;49
Mg-Barroso;17;16;14
Mg-Bela Vista de Minas;15;25;12
Mg-Belmiro Braga;148;142;162
Mg-Belo Horizonte;1112;1077;974
Mg-Belo Oriente;19;21;22
Mg-Belo Vale;13;16;10
Mg-Berilo;0;0;0
Mg-Bertopolis;33;28;23
Mg-Berizal;0;0;0
Mg-Betim;36;41;35
Mg-Bias Fortes;53;43;44
Mg-Bicas;70;69;79
Mg-Biquinhas;10;16;16
Mg-Boa Esperanca;3;3;3
Mg-Bocaina de Minas;14;9;6
Mg-Bocaiuva;172;185;151
Mg-Bom Despacho;632;688;406
Mg-Bom Jardim de Minas;5;6;4
Mg-Bom Jesus da Penha;0;0;9
Mg-Bom Jesus do Amparo;100;98;100
Mg-Bom Jesus do Galho;26;30;30
Mg-Bom Repouso;0;0;0
Mg-Bom Sucesso;293;294;103
Mg-Bonfim;27;29;29
Mg-Bonfinopolis de Minas;86;69;52
Mg-Bonito de Minas;1;0;0
Mg-Borda da Mata;17;17;3
Mg-Botelhos;0;0;1
Mg-Botumirim;4;2;3
Mg-Brasilandia de Minas;121;96;105
Mg-Brasilia de Minas;17;15;16
Mg-Bras Pires;1;0;0
Mg-Braunas;1;1;0
Mg-Brazopolis;80;74;87
Mg-Brumadinho;89;68;65
Mg-Bueno Brandao;6;13;10
Mg-Buenopolis;29;8;12
Mg-Bugre;1;4;1
Mg-Buritis;189;156;171
Mg-Buritizeiro;402;283;278
Mg-Cabeceira Grande;40;32;35
Mg-Cabo Verde;12;8;9
Mg-Cachoeira da Prata;2;0;0
Mg-Cachoeira de Minas;41;30;27
Mg-Cachoeira Dourada;26;28;5
Mg-Caetanopolis;6;6;4
Mg-Caete;52;31;35
Mg-Caiana;8;7;12
