Município;2021;2020;2019;2018;2017
Ba-Caravelas;73;72;75;75;70
Ba-Cardeal da Silva;7;7;7;8;8
Ba-Carinhanha;11;12;12;11;12
Ba-Casa Nova;1;1;1;0;0
Ba-Castro Alves;28;27;27;26;28
Ba-Catolandia;3;7;5;4;4
Ba-Catu;20;19;22;20;23
Ba-Caturama;1;0;0;1;1
Ba-Central;1;0;0;1;0
Ba-Chorrocho;0;0;0;0;0
Ba-Cicero Dantas;1;1;1;1;5
Ba-Cipo;3;2;2;2;1
Ba-Coaraci;8;12;10;8;8
Ba-Cocos;11;13;14;15;12
Ba-Conceicao da Feira;7;9;10;11;10
Ba-Conceicao do Almeida;23;28;26;30;34
Ba-Conceicao do Coite;24;25;25;25;24
Ba-Conceicao do Jacuipe;18;16;17;18;19
Ba-Conde;11;9;8;8;8
Ba-Condeuba;4;4;4;5;4
Ba-Contendas do Sincora;6;7;6;6;7
Ba-Coracao de Maria;25;22;22;23;23
Ba-Cordeiros;1;1;1;1;1
Ba-Coribe;8;11;11;9;10
Ba-Coronel Joao Sa;5;5;4;5;5
Ba-Correntina;19;17;14;13;14
Ba-Cotegipe;17;14;14;14;13
Ba-Cravolandia;1;1;4;2;4
Ba-Crisopolis;3;3;2;1;1
Ba-Cristopolis;3;3;3;4;1
Ba-Cruz das Almas;12;20;10;17;22
Ba-Curaca;0;0;0;0;2
Ba-Dario Meira;13;12;11;10;10
Ba-Dias D Avila;1;0;1;2;2
Ba-Dom Basilio;1;1;2;1;2
Ba-Dom Macedo Costa;8;7;5;8;8
Ba-Elisio Medrado;6;9;7;7;8
Ba-Encruzilhada;53;51;53;50;48
Ba-Entre Rios;45;47;48;52;42
Ba-Esplanada;29;28;28;23;18
Ba-Euclides da Cunha;7;7;6;8;9
Ba-Eunapolis;109;112;116;127;130
Ba-Fatima;0;0;0;0;0
Ba-Feira da Mata;6;7;10;8;7
Ba-Feira de Santana;118;121;140;135;157
Ba-Filadelfia;2;2;3;6;6
Ba-Firmino Alves;23;19;25;22;20
Ba-Floresta Azul;28;25;22;21;22
Ba-Formosa do Rio Preto;16;15;14;17;17
Ba-Gandu;1;0;0;1;1
Ba-Gaviao;1;0;0;0;0
Ba-Gentio do Ouro;0;0;0;0;0
Ba-Gloria;1;1;1;1;1
Ba-Gongogi;15;14;13;15;16
Ba-Governador Mangabeira;7;5;7;9;8
Ba-Guajeru;0;0;0;0;0
Ba-Guanambi;52;56;57;62;66
Ba-Guaratinga;82;95;106;99;96
Ba-Heliopolis;1;1;1;1;2
Ba-Iacu;46;41;43;50;49
Ba-Ibiassuce;1;0;0;0;2
Ba-Ibicarai;25;28;26;25;26
Ba-Ibicoara;2;1;2;2;2
Ba-Ibicui;66;74;79;80;84
Ba-Ibipeba;0;0;0;0;0
Ba-Ibipitanga;0;0;0;0;0
Ba-Ibiquera;7;7;7;7;7
Ba-Ibirapitanga;1;2;2;2;2
Ba-Ibirapua;86;80;83;86;88
Ba-Ibirataia;6;6;5;5;5
Ba-Ibitiara;0;0;0;0;0
Ba-Ibitita;1;1;1;1;0
Ba-Ibotirama;7;5;4;4;5
Ba-Ichu;3;3;3;3;3
Ba-Igapora;3;4;5;3;2
Ba-Igrapiuna;1;1;1;2;0
Ba-Iguai;66;58;59;62;60
Ba-Ilheus;33;28;25;25;27
Ba-Inhambupe;18;24;26;30;29
Ba-Ipecaeta;6;5;5;5;5
Ba-Ipiau;14;13;15;16;15
Ba-Ipira;54;45;54;52;55
Ba-Ipupiara;0;0;0;0;0
Ba-Irajuba;2;2;3;3;5
Ba-Iramaia;16;17;18;20;20
Ba-Iraquara;2;2;2;2;3
Ba-Irara;6;7;10;10;11
Ba-Irece;5;4;5;5;3
Ba-Itabela;58;60;60;66;65
Ba-Itaberaba;64;56;59;68;63
Ba-Itabuna;61;69;64;73;85
Ba-Itacare;3;3;3;3;3
Ba-Itaete;12;11;12;11;11
Ba-Itagi;7;8;10;6;8
Ba-Itagiba;36;33;32;35;36
Ba-Itagimirim;57;59;58;57;57
Ba-Itaguacu da Bahia;0;0;0;2;2
Ba-Itaju do Colonia;42;40;41;37;40
Ba-Itajuipe;3;7;8;9;6
Ba-Itamaraju;183;183;197;191;196
Ba-Itamari;1;2;2;2;2
Ba-Itambe;149;159;156;173;161
Ba-Itanagra;16;18;22;17;19
Ba-Itanhem;133;111;77;129;134
Ba-Itaparica;0;0;0;0;0
Ba-Itape;51;48;56;52;50
Ba-Itapebi;57;54;63;68;63
Ba-Itapetinga;217;216;202;215;218
Ba-Itapicuru;5;4;6;9;8
Ba-Itapitanga;22;24;26;30;25
Ba-Itaquara;2;1;4;5;6
Ba-Itarantim;174;178;176;174;155
Ba-Itatim;8;8;8;9;8
Ba-Itirucu;0;1;3;3;4
Ba-Itiuba;11;8;13;13;14
Ba-Itororo;69;61;72;71;67
Ba-Ituacu;1;1;1;1;2
Ba-Itubera;0;1;1;1;1
Ba-Iuiu;18;19;19;18;21
Ba-Jaborandi;17;17;18;14;14
Ba-Jacaraci;0;0;0;0;0
Ba-Jacobina;25;24;24;25;35
Ba-Jaguaquara;24;29;31;41;38
Ba-Jaguarari;3;4;4;4;5
Ba-Jaguaripe;12;15;15;14;16
Ba-Jandaira;10;10;11;7;4
Ba-Jequie;93;100;101;103;105
Ba-Jeremoabo;6;8;8;8;7
Ba-Jiquirica;0;2;3;3;3
Ba-Jitauna;7;8;9;8;12
Ba-Joao Dourado;2;2;2;1;1
Ba-Juazeiro;2;3;3;5;5
Ba-Jucurucu;28;29;27;31;25
Ba-Jussara;0;1;1;2;1
Ba-Jussari;12;15;14;12;13
Ba-Jussiape;0;0;0;0;0
Ba-Lafaiete Coutinho;12;16;15;15;22
Ba-Lagoa Real;3;4;4;3;2
Ba-Laje;14;14;15;16;15
Ba-Lajedao;53;47;53;53;56
Ba-Lajedinho;8;7;6;6;7
Ba-Lajedo do Tabocal;1;2;2;3;3
Ba-Lamarao;2;2;2;2;2
Ba-Lapao;0;1;1;1;0
Ba-Lauro de Freitas;7;7;7;7;6
Ba-Lencois;1;1;1;2;2
Ba-Licinio de Almeida;3;4;4;3;4
Ba-Livramento de Nossa Senhora;1;2;1;1;1
Ba-Luis Eduardo Magalhaes;20;22;16;14;14
Ba-Macajuba;11;10;13;14;18
Ba-Macarani;139;143;142;138;140
Ba-Macaubas;6;5;5;6;5
Ba-Macurure;0;0;0;0;0
Ba-Madre de Deus;0;0;0;0;0
Ba-Maetinga;0;0;0;0;1
Ba-Maiquinique;57;55;55;53;52
Ba-Mairi;19;24;22;26;24
Ba-Malhada;37;41;37;39;31
Ba-Malhada de Pedras;6;4;5;4;6
Ba-Manoel Vitorino;16;15;15;14;19
Ba-Mansidao;2;3;3;1;1
Ba-Maracas;19;24;25;22;17
Ba-Maragogipe;6;6;8;9;12
Ba-Marau;3;3;1;1;2
Ba-Marcionilio Souza;18;21;19;20;19
Ba-Mascote;20;20;16;19;20
Ba-Mata de Sao Joao;22;21;22;20;21
Ba-Matina;3;2;2;2;3
Ba-Medeiros Neto;125;116;116;157;149
Ba-Miguel Calmon;16;16;16;14;18
Ba-Milagres;2;2;3;2;3
Ba-Mirangaba;2;2;2;1;1
Ba-Mirante;5;2;3;3;3
Ba-Monte Santo;4;4;5;5;4
Ba-Morpara;0;0;0;1;2
Ba-Morro do Chapeu;11;10;7;9;7
Ba-Mortugaba;0;0;0;2;1
Ba-Mucuge;2;2;2;2;1
Ba-Mucuri;65;67;71;81;77
Ba-Mulungu do Morro;0;0;0;0;0
Ba-Mundo Novo;21;26;27;27;28
Ba-Muniz Ferreira;9;8;8;9;11
Ba-Muquem de Sao Francisco;17;16;15;13;16
Ba-Muritiba;6;7;6;12;10
Ba-Mutuipe;1;0;0;1;1
Ba-Nazare;20;18;17;20;17
Ba-Nilo Pecanha;0;0;0;0;0
Ba-Nordestina;0;0;0;0;0
Ba-Nova Canaa;74;82;94;97;100
Ba-Nova Fatima;3;2;5;6;6
Ba-Nova Ibia;1;0;0;0;0
Ba-Nova Itarana;6;6;8;7;5
Ba-Nova Redencao;1;2;1;3;4
Ba-Nova Soure;2;0;0;1;1
Ba-Nova Vicosa;50;49;50;53;53
Ba-Novo Horizonte;0;0;0;0;0
Ba-Novo Triunfo;0;0;0;0;0
Ba-Olindina;2;1;2;2;1
Ba-Oliveira dos Brejinhos;2;2;3;2;1
Ba-Ouricangas;3;1;1;2;2
Ba-Ourolandia;1;1;0;0;0
Ba-Palmas de Monte Alto;36;37;33;34;35
Ba-Palmeiras;0;0;0;1;1
Ba-Paramirim;6;3;3;6;8
Ba-Paratinga;2;2;1;2;2
Ba-Paripiranga;1;2;2;1;1
Ba-Pau Brasil;12;9;8;16;12
Ba-Paulo Afonso;2;3;3;3;3
Ba-Pe de Serra;12;10;10;8;9
Ba-Pedrao;8;5;4;6;4
Ba-Pedro Alexandre;8;5;6;6;6
Ba-Piata;0;0;0;0;0
Ba-Pilao Arcado;0;0;0;0;0
Ba-Pindai;1;2;2;2;1
Ba-Pindobacu;3;5;6;4;3
Ba-Pintadas;11;11;9;10;9
Ba-Pirai do Norte;0;0;0;1;1
Ba-Piripa;0;0;0;0;0
Ba-Piritiba;11;11;12;12;7
Ba-Planaltino;8;10;11;10;9
Ba-Planalto;25;22;24;26;30
Ba-Pocoes;18;21;23;26;21
Ba-Pojuca;18;21;20;20;26
Ba-Ponto Novo;2;2;3;3;3
Ba-Porto Seguro;55;57;65;68;66
Ba-Potiragua;63;61;63;64;66
Ba-Prado;100;87;90;102;101
Ba-Presidente Dutra;1;1;1;0;1
Ba-Presidente Janio Quadros;0;2;2;2;2
Ba-Presidente Tancredo Neves;2;2;2;2;2
Ba-Queimadas;24;27;28;29;31
Ba-Quijingue;3;5;4;2;3
Ba-Quixabeira;0;1;1;0;0
Ba-Rafael Jambeiro;23;24;23;23;25
Ba-Remanso;2;2;1;2;2
Ba-Retirolandia;1;2;3;1;2
Ba-Riachao das Neves;29;26;27;21;25
Ba-Riachao do Jacuipe;27;26;29;28;32
Ba-Riacho de Santana;17;19;18;11;18
Ba-Ribeira do Amparo;1;1;1;1;1
Ba-Ribeira do Pombal;6;6;7;7;9
Ba-Ribeirao do Largo;70;73;74;75;78
Ba-Rio de Contas;1;1;1;1;1
Ba-Rio do Antonio;4;4;3;2;2
Ba-Rio do Pires;0;0;0;0;0
Ba-Rio Real;16;12;12;12;8
Ba-Rodelas;0;0;0;0;0
Ba-Ruy Barbosa;58;50;63;57;61
Ba-Salinas da Margarida;0;0;0;0;0
Ba-Salvador;79;98;103;112;93
Ba-Santa Barbara;10;5;8;8;8
Ba-Santa Brigida;1;2;3;2;2
Ba-Santa Cruz Cabralia;32;24;25;25;29
Ba-Santa Cruz da Vitoria;32;25;30;27;26
Ba-Santa Ines;3;5;6;6;4
Ba-Santaluz;10;8;5;8;10
Ba-Santa Luzia;6;5;7;9;9
Ba-Santa Maria da Vitoria;12;15;14;14;14
Ba-Santana;14;12;16;14;16
Ba-Santanopolis;5;8;8;8;8
Ba-Santa Rita de Cassia;17;16;17;14;12
Ba-Santa Teresinha;19;15;17;14;19
Ba-Santo Amaro;20;27;25;25;23
Ba-Santo Antonio de Jesus;30;27;31;30;33
Ba-Santo Estevao;6;8;8;11;10
Ba-Sao Desiderio;34;33;36;26;30
Ba-Sao Domingos;1;1;1;0;0
Ba-Sao Felix;7;5;6;6;11
Ba-Sao Felix do Coribe;17;19;18;18;21
Ba-Sao Felipe;4;8;10;11;14
Ba-Sao Francisco do Conde;10;7;8;8;10
Ba-Sao Gabriel;0;0;0;0;0
Ba-Sao Goncalo dos Campos;31;32;34;34;36
Ba-Sao Jose da Vitoria;0;0;0;0;0
Ba-Sao Jose do Jacuipe;2;2;2;2;3
Ba-Sao Miguel das Matas;5;6;6;8;6
Ba-Sao Sebastiao do Passe;43;28;42;30;41
Ba-Sapeacu;3;3;3;3;4
Ba-Satiro Dias;12;11;10;10;10
Ba-Saubara;0;0;0;0;0
Ba-Saude;3;4;4;5;6
Ba-Seabra;0;0;0;1;0
Ba-Sebastiao Laranjeiras;14;18;18;17;16
Ba-Senhor do Bonfim;19;25;26;27;22
Ba-Serra do Ramalho;13;12;12;11;10
Ba-Sento Se;2;3;2;3;2
Ba-Serra Dourada;10;16;14;16;16
Ba-Serra Preta;21;18;18;18;20
Ba-Serrinha;15;15;16;13;16
Ba-Serrolandia;0;0;0;1;1
Ba-Simoes Filho;3;3;3;2;2
Ba-Sitio do Mato;9;9;9;6;8
Ba-Sitio do Quinto;0;0;0;0;0
Ba-Sobradinho;0;0;0;0;0
Ba-Souto Soares;0;0;0;0;0
Ba-Tabocas do Brejo Velho;2;3;2;1;1
Ba-Tanhacu;13;14;13;12;14
Ba-Tanque Novo;0;0;0;0;0
Ba-Tanquinho;13;13;14;13;13
Ba-Taperoa;0;0;0;0;0
Ba-Tapiramuta;4;6;6;7;7
Ba-Teixeira de Freitas;169;168;174;205;215
Ba-Teodoro Sampaio;22;22;21;21;27
Ba-Teofilandia;4;5;2;1;2
Ba-Teolandia;3;4;4;5;5
Ba-Terra Nova;19;18;17;19;20
Ba-Tremedal;11;14;12;10;9
Ba-Tucano;12;9;7;10;9
Ba-Uaua;0;1;1;0;0
Ba-Ubaira;19;20;21;22;19
Ba-Ubaitaba;1;1;0;2;4
Ba-Ubata;1;2;2;1;4
Ba-Uibai;1;0;1;1;1
Ba-Umburanas;0;0;0;0;0
Ba-Una;11;8;10;12;12
Ba-Urandi;11;8;12;9;9
Ba-Urucuca;5;3;2;3;2
Ba-Utinga;4;4;4;3;4
Ba-Valenca;10;10;11;13;11
Ba-Valente;5;3;5;7;5
Ba-Varzea da Roca;4;4;5;7;6
Ba-Varzea do Poco;1;1;0;1;1
Ba-Varzea Nova;1;1;1;1;2
Ba-Varzedo;6;3;2;4;4
Ba-Vera Cruz;3;2;2;2;3
Ba-Vereda;53;49;50;54;50
Ba-Vitoria da Conquista;250;252;273;292;296
Ba-Wagner;2;2;3;2;3
Ba-Wanderley;23;22;23;22;26
Ba-Wenceslau Guimaraes;3;3;4;3;2
Ba-Xique-Xique;3;4;5;6;7
Ba-Ignorado;0;0;0;0;0
Mg-Abadia dos Dourados;86;85;86;87;84
Mg-Abaete;108;97;102;98;113
Mg-Abre Campo;24;25;34;37;38
Mg-Acaiaca;14;16;18;19;17
Mg-Acucena;46;47;46;46;51
Mg-Agua Boa;35;34;38;34;29
Mg-Agua Comprida;29;27;29;23;25
Mg-Aguanil;11;12;11;11;15
Mg-Aguas Formosas;85;79;84;84;90
Mg-Aguas Vermelhas;12;6;10;7;6
Mg-Aimores;112;118;123;133;141
Mg-Aiuruoca;81;87;92;96;102
Mg-Alagoa;0;10;13;12;13
Mg-Albertina;1;1;1;1;1
Mg-Alem Paraiba;98;98;94;104;106
Mg-Alfenas;57;57;59;59;63
Mg-Alfredo Vasconcelos;10;9;12;14;19
Mg-Almenara;169;181;182;187;199
Mg-Alpercata;45;47;53;50;44
Mg-Alpinopolis;55;60;65;69;74
Mg-Alterosa;19;19;18;17;18
Mg-Alto Caparao;0;1;1;0;0
Mg-Alto Rio Doce;23;23;21;20;21
Mg-Alvarenga;0;1;2;2;1
Mg-Alvinopolis;60;67;70;70;69
Mg-Alvorada de Minas;40;30;30;32;33
Mg-Amparo do Serra;11;11;9;14;18
Mg-Andradas;19;25;30;31;32
Mg-Cachoeira de Pajeu;8;13;12;13;11
Mg-Andrelandia;84;86;90;95;98
Mg-Angelandia;1;1;1;0;1
Mg-Antonio Carlos;57;56;69;63;70
Mg-Antonio Dias;24;19;21;28;29
Mg-Antonio Prado de Minas;9;8;9;9;8
Mg-Aracai;27;25;23;28;30
Mg-Aracitaba;10;8;11;9;9
Mg-Aracuai;72;68;70;81;83
Mg-Araguari;250;256;262;278;271
Mg-Arantina;3;1;3;3;4
Mg-Araponga;1;1;2;1;0
Mg-Arapora;11;9;12;11;11
Mg-Arapua;15;17;14;14;15
Mg-Araujos;63;60;51;62;73
Mg-Araxa;178;183;187;200;195
Mg-Arceburgo;36;30;34;38;46
Mg-Arcos;53;44;46;43;37
Mg-Areado;23;23;23;20;18
Mg-Argirita;45;45;43;42;42
Mg-Aricanduva;1;1;1;0;0
Mg-Arinos;113;89;115;120;127
Mg-Astolfo Dutra;18;18;19;20;19
Mg-Ataleia;114;110;119;122;120
Mg-Augusto de Lima;34;35;32;28;30
Mg-Baependi;93;91;94;96;99
Mg-Baldim;30;35;35;38;44
Mg-Bambui;79;104;101;113;130
Mg-Bandeira;23;23;24;25;23
Mg-Bandeira do Sul;1;2;2;1;1
Mg-Barao de Cocais;7;6;8;10;9
Mg-Barao de Monte Alto;59;57;58;55;51
Mg-Barbacena;75;80;86;87;108
Mg-Barra Longa;36;43;45;45;45
Mg-Barroso;4;6;6;5;5
Mg-Bela Vista de Minas;5;4;7;6;5
Mg-Belmiro Braga;35;44;33;40;38
Mg-Belo Horizonte;86;92;94;115;150
Mg-Belo Oriente;15;17;15;20;20
Mg-Belo Vale;21;22;21;16;19
Mg-Berilo;0;0;0;0;0
Mg-Bertopolis;25;25;22;24;23
Mg-Berizal;1;2;2;2;3
Mg-Betim;22;23;24;27;24
Mg-Bias Fortes;17;14;13;12;11
Mg-Bicas;43;47;52;61;57
Mg-Biquinhas;28;27;30;30;34
Mg-Boa Esperanca;7;8;10;8;10
Mg-Bocaina de Minas;10;16;17;27;27
Mg-Bocaiuva;115;106;114;116;113
Mg-Bom Despacho;289;286;294;310;319
Mg-Bom Jardim de Minas;18;17;18;15;13
Mg-Bom Jesus da Penha;4;3;5;5;5
Mg-Bom Jesus do Amparo;41;43;40;60;59
Mg-Bom Jesus do Galho;20;20;20;21;20
Mg-Bom Repouso;4;5;5;4;3
Mg-Bom Sucesso;146;138;140;144;148
Mg-Bonfim;13;13;14;19;22
Mg-Bonfinopolis de Minas;24;26;30;36;34
Mg-Bonito de Minas;8;8;8;10;9
Mg-Borda da Mata;17;17;20;22;12
Mg-Botelhos;11;7;9;9;7
Mg-Botumirim;2;4;3;2;3
Mg-Brasilandia de Minas;45;47;43;41;45
Mg-Brasilia de Minas;17;14;16;17;18
Mg-Bras Pires;0;0;0;1;1
Mg-Braunas;16;18;20;20;8
Mg-Brazopolis;59;56;68;56;60
Mg-Brumadinho;28;28;33;34;36
Mg-Bueno Brandao;4;4;4;4;4
Mg-Buenopolis;29;21;22;24;19
Mg-Bugre;13;10;10;8;9
Mg-Buritis;166;167;167;181;182
Mg-Buritizeiro;85;81;78;84;93
Mg-Cabeceira Grande;55;60;57;58;61
Mg-Cabo Verde;7;8;8;8;5
Mg-Cachoeira da Prata;10;11;11;13;11
Mg-Cachoeira de Minas;27;18;18;20;17
Mg-Cachoeira Dourada;14;17;14;17;18
Mg-Caetanopolis;25;28;28;33;32
Mg-Caete;18;23;22;22;24
Mg-Caiana;1;1;1;2;2
Mg-Cajuri;1;1;1;1;3
Mg-Caldas;8;8;12;11;13
Mg-Camacho;4;2;2;4;3
Mg-Camanducaia;18;16;24;26;24
Mg-Cambui;15;12;10;10;9
Mg-Cambuquira;15;14;16;19;19
Mg-Campanario;48;45;46;44;47
Mg-Campanha;11;8;9;11;10
Mg-Campestre;7;5;5;3;3
Mg-Campina Verde;370;395;400;391;400
Mg-Campo Azul;3;3;3;3;5
Mg-Campo Belo;54;60;55;63;62
Mg-Campo do Meio;1;2;3;3;1
Mg-Campo Florido;57;60;60;72;67
Mg-Campos Altos;27;29;31;29;28
Mg-Campos Gerais;8;6;7;3;6
Mg-Canaa;1;1;1;1;1
Mg-Canapolis;68;64;65;71;73
Mg-Cana Verde;15;12;11;5;5
Mg-Candeias;44;40;13;37;43
Mg-Cantagalo;10;13;13;12;14
Mg-Caparao;0;1;1;1;1
Mg-Capela Nova;4;5;4;3;4
Mg-Capelinha;5;1;2;2;1
Mg-Capetinga;20;21;21;18;15
Mg-Capim Branco;25;26;26;28;30
Mg-Capinopolis;49;58;64;63;72
Mg-Capitao Andrade;24;26;30;28;30
Mg-Capitao Eneas;46;52;62;56;66
Mg-Capitolio;18;15;15;15;22
Mg-Caputira;0;0;0;0;0
Mg-Carai;25;27;28;24;31
Mg-Caranaiba;15;12;17;18;18
Mg-Carandai;33;36;38;36;39
Mg-Carangola;60;57;57;63;57
Mg-Caratinga;40;42;40;42;40
Mg-Carbonita;3;3;3;2;3
Mg-Careacu;30;28;19;20;28
Mg-Carlos Chagas;336;340;376;372;386
Mg-Carmesia;6;3;5;4;5
Mg-Carmo da Cachoeira;6;9;7;5;5
Mg-Carmo da Mata;39;45;47;46;53
Mg-Carmo de Minas;39;46;45;42;41
Mg-Carmo do Cajuru;46;41;49;54;44
Mg-Carmo do Paranaiba;174;147;155;170;173
Mg-Carmo do Rio Claro;68;69;63;69;70
Mg-Carmopolis de Minas;39;53;54;55;48
Mg-Carneirinho;164;170;174;169;177
Mg-Carrancas;28;25;28;31;35
Mg-Carvalhopolis;4;4;3;4;4
Mg-Carvalhos;17;22;21;21;19
Mg-Casa Grande;14;16;18;16;17
Mg-Cascalho Rico;37;38;39;40;34
Mg-Cassia;84;82;95;107;113
Mg-Conceicao da Barra de Minas;9;11;15;13;12
Mg-Cataguases;65;71;71;70;73
Mg-Catas Altas;5;5;4;5;4
Mg-Catas Altas da Noruega;6;6;5;8;8
Mg-Catuji;19;15;16;18;18
Mg-Catuti;2;2;2;0;1
Mg-Caxambu;34;33;32;33;35
Mg-Cedro do Abaete;7;6;8;6;5
Mg-Central de Minas;14;11;10;13;13
Mg-Centralina;21;20;25;26;30
Mg-Chacara;21;27;30;36;28
Mg-Chale;2;2;2;2;2
Mg-Chapada do Norte;0;0;0;1;1
Mg-Chapada Gaucha;4;5;4;8;7
Mg-Chiador;27;28;25;28;27
Mg-Cipotanea;3;3;2;4;5
Mg-Claraval;12;13;15;13;14
Mg-Claro dos Pocoes;19;19;19;23;21
Mg-Claudio;111;110;105;118;122
Mg-Coimbra;4;4;4;5;8
Mg-Coluna;21;20;21;21;23
Mg-Comendador Gomes;71;87;84;86;83
Mg-Comercinho;0;0;0;1;2
Mg-Conceicao da Aparecida;10;12;12;10;10
Mg-Conceicao das Pedras;2;2;3;4;3
Mg-Conceicao das Alagoas;50;53;37;30;42
Mg-Conceicao de Ipanema;5;4;2;3;4
Mg-Conceicao do Mato Dentro;45;35;41;39;36
Mg-Conceicao do Para;37;38;42;44;51
Mg-Conceicao do Rio Verde;62;71;76;82;81
Mg-Conceicao dos Ouros;6;12;12;8;8
Mg-Conego Marinho;4;4;2;4;3
Mg-Confins;2;3;2;2;2
Mg-Congonhal;4;3;3;3;4
Mg-Congonhas;7;9;9;10;9
Mg-Congonhas do Norte;7;6;6;3;4
Mg-Conquista;43;51;59;60;57
Mg-Conselheiro Lafaiete;57;60;65;67;68
Mg-Conselheiro Pena;64;123;121;135;147
Mg-Consolacao;8;11;8;8;8
Mg-Contagem;12;13;12;14;12
Mg-Coqueiral;4;6;5;3;4
Mg-Coracao de Jesus;34;35;38;37;42
Mg-Cordisburgo;64;60;60;50;66
Mg-Cordislandia;12;13;11;10;13
Mg-Corinto;111;111;122;104;111
Mg-Coroaci;27;30;35;32;38
Mg-Coromandel;211;174;215;213;227
Mg-Coronel Fabriciano;6;7;11;12;13
Mg-Coronel Murta;10;13;13;16;15
Mg-Coronel Pacheco;22;15;21;19;13
Mg-Coronel Xavier Chaves;27;27;28;33;31
Mg-Corrego Danta;28;25;28;29;36
Mg-Corrego do Bom Jesus;4;5;3;3;2
Mg-Corrego Fundo;3;4;5;8;5
Mg-Corrego Novo;12;10;9;13;12
Mg-Couto de Magalhaes de Minas;2;4;4;6;2
Mg-Crisolita;79;76;78;82;79
Mg-Cristais;10;12;9;10;9
Mg-Cristalia;2;2;2;2;2
Mg-Cristiano Otoni;25;26;31;21;24
Mg-Cristina;11;20;22;26;18
Mg-Crucilandia;21;16;22;19;23
Mg-Cruzeiro da Fortaleza;45;48;49;46;50
Mg-Cruzilia;54;53;54;58;77
Mg-Cuparaque;5;13;13;13;16
Mg-Curral de Dentro;6;8;8;8;8
Mg-Curvelo;288;279;299;317;322
Mg-Datas;2;2;3;5;3
Mg-Delfim Moreira;48;49;47;47;41
Mg-Delfinopolis;83;78;75;82;84
Mg-Delta;8;7;8;10;10
Mg-Descoberto;37;37;39;45;47
Mg-Desterro de Entre Rios;13;12;9;10;8
Mg-Desterro do Melo;12;13;14;15;16
Mg-Diamantina;42;42;46;44;47
Mg-Diogo de Vasconcelos;2;2;2;2;3
Mg-Dionisio;18;24;24;25;29
Mg-Divinesia;9;7;9;7;6
Mg-Divino;3;4;4;6;8
Mg-Divino das Laranjeiras;28;22;23;21;23
Mg-Divinolandia de Minas;10;12;10;11;11
Mg-Divinopolis;134;139;151;157;170
Mg-Divisa Alegre;2;2;2;2;1
Mg-Divisa Nova;13;13;15;17;20
Mg-Divisopolis;13;11;9;8;8
Mg-Dom Bosco;32;28;28;32;36
Mg-Dom Cavati;4;4;7;4;2
Mg-Dom Joaquim;9;8;9;11;12
Mg-Dom Silverio;19;10;21;20;20
Mg-Dom Vicoso;5;6;7;7;6
Mg-Dona Eusebia;1;2;2;5;4
Mg-Dores de Campos;1;1;1;2;1
Mg-Dores de Guanhaes;21;20;20;21;19
Mg-Dores do Indaia;160;165;182;183;212
Mg-Dores do Turvo;4;6;6;7;4
Mg-Doresopolis;12;14;17;22;19
Mg-Douradoquara;17;16;15;16;18
Mg-Durande;1;1;1;1;1
Mg-Eloi Mendes;23;25;25;23;28
Mg-Engenheiro Caldas;66;69;70;72;79
Mg-Engenheiro Navarro;20;22;24;26;22
Mg-Entre Folhas;5;5;5;4;5
Mg-Entre Rios de Minas;24;41;43;44;41
Mg-Ervalia;3;3;3;2;2
Mg-Esmeraldas;118;132;140;142;143
Mg-Espera Feliz;6;8;8;9;11
Mg-Espinosa;12;11;12;12;9
Mg-Espirito Santo do Dourado;6;5;4;4;5
Mg-Estiva;8;8;10;9;7
Mg-Estrela Dalva;23;23;14;23;27
Mg-Estrela do Indaia;59;62;62;73;71
Mg-Estrela do Sul;55;52;56;47;48
Mg-Eugenopolis;38;40;43;39;43
Mg-Ewbank da Camara;11;6;12;11;9
Mg-Extrema;14;17;15;17;14
Mg-Fama;8;7;6;7;3
Mg-Faria Lemos;18;22;24;24;20
Mg-Felicio dos Santos;3;4;6;6;6
Mg-Sao Goncalo do Rio Preto;5;4;6;6;5
Mg-Felisburgo;29;31;35;32;34
Mg-Felixlandia;50;62;73;68;67
Mg-Fernandes Tourinho;37;36;35;42;39
Mg-Ferros;92;97;97;100;100
Mg-Fervedouro;11;12;12;9;9
Mg-Florestal;48;53;60;57;64
Mg-Formiga;98;97;95;103;108
Mg-Formoso;25;25;24;26;26
Mg-Fortaleza de Minas;20;18;20;19;17
Mg-Fortuna de Minas;33;36;36;41;41
Mg-Francisco Badaro;2;2;2;2;3
Mg-Francisco Dumont;13;16;16;17;16
Mg-Francisco Sa;159;159;167;166;180
Mg-Franciscopolis;19;19;20;20;21
Mg-Frei Gaspar;60;67;67;61;61
Mg-Frei Inocencio;71;66;75;74;74
Mg-Frei Lagonegro;2;3;3;3;3
Mg-Fronteira;12;16;15;14;12
Mg-Fronteira dos Vales;12;16;16;19;21
Mg-Fruta de Leite;1;2;2;3;4
Mg-Frutal;154;208;208;261;280
Mg-Funilandia;38;38;41;42;42
Mg-Galileia;96;85;91;92;107
Mg-Gameleiras;5;6;5;2;3
Mg-Glaucilandia;11;9;10;7;6
Mg-Goiabeira;5;12;7;8;8
Mg-Goiana;19;11;13;13;15
Mg-Goncalves;11;26;24;26;22
Mg-Gonzaga;6;7;8;7;8
Mg-Gouveia;32;30;35;32;27
Mg-Governador Valadares;357;369;398;401;429
Mg-Grao Mogol;10;10;12;11;13
