Município;2021;2020;2019;2018;2017
Pb-Aroeiras;0;0;0;0;0
Pb-Assuncao;0;0;0;0;0
Pb-Baia da Traicao;0;0;0;0;0
Pb-Bananeiras;1;3;3;3;2
Pb-Barauna;0;0;0;0;0
Pb-Barra de Santana;1;1;0;0;0
Pb-Barra de Santa Rosa;0;0;0;0;0
Pb-Barra de Sao Miguel;0;0;0;0;0
Pb-Bayeux;1;0;0;0;0
Pb-Belem;1;2;2;2;2
Pb-Belem do Brejo do Cruz;0;0;0;0;2
Pb-Bernardino Batista;0;0;0;0;0
Pb-Boa Ventura;0;2;2;0;0
Pb-Boa Vista;0;1;1;2;2
Pb-Bom Jesus;0;0;0;0;0
Pb-Bom Sucesso;1;1;0;0;0
Pb-Bonito de Santa Fe;0;1;1;0;0
Pb-Boqueirao;0;0;0;1;1
Pb-Igaracy;0;0;0;0;0
Pb-Borborema;0;0;0;0;0
Pb-Brejo do Cruz;1;1;1;1;1
Pb-Brejo dos Santos;0;0;0;0;0
Pb-Caapora;0;0;0;0;0
Pb-Cabaceiras;0;0;0;0;0
Pb-Cabedelo;0;0;0;0;0
Pb-Cachoeira dos Indios;1;0;0;0;0
Pb-Cacimba de Areia;0;0;0;0;0
Pb-Cacimba de Dentro;0;0;0;1;0
Pb-Cacimbas;0;0;0;0;0
Pb-Caicara;1;2;1;1;2
Pb-Cajazeiras;4;4;4;6;4
Pb-Cajazeirinhas;0;0;0;0;0
Pb-Caldas Brandao;2;6;6;5;5
Pb-Camalau;0;0;0;0;0
Pb-Campina Grande;7;10;8;11;14
Pb-Capim;0;1;1;1;1
Pb-Caraubas;0;0;0;0;0
Pb-Carrapateira;0;0;0;0;0
Pb-Casserengue;0;0;0;0;0
Pb-Catingueira;1;1;1;0;0
Pb-Catole do Rocha;2;0;0;0;0
Pb-Caturite;2;3;3;4;4
Pb-Conceicao;0;0;0;0;0
Pb-Condado;1;1;1;0;1
Pb-Conde;4;4;6;7;5
Pb-Congo;0;0;0;0;0
Pb-Coremas;0;0;0;0;0
Pb-Coxixola;2;2;1;2;2
Pb-Cruz do Espirito Santo;0;0;0;0;0
Pb-Cubati;0;0;0;0;0
Pb-Cuite;0;0;0;0;0
Pb-Cuitegi;3;3;3;3;3
Pb-Cuite de Mamanguape;3;3;4;3;4
Pb-Curral de Cima;2;2;3;3;3
Pb-Curral Velho;0;0;0;0;0
Pb-Damiao;0;0;0;0;0
Pb-Desterro;0;0;0;0;0
Pb-Vista Serrana;0;0;0;0;0
Pb-Diamante;1;1;1;0;0
Pb-Dona Ines;0;0;0;0;0
Pb-Duas Estradas;0;0;0;0;0
Pb-Emas;1;0;0;0;0
Pb-Esperanca;1;1;2;2;2
Pb-Fagundes;2;2;4;4;4
Pb-Frei Martinho;0;0;0;0;0
Pb-Gado Bravo;0;0;0;0;0
Pb-Guarabira;4;7;5;8;6
Pb-Gurinhem;16;16;12;14;12
Pb-Gurjao;0;0;0;0;0
Pb-Ibiara;0;0;0;0;0
Pb-Imaculada;1;1;1;1;1
Pb-Inga;13;12;13;12;12
Pb-Itabaiana;15;14;14;20;19
Pb-Itaporanga;2;2;1;1;1
Pb-Itapororoca;1;1;2;3;2
Pb-Itatuba;9;7;7;9;8
Pb-Jacarau;2;3;3;3;3
Pb-Jerico;0;0;0;0;0
Pb-Joao Pessoa;16;16;13;14;22
Pb-Juarez Tavora;2;2;2;1;0
Pb-Juazeirinho;1;1;1;1;0
Pb-Junco do Serido;0;0;0;0;0
Pb-Juripiranga;6;6;4;5;6
Pb-Juru;0;0;0;0;0
Pb-Lagoa;0;0;0;0;0
Pb-Lagoa de Dentro;0;2;2;2;2
Pb-Lagoa Seca;3;3;4;4;6
Pb-Lastro;0;0;0;0;0
Pb-Livramento;0;0;0;0;0
Pb-Logradouro;1;2;2;2;1
Pb-Lucena;1;1;1;1;1
Pb-Mae D Agua;0;0;0;0;0
Pb-Malta;1;2;1;2;1
Pb-Mamanguape;4;3;4;4;4
Pb-Manaira;0;0;0;0;0
Pb-Marcacao;0;0;0;0;0
Pb-Mari;3;6;5;9;7
Pb-Marizopolis;0;0;0;0;0
Pb-Massaranduba;3;4;4;3;4
Pb-Mataraca;0;0;0;0;0
Pb-Matinhas;0;0;0;0;0
Pb-Mato Grosso;0;0;0;0;0
Pb-Matureia;0;0;0;0;0
Pb-Mogeiro;7;7;7;7;7
Pb-Montadas;0;0;0;0;0
Pb-Monte Horebe;0;0;1;1;1
Pb-Monteiro;1;0;0;0;2
Pb-Mulungu;6;5;5;5;7
Pb-Natuba;0;0;0;0;1
Pb-Nazarezinho;0;0;0;0;0
Pb-Nova Floresta;1;1;1;0;0
Pb-Nova Olinda;0;0;0;0;0
Pb-Nova Palmeira;1;0;1;1;1
Pb-Olho D Agua;0;0;0;0;0
Pb-Olivedos;0;0;0;0;0
Pb-Ouro Velho;0;0;0;0;1
Pb-Parari;0;0;0;0;0
Pb-Passagem;0;0;0;0;0
Pb-Patos;1;3;3;3;4
Pb-Paulista;3;2;2;1;1
Pb-Pedra Branca;0;0;0;0;0
Pb-Pedra Lavrada;0;0;0;0;0
Pb-Pedras de Fogo;0;0;0;0;1
Pb-Pianco;0;0;0;0;0
Pb-Picui;0;0;1;1;1
Pb-Pilar;8;8;9;10;8
Pb-Piloes;0;0;0;0;0
Pb-Piloezinhos;0;0;0;0;0
Pb-Pirpirituba;2;1;2;1;1
Pb-Pitimbu;1;1;1;1;1
Pb-Pocinhos;2;0;0;2;2
Pb-Poco Dantas;0;0;0;0;0
Pb-Poco de Jose de Moura;0;0;0;0;0
Pb-Pombal;0;1;1;0;0
Pb-Prata;2;2;2;2;1
Pb-Princesa Isabel;0;0;0;0;0
Pb-Puxinana;2;2;2;2;1
Pb-Queimadas;8;7;6;7;7
Pb-Quixaba;0;0;0;0;0
Pb-Remigio;1;1;1;1;2
Pb-Pedro Regis;0;0;0;0;0
Pb-Riachao;0;0;0;0;1
Pb-Riachao do Bacamarte;2;2;2;2;2
Pb-Riachao do Poco;0;0;0;0;0
Pb-Riacho de Santo Antonio;0;0;0;0;0
Pb-Riacho dos Cavalos;1;0;0;0;0
Pb-Rio Tinto;1;1;1;1;1
Pb-Salgadinho;0;0;0;0;0
Pb-Salgado de Sao Felix;2;2;2;2;1
Pb-Santa Cecilia;0;0;0;0;0
Pb-Santa Cruz;0;0;0;0;0
Pb-Santa Helena;2;1;1;0;0
Pb-Santa Ines;0;0;0;0;0
Pb-Santa Luzia;3;4;3;3;4
Pb-Santana de Mangueira;0;0;0;0;0
Pb-Santana dos Garrotes;0;0;0;0;0
Pb-Joca Claudino;0;0;1;1;1
Pb-Santa Rita;7;6;6;10;10
Pb-Santa Teresinha;0;0;0;0;0
Pb-Santo Andre;0;0;0;0;0
Pb-Sao Bento;0;0;0;0;0
Pb-Sao Bentinho;0;0;0;0;0
Pb-Sao Domingos do Cariri;0;0;0;0;0
Pb-Sao Domingos;1;1;1;1;1
Pb-Sao Francisco;0;0;0;0;0
Pb-Sao Joao do Cariri;1;1;1;1;1
Pb-Sao Joao do Tigre;0;0;0;0;0
Pb-Sao Jose da Lagoa Tapada;0;0;0;0;0
Pb-Sao Jose de Caiana;0;0;0;0;0
Pb-Sao Jose de Espinharas;2;1;1;2;1
Pb-Sao Jose dos Ramos;5;4;4;3;4
Pb-Sao Jose de Piranhas;0;0;0;0;0
Pb-Sao Jose de Princesa;0;0;0;0;0
Pb-Sao Jose do Bonfim;0;0;0;0;0
Pb-Sao Jose do Brejo do Cruz;0;0;0;0;0
Pb-Sao Jose do Sabugi;0;0;0;0;0
Pb-Sao Jose dos Cordeiros;0;0;0;0;0
Pb-Sao Mamede;1;1;1;1;2
Pb-Sao Miguel de Taipu;3;2;6;1;1
Pb-Sao Sebastiao de Lagoa de Roca;0;0;0;0;0
Pb-Sao Sebastiao do Umbuzeiro;0;0;0;0;0
Pb-Sape;11;12;14;12;14
Pb-Sao Vicente do Serido;0;0;0;0;0
Pb-Serra Branca;2;2;3;3;3
Pb-Serra da Raiz;0;0;0;0;1
Pb-Serra Grande;0;0;0;0;0
Pb-Serra Redonda;0;0;0;0;0
Pb-Serraria;1;1;2;1;1
Pb-Sertaozinho;0;0;0;0;0
Pb-Sobrado;1;1;1;1;1
Pb-Solanea;1;1;1;2;2
Pb-Soledade;0;0;0;1;1
Pb-Sossego;0;0;0;0;0
Pb-Sousa;4;5;3;3;4
Pb-Sume;1;2;1;1;1
Pb-Tacima;0;1;1;2;2
Pb-Taperoa;0;0;0;0;0
Pb-Tavares;0;0;0;0;0
Pb-Teixeira;0;0;0;0;0
Pb-Tenorio;0;0;0;0;0
Pb-Triunfo;0;0;0;0;0
Pb-Uirauna;0;0;0;0;0
Pb-Umbuzeiro;0;0;0;0;0
Pb-Varzea;0;1;1;1;1
Pb-Vieiropolis;0;0;0;0;0
Pb-Zabele;0;0;0;0;0
Pb-Ignorado;0;0;0;0;0
Pe-Abreu e Lima;0;0;0;0;0
Pe-Afogados da Ingazeira;0;0;0;0;0
Pe-Afranio;1;1;0;0;0
Pe-Agrestina;6;6;6;6;4
Pe-Agua Preta;6;8;7;9;5
Pe-Aguas Belas;0;0;1;0;1
Pe-Alagoinha;1;1;1;1;2
Pe-Alianca;2;1;1;2;3
Pe-Altinho;7;6;7;8;4
Pe-Amaraji;5;2;2;3;1
Pe-Angelim;3;5;3;4;4
Pe-Aracoiaba;0;0;0;0;1
Pe-Araripina;0;0;0;0;0
Pe-Arcoverde;2;2;4;5;4
Pe-Barra de Guabiraba;6;5;5;4;4
Pe-Barreiros;1;4;4;4;3
Pe-Belem de Maria;0;0;0;0;1
Pe-Belem de Sao Francisco;0;0;0;0;1
Pe-Belo Jardim;3;4;4;5;4
Pe-Betania;0;0;1;1;2
Pe-Bezerros;11;10;11;13;11
Pe-Bodoco;1;1;1;1;1
Pe-Bom Conselho;5;8;10;10;11
Pe-Bom Jardim;6;5;10;11;11
Pe-Bonito;5;5;8;7;8
Pe-Brejao;6;4;6;5;6
Pe-Brejinho;0;0;0;0;0
Pe-Brejo da Madre de Deus;0;1;2;2;2
Pe-Buenos Aires;0;0;2;2;3
Pe-Buique;4;4;5;6;3
Pe-Cabo de Santo Agostinho;0;0;0;0;1
Pe-Cabrobo;0;0;0;0;0
Pe-Cachoeirinha;0;1;1;1;1
Pe-Caetes;3;3;3;3;2
Pe-Calcado;0;0;0;0;0
Pe-Calumbi;0;0;0;0;0
Pe-Camaragibe;3;3;2;2;1
Pe-Camocim de Sao Felix;3;3;1;1;1
Pe-Camutanga;0;0;0;0;0
Pe-Canhotinho;24;22;25;23;19
Pe-Capoeiras;0;0;0;0;0
Pe-Carnaiba;0;0;0;0;0
Pe-Carnaubeira da Penha;0;0;0;0;0
Pe-Carpina;12;13;15;14;17
Pe-Caruaru;9;10;8;15;17
Pe-Casinhas;0;0;0;0;0
Pe-Catende;0;0;0;0;0
Pe-Cedro;1;1;0;1;0
Pe-Cha de Alegria;0;0;0;0;0
Pe-Cha Grande;0;0;0;0;0
Pe-Condado;3;2;2;2;1
Pe-Correntes;1;3;4;2;2
Pe-Cortes;1;1;2;1;1
Pe-Cumaru;1;1;1;1;1
Pe-Cupira;0;0;0;0;1
Pe-Custodia;1;3;4;3;3
Pe-Dormentes;0;0;0;0;0
Pe-Escada;3;3;3;3;3
Pe-Exu;1;1;1;1;0
Pe-Feira Nova;7;8;8;12;13
Pe-Fernando de Noronha;0;0;0;0;0
Pe-Ferreiros;4;4;4;3;4
Pe-Flores;0;0;0;0;0
Pe-Floresta;0;1;1;1;2
Pe-Frei Miguelinho;3;2;1;1;2
Pe-Gameleira;1;1;0;0;0
Pe-Garanhuns;17;25;27;24;25
Pe-Gloria do Goita;2;4;5;4;7
Pe-Goiana;1;1;2;2;2
Pe-Granito;0;0;0;0;0
Pe-Gravata;23;21;21;18;18
Pe-Iati;1;0;0;1;0
Pe-Ibimirim;2;2;2;1;1
Pe-Ibirajuba;0;0;0;0;0
Pe-Igarassu;1;1;0;2;1
Pe-Iguaracy;0;0;1;1;1
Pe-Inaja;0;0;1;1;1
Pe-Ingazeira;0;0;0;0;0
Pe-Ipojuca;0;0;0;0;0
Pe-Ipubi;0;0;0;0;0
Pe-Itacuruba;0;0;0;0;0
Pe-Itaiba;1;1;0;0;0
Pe-Ilha de Itamaraca;0;0;0;0;0
Pe-Itambe;2;4;3;5;3
Pe-Itapetim;1;1;2;2;2
Pe-Itapissuma;1;1;1;2;1
Pe-Itaquitinga;0;0;0;0;0
Pe-Jaboatao dos Guararapes;4;4;4;5;7
Pe-Jaqueira;0;0;0;0;0
Pe-Jatauba;0;0;0;0;0
Pe-Jatoba;0;0;0;0;0
Pe-Joao Alfredo;1;1;1;1;2
Pe-Joaquim Nabuco;2;2;1;1;3
Pe-Jucati;2;2;2;1;1
Pe-Jupi;1;1;2;2;2
Pe-Jurema;1;1;1;1;2
Pe-Lagoa do Carro;11;10;11;11;9
Pe-Lagoa do Itaenga;1;0;1;1;1
Pe-Lagoa do Ouro;0;0;0;0;0
Pe-Lagoa dos Gatos;4;4;5;6;4
Pe-Lagoa Grande;1;1;1;1;1
Pe-Lajedo;4;4;4;5;4
Pe-Limoeiro;36;35;39;45;46
Pe-Macaparana;7;4;5;4;2
Pe-Machados;0;0;0;0;0
Pe-Manari;0;0;0;0;0
Pe-Maraial;4;3;4;4;2
Pe-Mirandiba;0;0;0;0;0
Pe-Moreno;2;2;2;1;2
Pe-Nazare da Mata;10;11;12;12;13
Pe-Olinda;0;1;2;1;1
Pe-Orobo;2;2;2;2;1
Pe-Oroco;0;0;0;0;0
Pe-Ouricuri;1;1;1;2;5
Pe-Palmares;0;4;3;5;4
Pe-Palmeirina;0;0;0;0;1
Pe-Panelas;0;1;1;0;2
Pe-Paranatama;1;1;1;1;1
Pe-Parnamirim;0;0;1;1;1
Pe-Passira;9;7;8;9;11
Pe-Paudalho;14;11;9;8;9
Pe-Paulista;2;2;3;1;0
Pe-Pedra;3;1;1;2;2
Pe-Pesqueira;15;19;19;20;17
Pe-Petrolandia;0;0;0;0;0
Pe-Petrolina;4;5;5;5;4
Pe-Pocao;3;3;3;3;4
Pe-Pombos;11;10;12;12;9
Pe-Primavera;1;1;1;0;0
Pe-Quipapa;4;5;4;5;6
Pe-Quixaba;0;0;0;0;0
Pe-Recife;20;21;22;29;28
Pe-Riacho das Almas;0;1;1;1;2
Pe-Ribeirao;6;4;6;6;4
Pe-Rio Formoso;2;2;3;2;1
Pe-Saire;14;13;11;14;9
Pe-Salgadinho;2;2;2;3;4
Pe-Salgueiro;0;0;1;1;4
Pe-Saloa;1;0;0;0;0
Pe-Sanharo;6;7;7;6;6
Pe-Santa Cruz;0;0;0;1;0
Pe-Santa Cruz da Baixa Verde;0;0;0;0;0
Pe-Santa Cruz do Capibaribe;0;1;2;1;1
Pe-Santa Filomena;1;2;2;1;1
Pe-Santa Maria da Boa Vista;0;0;0;0;0
Pe-Santa Maria do Cambuca;0;0;0;0;0
Pe-Santa Terezinha;0;0;0;0;0
Pe-Sao Benedito do Sul;3;3;3;2;2
Pe-Sao Bento do Una;13;14;8;15;11
Pe-Sao Caitano;1;3;4;4;7
Pe-Sao Joao;2;3;2;5;7
Pe-Sao Joaquim do Monte;7;4;6;6;6
Pe-Sao Jose da Coroa Grande;2;1;1;1;0
Pe-Sao Jose do Belmonte;0;0;0;0;0
Pe-Sao Jose do Egito;1;1;2;1;1
Pe-Sao Lourenco da Mata;3;3;3;3;3
Pe-Sao Vicente Ferrer;0;0;0;0;0
Pe-Serra Talhada;5;5;4;2;2
Pe-Serrita;0;0;0;0;0
Pe-Sertania;2;3;2;3;5
Pe-Sirinhaem;0;0;0;0;0
Pe-Moreilandia;0;0;0;0;0
Pe-Solidao;0;0;0;0;0
Pe-Surubim;7;6;8;11;12
Pe-Tabira;0;0;0;0;1
Pe-Tacaimbo;2;1;1;2;2
Pe-Tacaratu;0;0;0;0;0
Pe-Tamandare;0;3;3;4;2
Pe-Taquaritinga do Norte;2;3;2;5;4
Pe-Terezinha;0;0;0;0;0
Pe-Terra Nova;0;0;0;0;0
Pe-Timbauba;9;12;13;8;9
Pe-Toritama;0;0;0;0;0
Pe-Tracunhaem;4;3;4;4;4
Pe-Trindade;0;0;0;0;0
Pe-Triunfo;0;0;0;0;0
Pe-Tupanatinga;0;0;0;0;0
Pe-Tuparetama;0;0;0;1;1
Pe-Venturosa;1;3;2;1;0
Pe-Verdejante;0;0;0;0;0
Pe-Vertente do Lerio;0;0;0;0;0
Pe-Vertentes;2;2;2;2;2
Pe-Vicencia;9;7;4;7;8
Pe-Vitoria de Santo Antao;13;13;14;12;11
Pe-Xexeu;2;1;2;1;2
Pe-Ignorado;0;0;0;0;0
Al-Agua Branca;1;1;1;0;0
Al-Anadia;5;9;7;9;11
Al-Arapiraca;20;21;19;22;25
Al-Atalaia;14;9;10;9;9
Al-Barra de Santo Antonio;2;2;2;2;2
Al-Barra de Sao Miguel;3;2;0;1;0
Al-Batalha;4;4;2;2;2
Al-Belem;1;1;1;1;2
Al-Belo Monte;0;0;0;1;1
Al-Boca da Mata;3;2;2;3;3
Al-Branquinha;4;4;2;2;2
Al-Cacimbinhas;2;2;2;2;3
Al-Cajueiro;9;8;8;8;6
Al-Campestre;1;1;1;1;0
Al-Campo Alegre;0;1;1;1;2
Al-Campo Grande;0;1;1;1;1
Al-Canapi;0;0;0;0;0
Al-Capela;15;14;15;13;10
Al-Carneiros;1;1;1;1;1
Al-Cha Preta;16;13;12;12;10
Al-Coite do Noia;1;1;1;1;1
Al-Colonia Leopoldina;4;4;3;3;3
Al-Coqueiro Seco;1;1;1;1;1
Al-Coruripe;1;1;2;3;3
Al-Craibas;0;1;0;1;1
Al-Delmiro Gouveia;2;2;2;2;2
Al-Dois Riachos;1;1;2;1;1
Al-Estrela de Alagoas;0;0;0;0;0
Al-Feira Grande;1;2;2;3;3
Al-Feliz Deserto;0;0;0;1;2
Al-Flexeiras;8;11;11;11;9
Al-Girau do Ponciano;4;4;6;6;3
Al-Ibateguara;9;7;8;10;10
Al-Igaci;1;1;1;2;1
Al-Igreja Nova;4;5;7;7;8
Al-Inhapi;0;0;0;0;0
Al-Jacare dos Homens;1;1;1;2;2
Al-Jacuipe;5;5;4;4;4
Al-Japaratinga;0;2;1;1;1
Al-Jaramataia;1;1;1;1;2
Al-Jequia da Praia;0;1;0;0;0
Al-Joaquim Gomes;12;13;13;14;9
Al-Jundia;3;4;3;3;2
Al-Junqueiro;3;3;5;5;4
Al-Lagoa da Canoa;0;0;0;0;0
Al-Limoeiro de Anadia;7;6;5;7;7
Al-Maceio;30;28;28;31;30
Al-Major Isidoro;6;5;4;4;4
Al-Maragogi;7;4;2;4;3
Al-Maravilha;0;0;1;2;2
Al-Marechal Deodoro;3;3;2;3;3
Al-Maribondo;9;7;10;13;12
Al-Mar Vermelho;4;3;2;5;5
Al-Mata Grande;0;0;0;0;0
Al-Matriz de Camaragibe;4;3;3;3;3
Al-Messias;1;0;0;0;0
Al-Minador do Negrao;0;0;0;1;1
Al-Monteiropolis;3;2;2;2;2
Al-Murici;21;19;19;17;16
Al-Novo Lino;5;6;6;4;4
Al-Olho D Agua das Flores;2;2;2;2;2
Al-Olho D Agua do Casado;0;0;0;0;0
Al-Olho D Agua Grande;2;1;0;1;2
Al-Olivenca;0;0;0;0;0
Al-Ouro Branco;0;0;0;0;0
Al-Palestina;0;0;0;0;0
Al-Palmeira dos Indios;6;3;3;4;3
Al-Pao de Acucar;1;1;1;2;1
Al-Pariconha;0;0;0;0;0
Al-Paripueira;1;1;1;1;0
Al-Passo de Camaragibe;11;8;5;10;6
Al-Paulo Jacinto;8;5;5;3;4
Al-Penedo;7;8;6;10;7
Al-Piacabucu;0;2;1;1;0
Al-Pilar;8;8;7;12;8
Al-Pindoba;9;10;10;11;9
Al-Piranhas;0;0;0;0;0
Al-Poco das Trincheiras;1;1;0;1;1
Al-Porto Calvo;7;5;7;7;7
Al-Porto de Pedras;4;4;8;6;7
Al-Porto Real do Colegio;2;4;3;3;3
Al-Quebrangulo;6;5;6;8;8
Al-Rio Largo;3;3;1;2;2
Al-Roteiro;0;0;0;0;0
Al-Santa Luzia do Norte;0;0;0;0;0
Al-Santana do Ipanema;1;1;1;0;0
Al-Santana do Mundau;8;6;9;9;9
Al-Sao Bras;2;1;2;2;2
Al-Sao Jose da Laje;9;7;6;6;5
Al-Sao Jose da Tapera;2;1;0;0;0
Al-Sao Luis do Quitunde;13;9;5;9;10
Al-Sao Miguel dos Campos;4;6;5;4;4
Al-Sao Miguel dos Milagres;3;1;0;1;1
Al-Sao Sebastiao;8;7;9;8;8
Al-Satuba;1;1;1;0;0
Al-Senador Rui Palmeira;1;1;1;1;1
Al-Tanque D Arca;5;4;3;3;3
Al-Taquarana;0;0;0;0;0
Al-Teotonio Vilela;2;1;2;1;1
Al-Traipu;1;3;2;3;2
Al-Uniao dos Palmares;18;17;17;16;19
Al-Vicosa;44;44;47;47;42
Al-Ignorado;0;0;0;0;0
Se-Amparo de Sao Francisco;2;3;3;4;3
Se-Aquidaba;19;19;19;21;22
Se-Aracaju;47;55;46;69;77
Se-Araua;23;23;28;29;28
Se-Areia Branca;6;7;7;7;9
Se-Barra dos Coqueiros;1;1;3;3;1
Se-Boquim;26;28;26;23;24
Se-Brejo Grande;1;0;0;1;1
Se-Campo do Brito;26;30;29;30;36
Se-Canhoba;7;8;8;6;7
Se-Caninde de Sao Francisco;10;9;8;8;8
Se-Capela;23;20;20;30;19
Se-Carira;37;44;44;48;44
Se-Carmopolis;3;3;3;3;3
Se-Cedro de Sao Joao;3;4;6;1;2
Se-Cristinapolis;7;6;5;7;10
Se-Cumbe;15;12;11;11;12
Se-Divina Pastora;13;14;15;14;13
Se-Estancia;52;51;56;61;62
Se-Feira Nova;20;20;17;21;18
Se-Frei Paulo;54;50;54;55;57
Se-Gararu;6;6;7;8;8
Se-General Maynard;3;4;4;4;4
Se-Gracho Cardoso;9;9;8;10;11
Se-Ilha das Flores;0;0;0;0;0
Se-Indiaroba;13;13;14;19;17
Se-Itabaiana;52;51;54;60;67
Se-Itabaianinha;18;20;23;26;26
Se-Itabi;5;7;7;7;5
Se-Itaporanga D Ajuda;35;38;39;44;43
Se-Japaratuba;19;15;13;14;17
Se-Japoata;9;13;12;10;13
Se-Lagarto;62;69;75;78;78
Se-Laranjeiras;11;11;10;14;13
Se-Macambira;11;12;10;10;12
Se-Malhada dos Bois;3;0;0;0;0
Se-Malhador;3;5;4;3;3
Se-Maruim;5;8;9;9;9
Se-Moita Bonita;4;3;4;4;5
Se-Monte Alegre de Sergipe;6;5;5;6;4
Se-Muribeca;7;6;6;5;6
Se-Neopolis;4;6;5;6;7
Se-Nossa Senhora Aparecida;10;12;14;15;16
Se-Nossa Senhora da Gloria;41;33;38;30;31
Se-Nossa Senhora das Dores;44;47;40;44;40
Se-Nossa Senhora de Lourdes;1;1;1;2;2
Se-Nossa Senhora do Socorro;14;14;12;12;14
Se-Pacatuba;7;6;6;8;8
Se-Pedra Mole;3;2;3;3;3
Se-Pedrinhas;2;2;1;3;1
Se-Pinhao;11;14;14;14;12
Se-Pirambu;2;2;1;3;4
Se-Poco Redondo;6;5;5;7;6
Se-Poco Verde;5;6;9;9;11
Se-Porto da Folha;7;10;9;10;7
Se-Propria;7;7;9;8;8
Se-Riachao do Dantas;21;26;25;24;24
Se-Riachuelo;6;7;5;5;6
Se-Ribeiropolis;21;23;23;21;19
Se-Rosario do Catete;8;8;7;9;9
Se-Salgado;12;21;21;24;24
Se-Santa Luzia do Itanhy;16;14;18;17;17
Se-Santana do Sao Francisco;0;0;0;0;0
Se-Santa Rosa de Lima;12;12;9;12;11
Se-Santo Amaro das Brotas;6;6;7;7;11
Se-Sao Cristovao;18;24;25;20;24
Se-Sao Domingos;2;2;4;3;3
Se-Sao Francisco;7;8;9;8;7
Se-Sao Miguel do Aleixo;11;13;12;11;12
Se-Simao Dias;23;30;31;30;35
Se-Siriri;11;13;9;10;12
Se-Telha;2;2;3;5;5
Se-Tobias Barreto;13;14;10;10;14
Se-Tomar do Geru;8;9;9;8;8
Se-Umbauba;6;4;2;3;5
Se-Ignorado;0;0;0;0;0
Ba-Abaira;0;0;1;2;3
Ba-Abare;0;0;0;0;0
Ba-Acajutiba;1;3;3;3;2
Ba-Adustina;1;1;1;1;0
Ba-Agua Fria;5;5;4;6;6
Ba-Erico Cardoso;1;0;0;2;1
Ba-Aiquara;11;11;12;11;9
Ba-Alagoinhas;42;44;49;50;54
Ba-Alcobaca;48;47;51;47;58
Ba-Almadina;10;10;9;8;9
Ba-Amargosa;30;35;34;35;48
Ba-Amelia Rodrigues;7;8;9;11;11
Ba-America Dourada;1;1;1;1;1
Ba-Anage;9;9;9;11;11
Ba-Andarai;6;5;7;7;7
Ba-Andorinha;8;8;9;7;9
Ba-Angical;21;20;18;18;19
Ba-Anguera;7;6;8;10;9
Ba-Antas;3;2;2;2;3
Ba-Antonio Cardoso;26;24;26;23;23
Ba-Antonio Goncalves;2;2;1;2;2
Ba-Apora;5;9;9;9;9
Ba-Apuarema;1;1;2;2;3
Ba-Aracatu;8;10;10;11;12
Ba-Aracas;7;8;10;9;9
Ba-Araci;5;8;8;9;10
Ba-Aramari;6;4;5;7;5
Ba-Arataca;1;1;1;1;1
Ba-Aratuipe;8;7;6;8;11
Ba-Aurelino Leal;17;17;18;14;18
Ba-Baianopolis;8;7;6;7;6
Ba-Baixa Grande;19;18;18;15;14
Ba-Banzae;0;0;0;0;0
Ba-Barra;6;5;5;5;5
Ba-Barra da Estiva;9;6;9;8;9
Ba-Barra do Choca;45;44;46;41;45
Ba-Barra do Mendes;0;0;0;1;1
Ba-Barra do Rocha;3;3;3;4;3
Ba-Barreiras;60;61;67;62;62
Ba-Barro Alto;0;0;0;1;1
Ba-Barrocas;1;1;1;1;0
Ba-Barro Preto;7;4;4;5;3
Ba-Belmonte;36;33;29;32;20
Ba-Belo Campo;2;1;1;2;3
Ba-Biritinga;4;4;3;3;2
Ba-Boa Nova;7;9;9;11;10
Ba-Boa Vista do Tupim;30;28;27;30;32
Ba-Bom Jesus da Lapa;17;17;20;19;16
Ba-Bom Jesus da Serra;0;0;0;0;0
Ba-Boninal;0;0;0;0;0
Ba-Bonito;1;0;0;1;1
Ba-Boquira;0;0;0;1;1
Ba-Botupora;1;1;1;1;1
Ba-Brejoes;5;4;5;6;8
Ba-Brejolandia;6;8;9;7;7
Ba-Brotas de Macaubas;0;0;0;0;0
Ba-Brumado;30;29;34;37;41
Ba-Buerarema;13;15;13;11;11
Ba-Buritirama;0;0;0;0;0
Ba-Caatiba;66;59;63;65;67
Ba-Cabaceiras do Paraguacu;8;7;7;7;7
Ba-Cachoeira;16;18;19;15;14
Ba-Cacule;5;4;5;5;4
Ba-Caem;4;4;4;5;5
Ba-Caetanos;1;1;1;1;1
Ba-Caetite;11;11;10;17;15
Ba-Cafarnaum;0;0;0;0;0
Ba-Cairu;0;0;0;0;0
Ba-Caldeirao Grande;1;1;0;0;0
Ba-Camacan;11;10;10;8;9
Ba-Camacari;12;10;15;15;15
Ba-Camamu;0;0;0;2;1
Ba-Campo Alegre de Lourdes;0;1;0;0;0
Ba-Campo Formoso;4;5;3;4;4
Ba-Canapolis;2;2;1;2;2
Ba-Canarana;2;2;2;1;1
Ba-Canavieiras;36;35;31;33;39
Ba-Candeal;9;9;13;13;13
Ba-Candeias;15;10;13;13;12
Ba-Candiba;6;4;5;5;4
Ba-Candido Sales;5;4;4;6;6
Ba-Cansancao;12;8;8;12;12
Ba-Canudos;2;1;1;1;0
Ba-Capela do Alto Alegre;5;6;6;6;5
Ba-Capim Grosso;2;0;2;2;3
Ba-Caraibas;3;4;4;5;6
