Nível;Cód.;Município;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
MU;2110906;São Francisco do Maranhão (MA);-;-;-;-;-;-;-;-;-;-;600;-;576;-;1620;1840;2160;2385;3569;2100
MU;2111003;São João Batista (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111029;São João do Carú (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111052;São João do Paraíso (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;48;-;-;50;34;12;-
MU;2111078;São João do Soter (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;525;1200;1500;8043;11584;16873;28425
MU;2111102;São João dos Patos (MA);-;-;-;-;-;-;-;-;-;-;-;2510;3035;1867;3704;3960;5103;9450;13319;12889
MU;2111201;São José de Ribamar (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111250;São José dos Basílios (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111300;São Luís (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111409;São Luís Gonzaga do Maranhão (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111508;São Mateus do Maranhão (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111532;São Pedro da Água Branca (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111573;São Pedro dos Crentes (MA);-;-;250;1140;1350;1417;3048;3267;3592;4309;4500;4800;4590;3312;4500;4350;954;4950;5148;6042
MU;2111607;São Raimundo das Mangabeiras (MA);40983;56722;62394;54720;72000;76320;72269;81878;98070;44982;40524;40937;45244;21422;45571;53900;47922;52650;55440;57876
MU;2111631;São Raimundo do Doca Bezerra (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111672;São Roberto (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111706;São Vicente Ferrer (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111722;Satubinha (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111748;Senador Alexandre Costa (MA);-;-;-;-;-;-;-;-;-;106;330;202;202;433;530;1227;1051;1523;1600;30140
MU;2111763;Senador La Rocque (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111789;Serrano do Maranhão (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2111805;Sítio Novo (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;9000;-;450;448;452;520
MU;2111904;Sucupira do Norte (MA);2850;2340;2850;-;-;3333;3333;3600;2535;3025;3595;3674;7528;5209;3855;5112;11708;20502;21071;24054
MU;2111953;Sucupira do Riachão (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1152;2700
MU;2112001;Tasso Fragoso (MA);147207;204601;225061;211680;252000;272160;262089;265878;333135;363056;322313;394556;436070;206472;439223;506671;596438;609930;634495;640548
MU;2112100;Timbiras (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112209;Timon (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112233;Trizidela do Vale (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112274;Tufilândia (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112308;Tuntum (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112407;Turiaçu (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112456;Turilândia (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112506;Tutóia (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112605;Urbano Santos (MA);-;-;-;-;-;1080;428;810;1350;1296;4770;5070;2835;3402;4200;3915;1712;2685;2570;2738
MU;2112704;Vargem Grande (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112803;Viana (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2112852;Vila Nova dos Martírios (MA);-;-;-;-;-;-;-;-;42;-;-;3000;7683;7322;9084;11856;12060;10219;11376;11560
MU;2112902;Vitória do Mearim (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2113009;Vitorino Freire (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2114007;Zé Doca (MA);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200053;Acauã (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200103;Agricolândia (PI);-;-;-;-;-;-;-;-;-;-;-;-;3132;2376;2700;2178;2916;2625;3222;2160
MU;2200202;Água Branca (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200251;Alagoinha do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200277;Alegrete do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200301;Alto Longá (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200400;Altos (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200459;Alvorada do Gurguéia (PI);5821;6129;2431;5913;6267;12012;11168;6528;18642;20964;12099;16201;19802;6233;20284;5509;5497;6699;7380;7072
MU;2200509;Amarante (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200608;Angical do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200707;Anísio de Abreu (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200806;Antônio Almeida (PI);6434;7648;7688;6168;7386;9937;7320;8160;13067;15456;14714;15377;6468;897;18295;18039;20211;15860;21643;30195
MU;2200905;Aroazes (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2200954;Aroeiras do Itaim (PI);...;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201002;Arraial (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201051;Assunção do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201101;Avelino Lopes (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201150;Baixa Grande do Ribeiro (PI);35316;52604;82399;89231;93287;136646;189588;201385;271388;321985;265427;397202;476015;160257;547894;635538;620065;649126;726583;812354
MU;2201176;Barra D'Alcântara (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201200;Barras (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201309;Barreiras do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;48798;58794;33512
MU;2201408;Barro Duro (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201507;Batalha (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201556;Bela Vista do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201572;Belém do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201606;Beneditinos (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201705;Bertolínia (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201739;Betânia do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201770;Boa Hora (PI);-;-;-;-;-;-;-;-;-;-;-;854;855;975;1769;1932;1120;3600;4368;3619
MU;2201804;Bocaina (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201903;Bom Jesus (PI);49770;60295;77446;69016;60512;91725;85830;69390;122581;122358;45098;142095;155916;57803;176019;238461;243756;222817;235194;289716
MU;2201919;Bom Princípio do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201929;Bonfim do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201945;Boqueirão do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201960;Brasileira (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2201988;Brejo do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202000;Buriti dos Lopes (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202026;Buriti dos Montes (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202059;Cabeceiras do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202075;Cajazeiras do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202083;Cajueiro da Praia (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202091;Caldeirão Grande do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202109;Campinas do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202117;Campo Alegre do Fidalgo (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202133;Campo Grande do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202174;Campo Largo do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202208;Campo Maior (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202251;Canavieira (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202307;Canto do Buriti (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202406;Capitão de Campos (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202455;Capitão Gervásio Oliveira (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202505;Caracol (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202539;Caraúbas do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202554;Caridade do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202604;Castelo do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202653;Caxingó (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202703;Cocal (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;156;1118
MU;2202711;Cocal de Telha (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202729;Cocal dos Alves (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202737;Coivaras (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202752;Colônia do Gurguéia (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202778;Colônia do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202802;Conceição do Canindé (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202851;Coronel José Dias (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2202901;Corrente (PI);-;-;-;-;-;225;192;3450;4696;8254;11419;22263;31378;11549;49063;72130;68720;66022;70426;76405
MU;2203008;Cristalândia do Piauí (PI);-;-;-;-;-;240;720;1276;1566;1800;540;1200;1512;840;2976;1197;4320;3528;2835;1748
MU;2203107;Cristino Castro (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203206;Curimatá (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203230;Currais (PI);4581;10954;28809;28017;21399;34268;35757;42328;71317;59025;27247;93761;98288;25486;99224;154871;108597;137118;137916;198038
MU;2203255;Curralinhos (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203271;Curral Novo do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203305;Demerval Lobão (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203354;Dirceu Arcoverde (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203404;Dom Expedito Lopes (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203420;Domingos Mourão (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203453;Dom Inocêncio (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203503;Elesbão Veloso (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203602;Eliseu Martins (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203701;Esperantina (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203750;Fartura do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203800;Flores do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203859;Floresta do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2203909;Floriano (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204006;Francinópolis (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204105;Francisco Ayres (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204154;Francisco Macedo (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204204;Francisco Santos (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204303;Fronteiras (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204352;Geminiano (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204402;Gilbués (PI);9453;14012;18019;16185;16869;37759;26993;32676;46159;66402;40551;99465;121872;47798;96020;104936;133526;108258;117728;132726
MU;2204501;Guadalupe (PI);105;-;116;-;-;-;-;-;-;360;-;1005;1440;-;450;825;1725;-;1650;3983
MU;2204550;Guaribas (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204600;Hugo Napoleão (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204659;Ilha Grande (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204709;Inhuma (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204808;Ipiranga do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2204907;Isaías Coelho (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205003;Itainópolis (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205102;Itaueira (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205151;Jacobina do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205201;Jaicós (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205250;Jardim do Mulato (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205276;Jatobá do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205300;Jerumenha (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205359;João Costa (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205409;Joaquim Pires (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205458;Joca Marques (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205508;José de Freitas (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205516;Juazeiro do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205524;Júlio Borges (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205532;Jurema (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205540;Lagoinha do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205557;Lagoa Alegre (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205565;Lagoa do Barro do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205573;Lagoa de São Francisco (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205581;Lagoa do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205599;Lagoa do Sítio (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205607;Landri Sales (PI);-;-;-;-;-;6073;14452;15500;18000;24000;17580;20308;6750;4500;20880;30144;28800;6000;7416;7210
MU;2205706;Luís Correia (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205805;Luzilândia (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205854;Madeiro (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205904;Manoel Emídio (PI);-;-;2205;-;576;4372;1200;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2205953;Marcolândia (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206001;Marcos Parente (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206050;Massapê do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206100;Matias Olímpio (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206209;Miguel Alves (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206308;Miguel Leão (PI);-;-;-;-;-;-;-;-;-;-;504;1650;-;-;-;-;-;-;-;-
MU;2206357;Milton Brandão (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206407;Monsenhor Gil (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206506;Monsenhor Hipólito (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206605;Monte Alegre do Piauí (PI);5064;11010;14009;14709;16076;26694;17609;27755;39275;50058;25500;35418;56198;12733;63090;79512;56763;77025;91904;77078
MU;2206654;Morro Cabeça no Tempo (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206670;Morro do Chapéu do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206696;Murici dos Portelas (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206704;Nazaré do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206720;Nazária (PI);...;...;...;...;...;...;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206753;Nossa Senhora de Nazaré (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206803;Nossa Senhora dos Remédios (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206902;Novo Oriente do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2206951;Novo Santo Antônio (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207009;Oeiras (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207108;Olho D'Água do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207207;Padre Marcos (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207306;Paes Landim (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207355;Pajeú do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207405;Palmeira do Piauí (PI);4740;7650;10612;8188;10535;22893;24542;24818;38569;39425;14592;26012;25494;5508;24228;12445;39961;33324;27926;27023
MU;2207504;Palmeirais (PI);-;-;-;-;-;-;-;-;-;-;-;660;1251;1297;828;1568;1030;1208;1656;1822
MU;2207553;Paquetá (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207603;Parnaguá (PI);-;-;-;-;-;-;-;-;193;-;-;-;-;-;-;-;-;-;-;1061
MU;2207702;Parnaíba (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207751;Passagem Franca do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207777;Patos do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207793;Pau D'Arco do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207801;Paulistana (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207850;Pavussu (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207900;Pedro II (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207934;Pedro Laurentino (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2207959;Nova Santa Rita (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208007;Picos (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208106;Pimenteiras (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208205;Pio IX (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208304;Piracuruca (PI);-;-;18;396;178;185;-;-;-;-;-;3213;1350;1800;2460;2250;4056;2068;2352;4092
MU;2208403;Piripiri (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208502;Porto (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208551;Porto Alegre do Piauí (PI);-;-;-;-;600;2880;3168;3612;4653;1860;2160;4104;-;-;-;-;-;-;5850;6300
MU;2208601;Prata do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208650;Queimada Nova (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208700;Redenção do Gurguéia (PI);-;-;-;-;-;-;1440;2117;4054;2896;1546;2607;9058;2601;4502;3420;2349;5076;4141;5139
MU;2208809;Regeneração (PI);-;-;-;-;-;-;165;1680;3900;4230;5400;12210;13200;10304;22928;26499;28876;30810;50404;57006
MU;2208858;Riacho Frio (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208874;Ribeira do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2208908;Ribeiro Gonçalves (PI);47558;62063;85860;86431;87841;129922;85038;101619;127361;142401;145940;183160;244241;105588;248106;290719;247515;261371;308916;306453
MU;2209005;Rio Grande do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209104;Santa Cruz do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209153;Santa Cruz dos Milagres (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209203;Santa Filomena (PI);13826;15989;31001;31332;27639;49250;51275;64054;70538;83186;76269;121276;159234;53314;149569;174869;187737;219859;224393;277353
MU;2209302;Santa Luz (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209351;Santana do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209377;Santa Rosa do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209401;Santo Antônio de Lisboa (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209450;Santo Antônio dos Milagres (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209500;Santo Inácio do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209559;São Braz do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209609;São Félix do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209658;São Francisco de Assis do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;2209708;São Francisco do Piauí (PI);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
