Nível;Cód.;Município;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
MU;3537800;Piedade (SP);-;-;-;-;-;-;-;609;-;-;870;696;1044;-;400;400;200;400;360;400
MU;3537909;Pilar do Sul (SP);-;-;-;-;-;-;-;581;581;580;1308;3240;15000;15000;26040;26040;26040;27900;35100;32400
MU;3538006;Pindamonhangaba (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;468;468;1470;1078;2232;2952;3200
MU;3538105;Pindorama (SP);382;448;691;-;-;-;-;-;-;-;-;-;-;81;-;95;540;540;720;1800
MU;3538204;Pinhalzinho (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1440;1440;1440
MU;3538303;Piquerobi (SP);435;342;783;-;-;-;-;-;-;-;-;-;-;-;1012;540;540;756;943;3700
MU;3538501;Piquete (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3538600;Piracaia (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3538709;Piracicaba (SP);331;336;372;605;600;528;528;528;652;653;653;632;960;1200;1200;1200;3000;2880;2880;2880
MU;3538808;Piraju (SP);1470;1785;2550;2370;2079;2211;2224;5775;6038;3900;10950;13920;13920;21000;21000;23400;30000;31900;32190;31884
MU;3538907;Pirajuí (SP);-;2289;2020;2020;2020;3120;3120;3120;-;-;-;-;-;4050;3600;3960;3960;5445;5250;5400
MU;3539004;Pirangi (SP);-;134;134;120;120;87;-;-;-;-;-;-;-;120;252;252;840;750;750;1170
MU;3539103;Pirapora do Bom Jesus (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3539202;Pirapozinho (SP);5459;12480;8748;7200;980;3240;-;-;-;-;980;648;972;972;412;2159;2159;1665;1630;1753
MU;3539301;Pirassununga (SP);12000;12000;12000;13500;8400;6720;3510;3360;3360;3780;5550;4200;6000;10800;16500;15000;17215;16500;21600;21120
MU;3539400;Piratininga (SP);-;-;126;-;-;-;-;-;-;-;-;-;-;-;270;405;405;508;731;691
MU;3539509;Pitangueiras (SP);2287;3240;3120;3120;2045;2496;2700;2700;2400;1350;810;2538;1800;1800;3740;3740;1800;2100;2100;1980
MU;3539608;Planalto (SP);810;1500;900;810;540;500;572;405;405;729;405;315;405;405;405;405;810;2550;3240;3960
MU;3539707;Platina (SP);16200;16800;12600;14520;11340;20768;14880;22560;25896;18924;25500;15300;26180;26180;30000;27984;23460;25840;32572;29070
MU;3539806;Poá (SP);...;...;...;...;...;-;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3539905;Poloni (SP);240;230;200;-;-;100;-;-;-;-;-;-;-;240;196;240;180;540;270;300
MU;3540002;Pompéia (SP);104;600;360;300;300;1815;-;-;-;-;-;-;-;-;150;240;294;900;1260;4200
MU;3540101;Pongaí (SP);-;-;-;810;810;700;-;-;-;-;-;-;-;90;90;86;360;366;312;570
MU;3540200;Pontal (SP);3840;3600;3840;3840;2400;3330;2400;2400;2400;2400;2400;2400;3150;3150;2640;2640;2640;2640;2640;2640
MU;3540259;Pontalinda (SP);-;-;-;-;-;-;360;-;-;-;-;-;-;-;285;162;567;837;216;162
MU;3540309;Pontes Gestal (SP);945;945;3360;5400;2520;4680;175;195;2700;2160;4080;1785;6000;2853;4470;4809;2669;4368;2592;2880
MU;3540408;Populina (SP);-;388;285;380;480;360;640;726;504;480;274;-;-;690;96;132;660;480;496;485
MU;3540507;Porangaba (SP);-;-;-;-;-;-;-;-;-;-;99;99;230;99;-;396;396;396;396;396
MU;3540606;Porto Feliz (SP);-;-;-;-;-;-;-;-;-;-;-;240;500;550;840;1050;840;1000;840;735
MU;3540705;Porto Ferreira (SP);1890;2700;2100;1680;1050;1920;1440;1440;1440;960;1440;2100;3900;1800;1800;3300;3600;3960;7200;8910
MU;3540754;Potim (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;90;99;1800
MU;3540804;Potirendaba (SP);200;80;125;125;100;-;-;250;250;250;-;54;330;571;720;450;440;4500;2400;2880
MU;3540853;Pracinha (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;396;864;185;320;374;338
MU;3540903;Pradópolis (SP);2400;2400;2400;2400;2400;2080;23;-;-;-;-;-;288;-;27;27;6735;6735;6735;6735
MU;3541000;Praia Grande (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3541059;Pratânia (SP);825;743;840;600;540;450;480;-;-;-;-;-;-;-;932;932;1288;1288;-;495
MU;3541109;Presidente Alves (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3541208;Presidente Bernardes (SP);-;3120;1800;2100;3600;1356;1596;1596;1834;1899;1421;1677;6300;6000;6755;8250;8250;6212;7180;6396
MU;3541307;Presidente Epitácio (SP);5292;4116;3588;540;540;432;-;-;-;-;-;-;-;360;360;360;-;-;960;960
MU;3541406;Presidente Prudente (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3541505;Presidente Venceslau (SP);-;2026;1742;-;-;-;-;-;-;-;-;-;-;-;243;-;1680;-;-;-
MU;3541604;Promissão (SP);989;-;624;-;-;-;-;75;163;720;360;90;-;1320;900;1050;5280;5280;5280;6000
MU;3541653;Quadra (SP);70;-;180;240;240;150;50;72;72;-;820;-;10612;260;-;7886;7023;5056;6242;6242
MU;3541703;Quatá (SP);720;945;168;405;240;270;180;-;720;2538;2360;977;4080;4200;4245;4500;4500;4920;4380;4389
MU;3541802;Queiroz (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;300;300;300
MU;3541901;Queluz (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3542008;Quintana (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;1103;-;4200;1200;6000;6000
MU;3542107;Rafard (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3542206;Rancharia (SP);54000;39600;45910;47000;19200;29025;18900;21600;24000;35100;42000;22632;48532;46100;57000;61300;61300;63997;62890;64437
MU;3542305;Redenção da Serra (SP);-;-;-;-;-;-;...;-;-;-;-;...;-;-;-;-;-;-;-;-
MU;3542404;Regente Feijó (SP);-;-;-;-;-;-;294;294;367;337;786;503;1633;1368;1260;756;756;2124;3390;3220
MU;3542503;Reginópolis (SP);-;-;-;-;-;-;-;-;115;115;120;66;300;300;1590;2160;2160;3283;1755;2295
MU;3542602;Registro (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3542701;Restinga (SP);2880;3000;3000;2400;1260;1935;360;600;360;360;450;405;360;450;240;360;405;375;380;720
MU;3542800;Ribeira (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3542909;Ribeirão Bonito (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;288;-;-;-;-;350
MU;3543006;Ribeirão Branco (SP);-;-;-;-;-;-;-;-;-;-;-;800;800;960;960;1920;1920;1920;2160;9720
MU;3543105;Ribeirão Corrente (SP);6480;5328;7020;4860;3240;1885;1235;1753;810;1200;1200;936;660;825;660;540;600;640;840;840
MU;3543204;Ribeirão do Sul (SP);20130;17040;19360;19500;16250;15750;14700;14797;14700;19398;19400;19399;23500;30000;39600;38700;30102;39300;46250;38664
MU;3543238;Ribeirão dos Índios (SP);-;-;720;-;-;-;-;-;131;-;-;72;-;-;-;696;714;2019;2484;3700
MU;3543253;Ribeirão Grande (SP);-;-;-;-;-;-;-;-;-;-;-;-;7200;7200;7200;7200;7200;7200;7200;7200
MU;3543303;Ribeirão Pires (SP);...;...;...;...;...;...;...;...;...;...;...;...;-;-;...;...;...;...;...;...
MU;3543402;Ribeirão Preto (SP);4200;4200;4200;4200;1260;3360;420;420;420;378;-;-;420;420;420;420;1470;1470;1470;1470
MU;3543501;Riversul (SP);1920;2400;5040;4800;1200;2400;300;720;720;1200;5400;4500;10000;10000;9000;10000;10850;16650;14060;18500
MU;3543600;Rifaina (SP);480;630;720;720;300;432;-;-;-;540;-;54;-;-;546;330;240;24;600;696
MU;3543709;Rincão (SP);3600;4320;4320;4320;5000;2400;-;-;-;216;270;270;270;270;300;300;280;320;330;640
MU;3543808;Rinópolis (SP);360;1260;1260;1000;1500;900;1000;1000;1000;1250;720;135;240;240;-;240;240;300;2430;300
MU;3543907;Rio Claro (SP);319;300;750;384;330;332;600;600;600;-;450;84;231;210;336;400;400;400;650;650
MU;3544004;Rio das Pedras (SP);408;480;324;384;420;384;384;401;852;756;756;648;590;664;664;664;1056;1000;2000;1000
MU;3544103;Rio Grande da Serra (SP);...;...;...;...;...;...;...;...;...;...;...;...;-;-;...;...;...;...;...;...
MU;3544202;Riolândia (SP);4500;4875;3150;1852;882;1606;750;1500;2160;2678;4380;4428;11400;12831;9447;9975;7284;7200;7800;12944
MU;3544251;Rosana (SP);5554;4650;5808;6828;6960;4347;2760;3450;3930;4915;7319;5060;14960;6310;5116;5734;8810;14615;9544;12500
MU;3544301;Roseira (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;24;450;450;360;1620
MU;3544400;Rubiácea (SP);750;570;450;456;456;74;112;314;313;520;1485;735;446;1813;1519;1092;765;778;1062;575
MU;3544509;Rubinéia (SP);122;156;-;75;75;-;-;-;-;-;-;216;-;-;-;-;119;119;204;3240
MU;3544608;Sabino (SP);-;1200;1050;1050;1050;910;-;-;-;-;-;100;357;1330;1605;1856;2232;3388;2511;6080
MU;3544707;Sagres (SP);265;584;287;-;-;-;-;-;-;-;-;36;-;75;-;-;-;216;225;480
MU;3544806;Sales (SP);-;-;-;-;-;-;-;-;-;-;90;150;150;360;468;360;300;360;450;300
MU;3544905;Sales Oliveira (SP);5280;5280;5520;13500;5520;10800;1081;1081;2889;4500;4500;3600;3600;4950;6480;7200;6210;6345;7520;9180
MU;3545001;Salesópolis (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3545100;Salmourão (SP);-;360;-;216;144;144;480;-;-;-;140;480;720;945;2160;1620;1080;550;700;1114
MU;3545159;Saltinho (SP);-;-;-;36;36;-;-;-;-;-;-;-;-;49;49;49;49;49;50;110
MU;3545209;Salto (SP);-;-;-;-;-;-;-;-;248;248;248;378;420;440;420;315;420;416;480;440
MU;3545308;Salto de Pirapora (SP);-;-;-;-;-;-;405;720;1280;1280;1430;1430;1560;2520;2520;2520;7500;4500;4000;4500
MU;3545407;Salto Grande (SP);9720;9750;10000;10800;7200;8400;7200;7248;7200;12000;12000;12000;27371;31500;34560;33050;22296;22188;47600;27637
MU;3545506;Sandovalina (SP);36000;52800;30360;14520;12000;8065;2100;2100;2624;2886;2624;1670;2100;2100;2628;3300;3300;3625;2565;2550
MU;3545605;Santa Adélia (SP);357;2100;-;-;-;-;-;-;-;-;-;-;-;-;-;300;450;2880;1800;2730
MU;3545704;Santa Albertina (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;252;-;-;-;-;-
MU;3545803;Santa Bárbara d'Oeste (SP);-;-;-;-;-;-;302;390;-;-;137;1080;819;830;830;900;900;800;800;3200
MU;3546009;Santa Branca (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3546108;Santa Clara d'Oeste (SP);-;-;-;779;-;432;-;-;-;-;150;360;30;67;-;84;204;204;204;846
MU;3546207;Santa Cruz da Conceição (SP);53;58;68;68;24;-;24;60;60;162;240;126;324;999;1200;1440;2100;2340;2046;2535
MU;3546256;Santa Cruz da Esperança (SP);108;108;420;420;420;365;-;-;-;480;-;-;360;360;360;360;360;360;360;360
MU;3546306;Santa Cruz das Palmeiras (SP);1197;1197;3528;3528;3780;2000;100;100;120;-;-;693;464;2160;1613;5354;3773;4950;4500;5580
MU;3546405;Santa Cruz do Rio Pardo (SP);18900;18900;19170;18900;16200;18300;18300;18600;18600;39000;39000;39000;49500;56100;75900;82800;51327;108500;111600;109182
MU;3546504;Santa Ernestina (SP);360;524;503;570;378;495;115;105;54;100;132;105;89;105;342;600;600;525;525;555
MU;3546603;Santa Fé do Sul (SP);-;65;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;158;-
MU;3546702;Santa Gertrudes (SP);351;70;350;90;80;60;-;-;-;-;330;420;308;786;351;481;294;390;260;543
MU;3546801;Santa Isabel (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3546900;Santa Lúcia (SP);480;1440;960;960;750;288;-;810;810;675;810;810;1080;1080;1080;1200;1080;1080;1120;1280
MU;3547007;Santa Maria da Serra (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5250;5250
MU;3547106;Santa Mercedes (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;480;600
MU;3547205;Santana da Ponte Pensa (SP);-;149;-;-;-;957;-;-;-;-;-;-;-;659;195;185;1424;1677;504;1320
MU;3547304;Santana de Parnaíba (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3547403;Santa Rita d'Oeste (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;54;-;-;-;-;3900;3000
MU;3547502;Santa Rita do Passa Quatro (SP);150;630;630;-;-;-;-;240;240;270;600;480;2700;3000;2520;900;540;810;500;990
MU;3547601;Santa Rosa de Viterbo (SP);720;360;150;300;480;360;240;480;480;480;480;480;2100;2100;2100;3000;3900;6240;6240;4290
MU;3547650;Santa Salete (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;90;-
MU;3547700;Santo Anastácio (SP);1050;3885;1134;910;840;950;912;912;1049;684;1140;6000;7517;9300;8460;9328;16704;13173;14541;9200
MU;3547809;Santo André (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3547908;Santo Antônio da Alegria (SP);230;540;540;480;480;100;-;-;-;180;-;-;720;720;840;1260;1680;1800;1800;6000
MU;3548005;Santo Antônio de Posse (SP);125;1997;1095;500;430;187;187;60;60;60;-;-;-;-;-;282;900;330;660;972
MU;3548054;Santo Antônio do Aracanguá (SP);1925;6703;5166;6600;6600;6240;7692;7500;5040;5040;2046;930;3220;5456;10560;4800;14712;12710;22200;26400
MU;3548104;Santo Antônio do Jardim (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3548203;Santo Antônio do Pinhal (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3548302;Santo Expedito (SP);-;-;-;-;-;-;-;-;-;-;168;134;-;-;-;-;-;-;-;-
MU;3548401;Santópolis do Aguapeí (SP);-;600;102;-;-;-;126;103;110;161;296;161;307;704;1770;-;-;-;-;230
MU;3548500;Santos (SP);...;...;...;...;...;...;-;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3548609;São Bento do Sapucaí (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3548708;São Bernardo do Campo (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3548906;São Carlos (SP);2280;2280;2280;960;960;960;960;960;960;1200;1000;1470;1470;5400;5400;5400;5400;6480;6480;6600
MU;3549003;São Francisco (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;123;231;429;390;390;120
MU;3549102;São João da Boa Vista (SP);1197;1120;1120;1050;690;910;616;480;620;620;1200;504;420;420;2000;420;420;315;315;315
MU;3549201;São João das Duas Pontes (SP);-;-;-;-;-;-;-;30;360;360;-;-;-;-;-;-;-;-;-;-
MU;3549250;São João de Iracema (SP);-;-;180;302;302;260;600;900;450;450;-;600;180;600;640;560;630;780;450;780
MU;3549300;São João do Pau d'Alho (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2448
MU;3549409;São Joaquim da Barra (SP);11280;11070;13500;10240;12600;10500;11130;9000;5099;8272;7227;8100;12000;16770;20813;11292;11288;8795;10913;10365
MU;3549508;São José da Bela Vista (SP);8100;10800;9600;3600;135;2160;450;2040;360;1800;6000;4440;5640;6000;5400;6000;5400;5400;5400;12060
MU;3549607;São José do Barreiro (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3549706;São José do Rio Pardo (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;210;210;240;870;3150;870
MU;3549805;São José do Rio Preto (SP);-;65;100;100;100;-;-;110;110;-;-;-;-;-;-;695;1089;900;1140;840
MU;3549904;São José dos Campos (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;...;-;-
MU;3549953;São Lourenço da Serra (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...;...;...
MU;3550001;São Luiz do Paraitinga (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;210;215;216;120;-;-;-
MU;3550100;São Manuel (SP);630;630;416;147;72;120;120;-;-;-;-;-;-;-;-;-;-;-;-;3000
MU;3550209;São Miguel Arcanjo (SP);360;840;480;480;1248;500;1000;2880;2880;2400;17500;14000;25920;26400;33600;43200;43200;43200;45600;40000
MU;3550308;São Paulo (SP);...;...;...;...;...;...;...;...;...;-;-;-;-;-;-;-;-;-;-;-
MU;3550407;São Pedro (SP);-;-;89;-;-;-;-;-;-;-;-;-;-;-;-;-;350;350;350;350
MU;3550506;São Pedro do Turvo (SP);8000;8300;8400;9000;9000;4080;12000;12000;12000;27000;25500;25500;21668;26380;30400;31350;15744;27060;46200;27060
MU;3550605;São Roque (SP);-;-;-;-;-;-;-;-;1800;1800;1800;1800;1800;1800;1800;1800;1800;1800;1620;1800
MU;3550704;São Sebastião (SP);...;-;-;-;-;...;...;-;-;-;-;...;-;-;-;-;-;-;-;-
MU;3550803;São Sebastião da Grama (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;198;240
MU;3550902;São Simão (SP);1440;1920;1920;1920;1920;1920;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3551009;São Vicente (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...;...
MU;3551108;Sarapuí (SP);-;-;-;-;-;-;-;996;708;78;140;660;1620;2800;2800;3570;3480;3480;6000;5940
MU;3551207;Sarutaiá (SP);700;740;1110;1020;840;857;1039;1106;1116;1155;2700;3300;4500;4500;4620;4620;4620;6840;7200;7524
MU;3551306;Sebastianópolis do Sul (SP);-;-;-;-;-;-;-;-;-;-;-;180;180;-;600;600;600;660;900;300
MU;3551405;Serra Azul (SP);1920;1440;1440;1440;1440;1440;1440;-;-;-;-;-;210;210;1680;1680;2400;2400;2400;2160
MU;3551504;Serrana (SP);600;810;360;120;120;347;270;270;270;1080;1080;540;576;576;480;480;480;480;480;480
MU;3551603;Serra Negra (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;300;525;525;525;840;840;840
MU;3551702;Sertãozinho (SP);2640;2640;2880;2880;2880;2500;756;756;756;360;756;3150;3360;1680;1500;1500;1500;1500;1500;1200
MU;3551801;Sete Barras (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3551900;Severínia (SP);450;300;180;-;-;-;-;-;-;-;-;-;-;-;1071;1020;420;720;600;1365
MU;3552007;Silveiras (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3552106;Socorro (SP);-;-;-;-;-;-;-;-;-;-;-;-;600;2400;2520;2520;2520;2520;2520;3600
MU;3552205;Sorocaba (SP);-;-;108;-;-;-;-;-;-;-;-;-;-;-;72;72;1500;1500;2100;1500
MU;3552304;Sud Mennucci (SP);-;-;1100;1100;1100;953;960;1000;-;-;904;250;-;-;147;400;6598;8546;10709;5681
MU;3552403;Sumaré (SP);18;54;72;48;48;40;-;-;48;48;840;-;-;-;-;2100;1800;1800;1400;1400
MU;3552502;Suzano (SP);...;...;...;...;...;-;...;...;...;...;...;...;...;...;...;...;-;-;-;-
MU;3552551;Suzanápolis (SP);-;-;288;-;-;300;300;-;300;-;-;154;403;1161;1634;1400;1320;1988;972;2970
MU;3552601;Tabapuã (SP);251;663;144;-;-;-;-;-;-;-;-;-;-;-;-;-;317;1440;1152;1152
MU;3552700;Tabatinga (SP);84;168;224;280;280;300;1440;150;150;960;900;450;450;500;5000;6600;5400;1653;5266;5940
MU;3552809;Taboão da Serra (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...;...;...
MU;3552908;Taciba (SP);6099;16120;16335;11616;8700;8960;7500;4410;6560;15030;18177;12600;18461;16200;26400;29700;29700;27000;27650;27850
MU;3553005;Taguaí (SP);290;340;570;510;510;495;594;627;630;660;3024;3240;3600;3150;3000;2970;4896;4410;5550;5210
MU;3553104;Taiaçu (SP);48;18;54;54;54;-;-;-;-;-;-;-;-;-;-;-;-;540;477;828
MU;3553203;Taiúva (SP);1800;1155;990;540;120;90;90;-;50;-;-;-;-;403;432;432;144;288;254;288
MU;3553302;Tambaú (SP);-;1440;1200;1200;150;1040;-;-;-;1800;3000;750;1500;1500;3000;2400;3000;2400;2100;2400
MU;3553401;Tanabi (SP);234;234;-;-;-;-;-;-;300;600;2970;980;300;1500;600;750;3105;4140;4500;4950
MU;3553500;Tapiraí (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3553609;Tapiratiba (SP);-;96;-;-;-;-;-;-;-;-;-;-;324;324;324;324;2520;2520;2520;3240
MU;3553658;Taquaral (SP);480;480;480;480;480;420;-;-;-;-;-;144;198;195;436;436;468;180;300;540
MU;3553708;Taquaritinga (SP);1140;1368;1162;1254;630;1111;420;210;180;270;495;252;270;252;1008;4800;4800;4900;5270;5270
MU;3553807;Taquarituba (SP);4500;8400;7200;7200;7200;6630;10800;10800;16200;19200;19200;16800;45360;54600;58290;75240;69948;75480;94600;91350
MU;3553856;Taquarivaí (SP);7200;10800;10800;19800;11600;20000;15840;18500;13200;34365;26100;36003;44346;42861;51080;39420;35688;35723;43426;43426
MU;3553906;Tarabai (SP);1989;4500;400;-;-;-;-;-;-;-;-;360;600;600;562;660;600;293;290;288
MU;3553955;Tarumã (SP);12240;12265;9048;10200;8064;10530;5760;8640;11760;7128;11550;6300;11856;11856;11856;12540;13580;13580;15419;31650
MU;3554003;Tatuí (SP);1050;630;5000;750;1050;650;810;672;672;650;640;-;9600;-;12000;7259;12000;9000;15000;15000
MU;3554102;Taubaté (SP);480;480;-;-;-;-;-;480;480;-;2160;-;2500;2940;2760;2760;1794;7200;2340;2200
MU;3554201;Tejupá (SP);500;550;840;780;660;712;759;660;660;1540;5400;5670;6480;7290;7125;7965;5880;8100;7560;7560
MU;3554300;Teodoro Sampaio (SP);8246;10540;11094;3686;1620;2565;1307;1162;1200;1200;2160;1419;1512;1512;1512;1512;4122;3591;7731;4570
MU;3554409;Terra Roxa (SP);4800;3840;2340;990;960;3360;3360;2880;1536;2400;2400;1920;2160;4620;5760;4800;3840;5400;4500;5850
MU;3554508;Tietê (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;280;240
MU;3554607;Timburi (SP);240;272;375;510;462;475;499;627;688;710;675;1008;1008;1008;1310;1310;2124;2613;2730;2849
MU;3554656;Torre de Pedra (SP);-;-;-;-;-;-;-;-;-;...;...;...;-;-;-;-;-;-;-;-
MU;3554706;Torrinha (SP);-;-;-;-;-;-;-;-;-;-;-;24;168;975;1260;1740;2805;3900;5517;5793
MU;3554755;Trabiju (SP);-;72;72;72;72;-;-;-;-;-;-;-;-;-;-;-;-;95;144;-
MU;3554805;Tremembé (SP);-;-;-;-;-;-;-;-;-;-;120;84;80;294;168;168;225;270;300;336
MU;3554904;Três Fronteiras (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;78;-;240
MU;3554953;Tuiuti (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3555000;Tupã (SP);-;-;180;180;180;-;-;-;-;-;-;-;240;720;1373;720;3949;2295;2376;6000
MU;3555109;Tupi Paulista (SP);-;126;110;-;-;-;-;-;-;-;-;-;-;160;250;-;-;450;900;840
MU;3555208;Turiúba (SP);600;525;1335;1316;175;217;199;232;216;125;120;172;437;240;402;670;662;1323;1644;1980
MU;3555307;Turmalina (SP);218;200;140;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3555356;Ubarana (SP);3025;1840;1237;967;967;375;-;520;520;750;750;480;500;192;400;480;1530;2400;2304;4800
MU;3555406;Ubatuba (SP);...;-;-;-;-;...;...;-;-;-;...;...;...;-;-;-;-;-;-;-
MU;3555505;Ubirajara (SP);-;-;-;-;-;-;-;-;-;-;-;-;1190;1428;1792;1674;2160;1890;1980;1864
MU;3555604;Uchoa (SP);1405;771;435;435;435;182;-;-;-;-;-;-;-;-;-;129;129;174;1050;270
MU;3555703;União Paulista (SP);325;325;360;319;240;276;192;134;75;168;77;108;20;288;520;605;700;945;1184;1026
MU;3555802;Urânia (SP);96;80;70;100;100;-;-;-;-;-;-;190;-;231;-;-;-;-;-;-
MU;3555901;Uru (SP);-;180;360;400;400;347;-;91;91;-;120;-;-;252;116;60;60;-;115;302
MU;3556008;Urupês (SP);-;1029;1400;1120;1120;600;1295;-;-;-;-;-;31;41;41;141;750;750;600;600
MU;3556107;Valentim Gentil (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;216;90;165;41;-;90;2322
MU;3556206;Valinhos (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3556305;Valparaíso (SP);440;4320;1485;315;315;273;-;160;1152;720;-;-;432;-;-;-;-;-;648;1200
MU;3556354;Vargem (SP);-;-;-;-;-;-;-;-;-;-;-;150;390;360;900;1080;1344;1344;1216;1237
MU;3556404;Vargem Grande do Sul (SP);2280;2160;2088;2040;2400;1768;1320;620;620;540;1350;1650;1050;3900;2340;2560;1800;2400;2400;2442
MU;3556453;Vargem Grande Paulista (SP);...;...;...;...;...;...;...;...;...;...;...;...;...;...;-;...;...;...;...;...
MU;3556503;Várzea Paulista (SP);-;-;-;-;-;-;-;-;...;-;...;...;...;...;...;...;...;...;...;...
MU;3556602;Vera Cruz (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3556701;Vinhedo (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
MU;3556800;Viradouro (SP);3000;2400;1980;1584;2160;2640;2640;2040;2160;2100;2100;1680;1890;4620;5760;5760;4800;5400;4770;5850
MU;3556909;Vista Alegre do Alto (SP);450;480;510;315;315;227;-;-;-;-;-;-;-;-;-;-;-;-;525;1050
MU;3556958;Vitória Brasil (SP);170;153;-;88;360;132;-;325;315;306;459;340;375;375;247;195;768;360;360;300
MU;3557006;Votorantim (SP);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1620;1620;1450;1620
MU;3557105;Votuporanga (SP);-;90;90;90;90;80;-;-;-;-;552;255;-;330;1112;115;1046;1008;1080;360
MU;3557154;Zacarias (SP);1920;2400;1720;1920;960;1000;600;1500;1200;450;1200;600;900;1260;1440;1800;1200;1800;2160;2880
MU;3557204;Chavantes (SP);486;600;560;550;550;312;320;350;351;600;600;600;675;3600;3960;7776;7200;7392;7920;7286
MU;3557303;Estiva Gerbi (SP);-;-;365;120;120;100;100;-;-;-;-;-;-;-;-;224;324;720;900;1596
MU;4100103;Abatiá (PR);2016;14300;7875;9450;13260;13650;11149;17820;23048;16472;23250;12330;26981;28414;36783;26981;36784;36435;27727;37064
