Nível;Cód.;Município;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022
MU;2302701;Campos Sales (CE);7502;7547;7559;7821;7905;7941;7996;7893;7982;12768;11476;11376;11537;10380;9380;9600;10500;11025;15000;15200
MU;2302800;Canindé (CE);30539;31302;31615;32563;33214;33646;34150;35174;36210;34399;23668;22484;21809;22940;19888;21000;21880;22306;22075;23820
MU;2302909;Capistrano (CE);4380;4483;4545;4612;4684;4753;4826;4904;4984;4785;4622;4737;4658;4530;2926;2798;2854;2911;2956;2830
MU;2303006;Caridade (CE);6786;6923;7026;7237;7381;7440;7529;7679;7902;6953;6743;6608;6470;5510;4999;5093;5298;5425;5537;5691
MU;2303105;Cariré (CE);17764;17980;18104;18052;18091;18072;18080;18257;13899;14690;13378;13696;13700;13380;14049;15453;17507;14756;14608;14973
MU;2303204;Caririaçu (CE);10008;10298;10622;11039;11392;11757;11898;12267;12647;15514;14292;14435;12724;11987;10000;12600;14000;15400;15595;15634
MU;2303303;Cariús (CE);11806;11971;11900;12150;13400;13440;13574;13125;15494;18217;19084;19551;18621;18508;16000;18000;19500;21573;22154;22988
MU;2303402;Carnaubal (CE);3125;3040;2921;3140;3730;3779;3920;4100;4250;4100;3500;3200;2200;2800;2700;2100;2200;2532;2160;2400
MU;2303501;Cascavel (CE);8133;8328;8644;8921;9188;9464;9719;10015;10325;10655;10347;9346;8304;8145;5997;6095;6312;6398;6568;6804
MU;2303600;Catarina (CE);10209;10362;10053;10002;9090;9120;9122;8789;8999;9470;8626;8968;8717;8815;7541;7465;7690;9464;10784;11857
MU;2303659;Catunda (CE);7350;7497;7609;7761;7916;7995;8055;8256;8502;7311;7041;6900;6470;5800;6307;6512;6695;6895;6757;6183
MU;2303709;Caucaia (CE);18397;18599;19066;19473;20631;21030;20601;21219;21016;21769;22953;23388;22776;21688;20613;20558;21062;20416;19390;17995
MU;2303808;Cedro (CE);18460;18755;18661;18101;17520;17572;18000;26568;29409;29906;27214;30026;29004;28488;25000;26000;28000;27936;28936;31829
MU;2303907;Chaval (CE);2200;2266;2334;2372;2490;2614;2710;2818;2888;2801;2006;1987;1992;1851;1650;1700;1600;1720;1692;1573
MU;2303931;Choró (CE);11800;12700;13100;13360;13750;14200;14650;14900;15350;13880;10700;10900;10500;8925;8013;9230;9520;9571;9025;9528
MU;2303956;Chorozinho (CE);5563;5585;5608;5634;5664;5699;5737;5778;5820;5384;5585;5786;5326;5250;3255;2850;2964;3083;2467;2343
MU;2304004;Coreaú (CE);8838;8850;8865;8865;8872;8891;8500;8650;8797;10678;11501;11431;11300;10270;10508;11028;11965;11100;10700;10440
MU;2304103;Crateús (CE);39368;38777;38080;38689;39656;40450;41259;40433;41645;48564;46621;46380;45916;44998;43873;44532;45066;45520;44837;45061
MU;2304202;Crato (CE);13441;16275;16597;17429;17871;19425;20394;20276;20519;25883;25667;23744;24470;22500;19500;20000;22000;25080;26500;26000
MU;2304236;Croatá (CE);2932;2900;2792;2900;2984;3046;3866;5564;5620;5820;4656;4500;3980;3600;3570;3850;3900;4000;4200;4700
MU;2304251;Cruz (CE);4351;3450;3485;3502;3607;3720;3628;3638;3728;4195;3438;2752;2697;3134;3128;2700;2675;2381;1548;1583
MU;2304269;Deputado Irapuan Pinheiro (CE);8900;9350;9680;9850;10150;10380;10650;10970;11200;12300;13436;13700;12500;11601;11159;12530;12350;12214;13120;13191
MU;2304277;Ereré (CE);7662;7754;7870;7988;9222;9287;9751;9946;10483;12040;11100;11433;13628;11520;10200;11220;11557;11783;12372;12866
MU;2304285;Eusébio (CE);3315;3329;3345;3475;3490;3500;1982;2040;1990;1820;1356;1205;1235;1082;925;1048;1070;1010;959;925
MU;2304301;Farias Brito (CE);9622;9635;9746;10047;10211;10442;10653;10579;10717;16461;16342;16340;16848;13478;12500;13800;15900;17490;16615;17200
MU;2304350;Forquilha (CE);9219;9495;9528;9510;9521;9760;8784;8968;9147;10690;11207;10741;10600;10055;9113;9295;8830;9302;8350;8174
MU;2304400;Fortaleza (CE);3053;3082;3011;2904;2831;2800;2935;2788;2763;2615;2410;2961;2873;2430;2335;902;925;901;828;1042
MU;2304459;Fortim (CE);1417;1447;1502;1544;1590;1640;1681;1726;1776;1820;1765;1346;1286;1238;1193;1104;1123;1153;1196;1236
MU;2304509;Frecheirinha (CE);2165;2516;2412;2715;3794;4021;4150;4320;4500;4600;4350;3946;3483;3470;3500;4000;5000;4560;3595;4000
MU;2304608;General Sampaio (CE);3471;3370;3404;3428;3462;3493;3567;3095;3126;3095;3538;3608;3500;3258;3421;3472;3510;3532;3568;3609
MU;2304657;Graça (CE);3015;3070;3003;3010;3005;2969;3028;2993;3038;2946;2813;2678;2639;2440;2565;2772;3002;2760;2649;2410
MU;2304707;Granja (CE);18468;18837;19402;19450;20422;21239;21661;22094;23139;24732;21318;21158;21310;18350;18300;17000;18020;17660;17200;16790
MU;2304806;Granjeiro (CE);2322;2345;2393;2468;2550;2627;2680;2763;2849;3292;3375;3094;2968;2799;2855;3000;2950;3150;3374;3542
MU;2304905;Groaíras (CE);4079;4157;4282;4278;4271;4356;4487;4156;4260;4199;4652;4421;4197;3910;4104;4257;4712;4475;4996;4311
MU;2304954;Guaiúba (CE);2785;2924;2995;3035;3168;3245;3615;3745;3701;3834;6025;5778;5677;5047;5383;5161;5298;4796;4605;4680
MU;2305001;Guaraciaba do Norte (CE);5940;6900;6665;7230;7714;7488;8542;10572;10800;10650;10000;9100;7380;7000;6850;6538;6600;7050;7667;8817
MU;2305100;Guaramiranga (CE);901;904;908;912;917;923;931;938;944;500;415;427;425;418;149;220;229;238;240;255
MU;2305209;Hidrolândia (CE);8515;8855;9032;9212;9396;9490;9585;9872;10167;8438;13169;13073;13120;12510;13371;13684;14000;16700;17000;17200
MU;2305233;Horizonte (CE);3340;3105;3080;3234;3250;3275;3601;3995;4400;3872;5272;5837;5645;4616;4291;5280;5433;4396;4220;4053
MU;2305266;Ibaretama (CE);11300;12100;12700;12900;13250;13560;13800;14150;14600;14800;13580;14400;14431;13881;12533;13500;14100;13845;13985;15153
MU;2305308;Ibiapina (CE);4818;5203;4984;5720;6915;6560;6720;6800;7100;6950;6500;5800;4275;4250;4163;4100;4200;3800;3818;4000
MU;2305332;Ibicuitinga (CE);8300;8950;9200;9370;9600;9820;9980;10250;10500;11380;10800;11525;11100;10271;8984;9850;9750;9677;9436;8839
MU;2305357;Icapuí (CE);5753;5874;6062;6244;6431;6634;6660;6793;6942;7081;6868;4238;3789;3682;3327;3482;3578;3465;3554;3682
MU;2305407;Icó (CE);41544;44452;47119;49475;51207;52743;54325;52695;52958;43955;40439;40843;39209;38425;38040;39181;39965;41963;44061;46264
MU;2305506;Iguatu (CE);36101;36642;36055;35874;39700;39820;40218;45769;53262;58137;55673;60932;55710;57845;50000;60000;58000;60000;66583;73241
MU;2305605;Independência (CE);35761;34866;34064;34540;35576;36460;37189;36817;37735;40204;36988;36900;38745;38687;37526;38577;39232;39820;41811;45992
MU;2305654;Ipaporanga (CE);7629;7491;7378;7503;7578;7460;7422;7273;7345;7711;7634;7450;7078;6759;6700;6767;6970;7160;6840;6224
MU;2305704;Ipaumirim (CE);8491;8830;9094;9369;9650;9939;10487;11011;11562;12949;13078;12686;12434;11937;11460;11550;11665;12248;12493;12990
MU;2305803;Ipu (CE);11101;11323;10262;11060;10470;10667;13480;14029;14500;13850;12300;10100;10971;11180;11000;12000;12100;11700;10400;12000
MU;2305902;Ipueiras (CE);11635;12100;11313;18950;13530;13635;17755;18363;18500;18569;17200;15000;14000;13500;13400;14000;14200;13950;13990;14500
MU;2306009;Iracema (CE);16092;16333;16496;16578;19411;19508;19625;20606;21018;22020;22500;25644;22400;21952;23266;23964;24443;24932;25680;26964
MU;2306108;Irauçuba (CE);19638;22348;22683;22694;22921;23150;23382;21267;22476;22588;14198;12068;11700;14608;14754;15623;15780;14480;13548;14515
MU;2306207;Itaiçaba (CE);2852;2899;2968;3050;3126;3223;3287;3369;3460;3529;3423;2634;2386;2264;1876;1983;2198;2271;2352;2428
MU;2306256;Itaitinga (CE);4212;4080;4091;3790;3800;3820;3299;3350;3360;3082;2338;2451;2397;2592;2365;2648;2727;2175;2023;1753
MU;2306306;Itapajé (CE);8553;9590;9734;9783;9880;9979;10079;10342;10445;10497;8397;8229;7982;7790;7946;8105;8270;8360;8250;8512
MU;2306405;Itapipoca (CE);19558;16624;16790;16875;17685;18534;18682;18648;18695;20015;20620;21751;18488;18740;18444;16600;16434;16352;15371;14141
MU;2306504;Itapiúna (CE);7556;7563;7572;7582;7593;7606;7621;7639;7661;10455;10428;10740;9990;9570;9086;7800;8034;8195;9589;8036
MU;2306553;Itarema (CE);7980;6435;6500;6532;6846;6950;6638;6622;6640;6906;6560;6144;5960;5938;5926;6260;6197;6011;6312;6488
MU;2306603;Itatira (CE);8103;8427;8637;8853;9030;9184;9350;9537;9818;8727;9208;9023;7850;7780;6012;6204;6348;6404;6453;6976
MU;2306702;Jaguaretama (CE);44791;47165;49287;51258;51771;52548;53336;50669;50922;41756;40921;42558;42133;41290;40877;42931;44219;46430;48752;52650
MU;2306801;Jaguaribara (CE);12877;13135;13398;13733;14007;14287;14572;14617;14690;13955;13818;14370;14257;14114;13832;14108;14390;15110;15866;16659
MU;2306900;Jaguaribe (CE);42811;44523;45858;47233;48414;49624;50616;49603;49851;50848;49831;52323;49707;48712;47251;49141;50615;52133;54218;56929
MU;2307007;Jaguaruana (CE);13157;13460;14012;14418;14850;15335;15718;16142;16610;18864;18298;16897;16587;14873;14026;14107;14402;14586;14997;15566
MU;2307106;Jardim (CE);12943;13202;13684;14358;14991;15652;16186;16688;17205;13290;12691;12709;13233;11910;8000;12000;12100;15100;14900;15040
MU;2307205;Jati (CE);4951;5045;5204;5367;5539;5738;5887;6069;6257;6890;6053;5933;6056;5468;3300;5000;7000;7070;7150;7746
MU;2307254;Jijoca de Jericoacoara (CE);1386;1199;1210;1220;1232;1263;1232;1228;1232;1741;1420;1421;1208;1074;1072;1116;1127;1121;729;693
MU;2307304;Juazeiro do Norte (CE);7700;7777;8144;8545;8921;9224;9445;9738;10040;14693;14284;13133;13052;11230;11130;11000;12000;12120;11265;11920
MU;2307403;Jucás (CE);14860;15098;15100;15251;15950;15997;16156;20951;24566;28824;28675;29456;29174;28024;23000;24150;30600;31000;33976;35675
MU;2307502;Lavras da Mangabeira (CE);25297;26308;27097;27909;28467;29036;29616;28727;28871;29448;27976;27416;26594;25796;24764;24882;25600;25700;25900;26000
MU;2307601;Limoeiro do Norte (CE);16071;16076;16156;19321;19027;19503;20576;22634;23992;28700;32890;29812;28275;27680;24912;26300;27970;29927;34416;34760
MU;2307635;Madalena (CE);18392;14308;14522;14812;15108;15334;15533;15843;16277;14974;15054;15279;15584;14480;16604;17434;16884;16478;15574;14605
MU;2307650;Maracanaú (CE);1432;1455;1405;1450;1488;1520;1592;1512;1501;1553;2596;2517;2633;2257;2189;1987;2041;1623;1470;1337
MU;2307700;Maranguape (CE);18215;17978;18335;18761;20103;21032;17656;18186;18000;16500;18999;20332;20307;18672;18315;18515;18997;17477;16079;15171
MU;2307809;Marco (CE);9296;9620;9523;9475;9238;9148;8775;8730;8752;10890;11216;10277;9723;9786;9711;7283;7920;7480;7260;6888
MU;2307908;Martinópole (CE);2468;2505;2551;2583;2609;2646;2492;2566;2617;2538;2682;2810;3320;2915;3123;2342;2108;2000;2200;2368
MU;2308005;Massapê (CE);9268;9550;9646;9680;9702;9726;7803;7935;8077;9611;10757;11403;10833;9245;9707;10871;8696;8480;8000;7892
MU;2308104;Mauriti (CE);26246;26876;27830;29200;30467;31686;32320;33322;34355;35364;33160;33171;33432;33054;32600;32000;35000;40300;45000;45900
MU;2308203;Meruoca (CE);1435;1452;1470;1482;1480;1484;1492;1640;1247;1376;1227;1171;1181;1204;1300;1345;1278;960;680;598
MU;2308302;Milagres (CE);13707;13967;14393;14814;15141;15459;15629;16113;16613;21644;19098;18566;18912;18320;18170;18000;19000;19200;20700;20750
MU;2308351;Milhã (CE);15400;16600;17300;17500;18000;18540;18750;19400;20020;27800;28150;29260;26800;26818;25445;28540;29520;30668;32542;35648
MU;2308377;Miraíma (CE);13406;9920;10020;10075;9590;9495;9420;9468;9515;8456;7695;7081;6726;7286;7298;7350;7500;7475;7849;8005
MU;2308401;Missão Velha (CE);15404;15620;16018;16873;17210;17382;17556;18141;18745;16292;15296;14969;14831;14375;13000;14000;14500;14800;15900;16000
MU;2308500;Mombaça (CE);39926;40525;38498;38729;37090;35606;35616;33835;31059;30658;29921;30805;31149;30532;31360;32928;31000;32817;32517;33493
MU;2308609;Monsenhor Tabosa (CE);13136;12938;12679;12907;13100;12830;12573;12258;12625;14127;12927;12410;12350;11856;11440;11783;12000;12240;11016;10906
MU;2308708;Morada Nova (CE);46891;47454;47691;48168;53436;53970;55211;60732;61339;64030;65500;70713;71707;66100;64778;73700;81350;86231;90940;98000
MU;2308807;Moraújo (CE);5238;5280;5312;5328;5335;5442;5224;5252;5273;3961;4654;4472;4390;3802;3883;3980;4179;3900;3550;3479
MU;2308906;Morrinhos (CE);5528;6411;6443;6420;6292;6264;6428;6332;6348;8485;8510;8504;8079;7483;7291;6708;7282;6320;5498;5178
MU;2309003;Mucambo (CE);3598;3642;3529;3597;3585;3436;3539;3585;3692;3395;3260;2978;2975;3235;3493;3770;4157;4090;3517;3464
MU;2309102;Mulungu (CE);907;909;911;914;914;917;921;925;930;1905;1759;1802;1794;1750;671;695;716;730;710;680
MU;2309201;Nova Olinda (CE);4679;4798;4831;5016;5092;5157;5342;5293;5391;10849;11187;11550;11327;9800;10000;9500;9000;10530;11000;11100
MU;2309300;Nova Russas (CE);10961;10741;10547;10757;11025;10914;10804;10695;10962;12416;11919;11380;11038;10762;10330;10433;10700;10870;10324;9292
MU;2309409;Novo Oriente (CE);16967;16678;16427;16755;17040;16605;16355;15950;16029;15790;14605;13946;13876;13840;13500;13700;13950;14130;13800;14628
MU;2309458;Ocara (CE);8412;8430;8455;8482;8513;8548;8586;8628;8673;9292;8907;9124;8496;8128;8540;7205;8236;8648;10118;10540
MU;2309508;Orós (CE);16294;17223;17912;18539;19095;19572;19963;19464;19658;18675;17741;18096;17753;17398;17224;18025;18566;18937;19884;18293
MU;2309607;Pacajus (CE);6970;5520;5560;5280;5310;5340;6670;6820;6860;6397;7077;6989;6985;6700;6296;5731;5902;5623;5369;5244
MU;2309706;Pacatuba (CE);2806;3432;3353;3492;3615;3748;2336;2258;2306;2378;2776;3074;3101;3179;3027;3115;3206;2556;2364;2339
MU;2309805;Pacoti (CE);3502;3506;3512;3518;3524;3531;3542;3553;3564;836;762;779;759;737;865;890;921;953;980;931
MU;2309904;Pacujá (CE);1921;1954;1963;1982;1978;1848;1885;1915;1943;1830;1715;1652;1702;1771;1760;1894;2005;1965;1998;1780
MU;2310001;Palhano (CE);2691;2737;2835;2913;2985;3070;3154;3239;3335;3786;3672;3398;3198;2984;3454;3297;3387;3436;3517;3608
MU;2310100;Palmácia (CE);2803;2811;2822;2834;2855;2870;2888;2908;2930;3082;3305;3399;3600;3750;2481;2980;3040;3101;3105;3300
MU;2310209;Paracuru (CE);4555;5271;5350;5404;5458;5513;5568;4618;4664;4687;4653;4563;4600;3846;3884;4012;3900;3650;3725;3888
MU;2310258;Paraipaba (CE);5807;5752;5838;5896;5954;6014;6074;7377;7451;7488;6336;6138;5950;5290;5343;5613;5740;5458;5204;3383
MU;2310308;Parambu (CE);27552;26780;26244;26690;26956;26450;25921;25450;26213;29694;27021;26950;26870;26736;26201;22900;23129;23476;23124;23500
MU;2310407;Paramoti (CE);5658;5884;6001;6181;6304;6367;6437;6617;6815;5860;5576;5464;4644;4840;2996;3145;3048;3134;3211;3429
MU;2310506;Pedra Branca (CE);24800;26400;27390;27800;28600;29450;30040;30850;31700;34820;33020;32200;29000;29240;24433;28500;27650;29038;30102;30957
MU;2310605;Penaforte (CE);3038;3096;3159;3258;3295;3338;3371;3476;3584;5799;4903;4896;4931;4658;3200;4950;5010;6150;6453;6950
MU;2310704;Pentecoste (CE);16545;15681;15838;15917;16076;16156;16318;18117;18298;18389;16769;16931;17200;16312;16638;16423;16510;16598;16960;17121
MU;2310803;Pereiro (CE);6060;6302;6491;6673;6806;6942;7067;7685;8069;8472;8048;8128;8046;7805;7571;7650;7880;8038;7636;7941
MU;2310852;Pindoretama (CE);4200;4280;4290;3980;4015;4025;3470;3513;3520;3240;3186;3278;3198;2678;2788;3111;3204;3138;2997;3350
MU;2310902;Piquet Carneiro (CE);11104;11282;10718;10615;12300;12337;12343;13824;14042;14665;14300;15600;15463;14624;12500;14000;17019;18693;18775;19713
MU;2310951;Pires Ferreira (CE);4642;4510;4216;4360;5168;5177;5734;6027;5950;5850;5100;4850;4560;4800;4900;5200;5350;5400;5500;5000
MU;2311009;Poranga (CE);5863;5757;5664;5777;5805;5690;5604;5491;5655;6874;6255;5942;5660;5377;5135;5161;5200;5252;4880;4392
MU;2311108;Porteiras (CE);9857;9955;10089;10586;10790;10941;11050;11393;11746;12110;14034;14020;13902;9870;10500;11800;13200;13400;16300;16463
MU;2311207;Potengi (CE);4875;4807;4876;4897;4891;4857;4916;4843;4907;10853;9820;9392;9179;8485;7500;8300;9000;10620;12000;12500
MU;2311231;Potiretama (CE);8324;8422;8640;8726;9811;9910;10010;10040;10110;10113;8672;9115;8506;8526;10100;10605;10817;11358;11926;12760
MU;2311264;Quiterianópolis (CE);14067;13827;13578;13781;14194;14380;14595;14450;14880;16400;15750;15300;15223;15132;14754;15050;15300;15600;15290;16000
MU;2311306;Quixadá (CE);44250;47700;50560;51300;52800;54460;56920;58100;60010;54300;43100;46550;42900;43348;35972;39502;40950;41707;42512;46498
MU;2311355;Quixelô (CE);21910;22260;21369;20941;21670;21735;21745;21895;24313;29388;28032;30847;30326;31370;22000;21780;22869;28000;39000;39780
MU;2311405;Quixeramobim (CE);72100;75200;78500;80230;81800;83600;85200;86400;89080;82600;81734;87580;81200;80028;74458;85200;86950;84072;82945;84204
MU;2311504;Quixeré (CE);6066;5152;5725;5811;5927;5986;6046;6070;6082;5700;5231;5174;4458;4452;4036;4200;4190;4316;4402;5900
MU;2311603;Redenção (CE);2164;2171;2178;2184;2193;2201;2212;2225;2241;2951;2925;3013;2873;2748;2850;2105;2147;2190;2125;2231
MU;2311702;Reriutaba (CE);5820;5700;5244;6150;5700;5780;5950;6100;6250;6000;5000;4840;4463;4600;4800;5500;5000;5500;4500;4800
MU;2311801;Russas (CE);17342;17793;18469;18977;19546;20093;20539;21075;21648;25836;25060;24402;23896;23864;22769;23986;23910;23193;23541;23800
MU;2311900;Saboeiro (CE);16328;16115;16000;15917;14920;14934;14941;14194;13702;14740;12704;13362;14062;13862;12000;14400;15120;15476;16102;16907
MU;2311959;Salitre (CE);8397;8541;8559;8597;8532;8481;8519;8397;8476;10576;9633;9101;8969;7800;7270;7220;7500;10575;11000;12500
MU;2312007;Santana do Acaraú (CE);25969;25986;26995;26974;26957;26148;26174;26828;27176;22576;24629;23548;21599;20505;22429;22500;23500;21000;20570;21287
MU;2312106;Santana do Cariri (CE);12912;13475;13817;14991;15547;15785;16043;16015;16299;15796;12984;12030;12200;11400;12100;11300;11500;12080;10350;12000
MU;2312205;Santa Quitéria (CE);36818;37922;38490;39452;40241;41046;41456;42699;43957;36484;41999;41159;41200;40280;36458;36996;38073;39097;39995;40972
MU;2312304;São Benedito (CE);6266;7100;6652;6900;8917;9184;9100;10773;10850;10600;9500;10000;7831;7500;7600;8000;8500;7650;7150;7300
MU;2312403;São Gonçalo do Amarante (CE);9059;8930;9064;9155;9247;9339;9432;7851;7930;7970;6492;6620;6427;6085;6146;5954;6180;6050;5980;6055
MU;2312502;São João do Jaguaribe (CE);6736;6702;6769;7781;9025;9115;9203;9157;8974;8200;7770;7754;7753;7396;7174;7420;7717;7485;7560;7100
MU;2312601;São Luís do Curu (CE);3175;2933;2977;3007;3038;3077;3117;3553;3589;3625;2986;2926;2867;2210;2232;2179;2230;2305;2135;2349
MU;2312700;Senador Pompeu (CE);19200;20500;21320;21900;22400;22780;23250;23830;24500;26850;27850;32350;27200;27130;24765;28502;27950;28677;29425;31078
MU;2312809;Senador Sá (CE);3056;3092;3138;3149;3160;3210;3251;3323;3340;3701;4126;4056;3900;3770;2827;1979;1445;1655;2671;3072
MU;2312908;Sobral (CE);36749;37190;37971;38058;38110;38986;39764;40679;41248;42527;44233;42229;40255;39000;38200;36290;40500;38226;37228;35761
MU;2313005;Solonópole (CE);25450;26470;27500;27900;26200;28900;29500;29850;30700;29800;29780;32400;32300;32287;30692;33580;35400;34161;36852;36534
MU;2313104;Tabuleiro do Norte (CE);13611;13747;14159;14371;20004;20904;21218;20743;20971;19800;19400;19136;19827;17700;18959;19760;21300;21726;22161;22780
MU;2313203;Tamboril (CE);32226;31581;31075;31541;31860;31300;30674;29907;30206;24164;21750;21430;21380;21273;20422;20750;21040;21290;21080;22030
MU;2313252;Tarrafas (CE);4559;4611;4629;4707;4691;4647;4731;4693;4776;8522;7658;7226;7031;6470;6037;6000;5900;7375;7300;7400
MU;2313302;Tauá (CE);55533;54533;53442;54136;54570;53790;53252;52186;53230;54322;49500;47260;47120;47026;45615;46071;46693;47160;46700;49114
MU;2313351;Tejuçuoca (CE);8080;7810;7927;8006;8087;8168;8250;7647;7723;7761;7062;6709;6560;6535;6633;6533;6730;7580;6985;7202
MU;2313401;Tianguá (CE);11444;9866;9481;9875;9900;10296;10550;11024;11200;10800;9250;8800;6876;6750;6600;6450;7500;7395;7025;7500
MU;2313500;Trairi (CE);8352;7934;7975;8015;7995;8019;8139;8058;8079;10480;10270;9868;9375;9328;9356;9760;10053;10042;9841;11021
MU;2313559;Tururu (CE);3755;3811;3868;3907;3946;3985;4025;3722;3759;3797;3300;3130;3060;2630;2683;2750;2780;2815;2532;2398
MU;2313609;Ubajara (CE);5987;6008;5623;5935;6385;6200;7356;8542;8600;7950;7200;6500;5124;4990;5189;4800;5000;5100;4835;5000
MU;2313708;Umari (CE);9555;9937;10235;10542;10752;10967;11164;11275;11444;10528;10107;9905;9450;8978;8798;8974;9153;9519;9709;9954
MU;2313757;Umirim (CE);11612;7323;7433;7507;7582;7658;7735;7250;9184;9276;7567;7300;7335;6850;6884;7572;7332;7550;8366;8784
MU;2313807;Uruburetama (CE);1728;1816;1847;1865;1883;1902;1921;2405;2453;2502;2148;2050;2100;1780;1958;2017;2085;2015;1689;1654
MU;2313906;Uruoca (CE);7038;7122;7215;7250;7281;7312;7380;7513;7663;7356;6604;6407;6015;5390;5567;6402;4800;5280;4318;4102
MU;2313955;Varjota (CE);2446;2600;2436;2495;2811;2850;3694;3915;4100;4080;4150;3900;3800;3850;3900;5000;5600;4900;3544;4075
MU;2314003;Várzea Alegre (CE);16501;16748;16700;16783;17560;17577;17585;22798;25892;30001;27326;27009;26854;25492;20000;25000;27664;27734;28642;30532
MU;2314102;Viçosa do Ceará (CE);14487;12960;12091;12236;11974;12213;12400;13880;14150;14500;13800;12100;10500;10950;10700;11000;11600;10860;9240;9400
MU;2400109;Acari (RN);10210;11206;11502;11573;11322;13868;14159;15247;13647;10159;9346;10286;10492;9801;10329;8910;12550;13177;14450;12500
MU;2400208;Açu (RN);11049;10828;12778;13034;12569;19430;21906;18692;19159;18881;20198;19774;19674;17346;17299;10998;10200;12209;10743;11890
MU;2400307;Afonso Bezerra (RN);5824;5592;5983;5445;4972;4236;4133;4351;5156;4846;4778;5161;5292;5746;5614;5312;5490;7657;7121;7920
MU;2400406;Água Nova (RN);1170;1251;1225;1410;1465;1494;1538;1465;1412;1073;1159;954;1100;990;1000;1100;1150;1250;1320;1360
MU;2400505;Alexandria (RN);10650;11822;12531;12900;13150;13545;14283;11855;10115;7689;8450;12200;7000;7852;8500;9600;9500;9550;10500;12000
MU;2400604;Almino Afonso (RN);3214;2985;3015;3317;3517;4210;4928;5174;4630;3448;3655;4750;4500;3400;3500;3400;3300;3000;3025;3000
MU;2400703;Alto do Rodrigues (RN);3053;3388;3288;3650;3641;2743;3027;2876;2675;2461;3846;3783;3398;2758;2646;2680;2599;2634;2212;2220
MU;2400802;Angicos (RN);7954;7795;7951;7792;9271;10176;10877;11095;11650;10762;10224;10020;9892;9183;9343;8996;7887;9413;9400;9600
MU;2400901;Antônio Martins (RN);4375;4520;4746;4984;5382;5650;5933;5220;5594;4251;4463;4566;4200;3500;4460;4000;4100;4150;4565;4500
MU;2401008;Apodi (RN);13248;14440;15614;18743;19581;20364;23285;21458;21260;14669;20510;19120;15182;14196;15485;17201;17689;19542;19152;19074
MU;2401107;Areia Branca (RN);861;2524;2647;2814;2248;2319;2374;2120;2325;1860;1453;1150;1036;875;945;1020;838;978;798;523
MU;2401206;Arês (RN);1800;1100;1600;1710;1846;1569;1647;1399;1460;1385;1432;1220;1069;1192;1368;1150;1219;1050;1400;1500
MU;2401305;Campo Grande (RN);4310;4741;4836;5010;5310;5410;13446;12988;14143;13719;14993;17842;17306;15618;15864;15918;16780;17200;17520;19200
MU;2401404;Baía Formosa (RN);455;250;262;271;280;238;492;541;632;549;492;450;370;280;265;220;665;655;550;400
MU;2401453;Baraúna (RN);8265;8270;8280;7850;7638;7897;8235;7979;8650;6487;7010;5180;4490;3848;3990;4592;4440;4260;4763;5198
MU;2401503;Barcelona (RN);4002;4362;4798;5182;4561;4110;3825;3213;3450;2208;2197;2340;2224;2080;1830;1600;1650;1775;1300;1585
MU;2401602;Bento Fernandes (RN);6292;7298;5951;7057;6140;5219;7444;6575;4932;5918;5675;5200;5258;4510;4239;4522;4748;5108;5006;4770
MU;2401651;Bodó (RN);1800;1260;1295;2249;1932;1758;2085;2244;2150;1218;1197;1293;1254;1195;1063;2750;2800;2700;2950;2850
MU;2401701;Bom Jesus (RN);8041;8765;9642;10606;9333;8400;6993;6643;6708;4159;4108;4690;4573;4345;3824;4200;4375;4735;4870;6217
MU;2401800;Brejinho (RN);5600;4480;4838;5830;5655;5860;9780;8802;7882;7620;7230;6930;6139;5523;6291;5980;6280;6850;7500;7500
MU;2401859;Caiçara do Norte (RN);1139;1275;1237;1324;1270;1307;1411;1406;1196;1346;1145;1380;644;520;505;582;602;722;866;779
MU;2401909;Caiçara do Rio do Vento (RN);2306;1891;1948;1870;2026;2519;2526;2520;2696;2615;2601;2833;2731;2479;2264;2469;2120;2457;2399;2030
MU;2402006;Caicó (RN);27381;29915;29708;30675;29978;30343;36259;33765;35453;26590;31165;35223;34800;34100;38520;40020;43560;47046;43100;46676
MU;2402105;Campo Redondo (RN);5378;5862;6331;7111;7131;6704;5497;5600;5740;3616;3573;3832;3679;3460;3114;4000;4800;3800;3100;4500
MU;2402204;Canguaretama (RN);5000;5000;5600;5880;6409;6530;6100;5700;5240;4944;3965;3620;3197;2495;3505;3405;3610;3059;3600;3700
MU;2402303;Caraúbas (RN);11204;13134;16209;17200;17220;17701;18023;17338;18935;13255;15010;18547;14410;13120;13902;15200;17240;17840;18115;17900
MU;2402402;Carnaúba dos Dantas (RN);3291;2843;3351;4177;3462;3889;4632;3899;4662;3263;2968;2980;3350;3255;3400;3205;3270;3400;3430;4534
MU;2402501;Carnaubais (RN);5090;4124;4045;4490;4625;5053;5962;6082;6203;5893;6777;6592;5560;4483;4208;4136;6333;5786;4860;4865
MU;2402600;Ceará-Mirim (RN);11970;13147;13804;13966;14245;13750;17620;14620;9107;10919;18069;18785;15028;17459;18734;18296;18608;19000;21500;19350
MU;2402709;Cerro Corá (RN);5410;5232;5075;5882;6439;5667;6740;7346;6427;3785;3722;4095;3972;3775;3322;3300;4079;4100;4000;4790
