Município;2005;2004;2003
Pe-Jatauba;0;0;0
Pe-Jatoba;0;0;0
Pe-Joao Alfredo;2;2;3
Pe-Joaquim Nabuco;0;0;0
Pe-Jucati;1;1;1
Pe-Jupi;0;0;0
Pe-Jurema;0;0;0
Pe-Lagoa do Carro;5;6;6
Pe-Lagoa do Itaenga;0;0;1
Pe-Lagoa do Ouro;1;1;1
Pe-Lagoa dos Gatos;0;0;1
Pe-Lagoa Grande;1;1;0
Pe-Lajedo;0;0;0
Pe-Limoeiro;33;34;28
Pe-Macaparana;2;1;4
Pe-Machados;2;1;2
Pe-Manari;0;0;0
Pe-Maraial;0;0;0
Pe-Mirandiba;0;0;0
Pe-Moreno;1;1;1
Pe-Nazare da Mata;16;16;17
Pe-Olinda;0;0;1
Pe-Orobo;3;2;3
Pe-Oroco;0;0;0
Pe-Ouricuri;1;1;2
Pe-Palmares;5;6;5
Pe-Palmeirina;2;2;2
Pe-Panelas;0;0;0
Pe-Paranatama;1;1;1
Pe-Parnamirim;1;0;1
Pe-Passira;6;8;6
Pe-Paudalho;7;7;9
Pe-Paulista;1;1;1
Pe-Pedra;3;3;3
Pe-Pesqueira;16;15;16
Pe-Petrolandia;1;0;0
Pe-Petrolina;9;10;8
Pe-Pocao;2;1;0
Pe-Pombos;7;7;8
Pe-Primavera;0;0;0
Pe-Quipapa;3;2;2
Pe-Quixaba;0;0;0
Pe-Recife;39;35;38
Pe-Riacho das Almas;2;2;2
Pe-Ribeirao;1;1;2
Pe-Rio Formoso;1;1;0
Pe-Saire;1;1;3
Pe-Salgadinho;2;1;1
Pe-Salgueiro;0;0;0
Pe-Saloa;0;0;0
Pe-Sanharo;1;1;3
Pe-Santa Cruz;0;0;0
Pe-Santa Cruz da Baixa Verde;0;0;0
Pe-Santa Cruz do Capibaribe;2;2;2
Pe-Santa Filomena;1;0;0
Pe-Santa Maria da Boa Vista;0;0;1
Pe-Santa Maria do Cambuca;0;0;0
Pe-Santa Terezinha;0;0;0
Pe-Sao Benedito do Sul;1;1;1
Pe-Sao Bento do Una;13;12;12
Pe-Sao Caitano;2;3;4
Pe-Sao Joao;0;0;0
Pe-Sao Joaquim do Monte;1;0;1
Pe-Sao Jose da Coroa Grande;1;1;0
Pe-Sao Jose do Belmonte;1;1;0
Pe-Sao Jose do Egito;0;0;0
Pe-Sao Lourenco da Mata;0;0;1
Pe-Sao Vicente Ferrer;1;1;1
Pe-Serra Talhada;6;5;6
Pe-Serrita;0;0;0
Pe-Sertania;3;2;2
Pe-Sirinhaem;0;0;0
Pe-Moreilandia;0;0;0
Pe-Solidao;0;0;0
Pe-Surubim;12;11;14
Pe-Tabira;1;1;1
Pe-Tacaimbo;0;0;0
Pe-Tacaratu;0;0;0
Pe-Tamandare;0;1;0
Pe-Taquaritinga do Norte;0;0;1
Pe-Terezinha;0;0;0
Pe-Terra Nova;0;0;0
Pe-Timbauba;10;11;10
Pe-Toritama;0;0;0
Pe-Tracunhaem;5;6;2
Pe-Trindade;0;0;0
Pe-Triunfo;0;0;0
Pe-Tupanatinga;0;0;0
Pe-Tuparetama;0;0;0
Pe-Venturosa;0;0;0
Pe-Verdejante;0;0;0
Pe-Vertente do Lerio;0;0;0
Pe-Vertentes;1;2;1
Pe-Vicencia;4;4;4
Pe-Vitoria de Santo Antao;12;13;13
Pe-Xexeu;0;0;0
Pe-Ignorado;0;0;0
Al-Agua Branca;0;0;0
Al-Anadia;5;8;6
Al-Arapiraca;11;14;10
Al-Atalaia;7;6;4
Al-Barra de Santo Antonio;0;0;0
Al-Barra de Sao Miguel;0;0;0
Al-Batalha;4;2;1
Al-Belem;2;2;2
Al-Belo Monte;0;0;0
Al-Boca da Mata;3;4;3
Al-Branquinha;2;3;2
Al-Cacimbinhas;1;1;1
Al-Cajueiro;3;5;5
Al-Campestre;0;0;0
Al-Campo Alegre;0;0;0
Al-Campo Grande;4;4;4
Al-Canapi;0;0;0
Al-Capela;5;5;3
Al-Carneiros;0;0;0
Al-Cha Preta;9;7;6
Al-Coite do Noia;0;1;0
Al-Colonia Leopoldina;2;2;3
Al-Coqueiro Seco;0;0;0
Al-Coruripe;0;0;0
Al-Craibas;0;0;0
Al-Delmiro Gouveia;1;0;1
Al-Dois Riachos;0;0;0
Al-Estrela de Alagoas;0;0;0
Al-Feira Grande;1;0;1
Al-Feliz Deserto;0;0;0
Al-Flexeiras;5;6;7
Al-Girau do Ponciano;5;3;1
Al-Ibateguara;2;2;2
Al-Igaci;0;0;1
Al-Igreja Nova;5;7;8
Al-Inhapi;0;0;0
Al-Jacare dos Homens;1;0;0
Al-Jacuipe;0;0;0
Al-Japaratinga;0;0;2
Al-Jaramataia;0;1;1
Al-Jequia da Praia;0;0;0
Al-Joaquim Gomes;7;2;2
Al-Jundia;1;1;0
Al-Junqueiro;1;2;2
Al-Lagoa da Canoa;1;1;2
Al-Limoeiro de Anadia;4;3;3
Al-Maceio;21;23;17
Al-Major Isidoro;1;0;1
Al-Maragogi;1;1;1
Al-Maravilha;1;1;1
Al-Marechal Deodoro;0;1;0
Al-Maribondo;0;1;1
Al-Mar Vermelho;3;2;2
Al-Mata Grande;0;0;0
Al-Matriz de Camaragibe;2;1;2
Al-Messias;0;0;0
Al-Minador do Negrao;1;0;1
Al-Monteiropolis;3;2;2
Al-Murici;8;8;6
Al-Novo Lino;1;0;1
Al-Olho D Agua das Flores;0;1;1
Al-Olho D Agua do Casado;0;0;0
Al-Olho D Agua Grande;1;1;1
Al-Olivenca;0;0;0
Al-Ouro Branco;0;0;0
Al-Palestina;0;0;0
Al-Palmeira dos Indios;9;8;8
Al-Pao de Acucar;0;1;0
Al-Pariconha;0;0;0
Al-Paripueira;1;1;2
Al-Passo de Camaragibe;6;4;4
Al-Paulo Jacinto;4;3;3
Al-Penedo;4;6;6
Al-Piacabucu;0;0;0
Al-Pilar;9;9;8
Al-Pindoba;3;3;2
Al-Piranhas;0;0;0
Al-Poco das Trincheiras;1;0;0
Al-Porto Calvo;3;2;3
Al-Porto de Pedras;3;2;2
Al-Porto Real do Colegio;2;2;2
Al-Quebrangulo;1;1;1
Al-Rio Largo;0;0;0
Al-Roteiro;0;0;0
Al-Santa Luzia do Norte;0;0;0
Al-Santana do Ipanema;0;0;0
Al-Santana do Mundau;1;2;1
Al-Sao Bras;2;1;1
Al-Sao Jose da Laje;3;1;2
Al-Sao Jose da Tapera;0;0;0
Al-Sao Luis do Quitunde;4;4;2
Al-Sao Miguel dos Campos;1;2;2
Al-Sao Miguel dos Milagres;2;2;2
Al-Sao Sebastiao;6;3;3
Al-Satuba;0;0;0
Al-Senador Rui Palmeira;0;0;0
Al-Tanque D Arca;0;0;0
Al-Taquarana;2;1;1
Al-Teotonio Vilela;0;1;1
Al-Traipu;7;5;7
Al-Uniao dos Palmares;17;17;16
Al-Vicosa;19;17;18
Al-Ignorado;0;0;0
Se-Amparo de Sao Francisco;2;1;0
Se-Aquidaba;16;17;14
Se-Aracaju;93;84;96
Se-Araua;18;18;18
Se-Areia Branca;5;6;5
Se-Barra dos Coqueiros;2;3;0
Se-Boquim;12;11;12
Se-Brejo Grande;0;0;0
Se-Campo do Brito;38;35;24
Se-Canhoba;7;7;5
Se-Caninde de Sao Francisco;9;8;7
Se-Capela;33;33;27
Se-Carira;38;41;47
Se-Carmopolis;1;0;0
Se-Cedro de Sao Joao;3;3;1
Se-Cristinapolis;6;7;7
Se-Cumbe;9;9;4
Se-Divina Pastora;10;11;8
Se-Estancia;60;55;72
Se-Feira Nova;9;6;5
Se-Frei Paulo;52;52;48
Se-Gararu;4;3;0
Se-General Maynard;0;0;0
Se-Gracho Cardoso;4;5;3
Se-Ilha das Flores;0;0;0
Se-Indiaroba;16;21;13
Se-Itabaiana;53;53;37
Se-Itabaianinha;3;3;4
Se-Itabi;0;1;0
Se-Itaporanga D Ajuda;18;19;16
Se-Japaratuba;18;23;15
Se-Japoata;13;12;8
Se-Lagarto;50;50;41
Se-Laranjeiras;11;9;13
Se-Macambira;7;6;6
Se-Malhada dos Bois;1;2;2
Se-Malhador;2;2;1
Se-Maruim;12;11;10
Se-Moita Bonita;2;1;2
Se-Monte Alegre de Sergipe;1;0;0
Se-Muribeca;4;6;4
Se-Neopolis;3;2;3
Se-Nossa Senhora Aparecida;6;5;7
Se-Nossa Senhora da Gloria;19;21;19
Se-Nossa Senhora das Dores;38;41;18
Se-Nossa Senhora de Lourdes;3;1;1
Se-Nossa Senhora do Socorro;10;8;4
Se-Pacatuba;3;1;1
Se-Pedra Mole;4;4;2
Se-Pedrinhas;1;0;3
Se-Pinhao;7;6;5
Se-Pirambu;1;2;0
Se-Poco Redondo;3;1;1
Se-Poco Verde;2;4;2
Se-Porto da Folha;6;3;3
Se-Propria;12;14;12
Se-Riachao do Dantas;27;31;32
Se-Riachuelo;4;4;1
Se-Ribeiropolis;13;13;10
Se-Rosario do Catete;12;9;10
Se-Salgado;15;17;15
Se-Santa Luzia do Itanhy;18;21;21
Se-Santana do Sao Francisco;0;0;0
Se-Santa Rosa de Lima;2;1;1
Se-Santo Amaro das Brotas;7;9;3
Se-Sao Cristovao;17;16;13
Se-Sao Domingos;0;0;0
Se-Sao Francisco;4;3;2
Se-Sao Miguel do Aleixo;4;4;5
Se-Simao Dias;27;34;15
Se-Siriri;10;10;5
Se-Telha;2;1;1
Se-Tobias Barreto;8;9;10
Se-Tomar do Geru;2;2;1
Se-Umbauba;6;8;7
Se-Ignorado;0;0;0
Ba-Abaira;1;1;1
Ba-Abare;0;0;0
Ba-Acajutiba;2;2;2
Ba-Adustina;0;0;0
Ba-Agua Fria;3;3;3
Ba-Erico Cardoso;1;1;0
Ba-Aiquara;6;5;4
Ba-Alagoinhas;42;41;41
Ba-Alcobaca;51;45;46
Ba-Almadina;7;5;6
Ba-Amargosa;31;26;25
Ba-Amelia Rodrigues;3;3;5
Ba-America Dourada;0;0;0
Ba-Anage;17;14;13
Ba-Andarai;3;2;2
Ba-Andorinha;7;5;4
Ba-Angical;5;7;3
Ba-Anguera;10;9;9
Ba-Antas;1;1;1
Ba-Antonio Cardoso;13;12;10
Ba-Antonio Goncalves;2;3;3
Ba-Apora;4;4;2
Ba-Apuarema;2;1;1
Ba-Aracatu;1;1;1
Ba-Aracas;4;4;4
Ba-Araci;7;6;5
Ba-Aramari;5;4;2
Ba-Arataca;2;7;6
Ba-Aratuipe;13;14;7
Ba-Aurelino Leal;3;2;4
Ba-Baianopolis;3;3;3
Ba-Baixa Grande;7;7;6
Ba-Banzae;0;0;0
Ba-Barra;4;7;8
Ba-Barra da Estiva;3;1;1
Ba-Barra do Choca;17;16;20
Ba-Barra do Mendes;0;0;0
Ba-Barra do Rocha;3;3;3
Ba-Barreiras;30;28;26
Ba-Barro Alto;0;0;0
Ba-Barrocas;0;0;0
Ba-Barro Preto;0;2;2
Ba-Belmonte;17;23;21
Ba-Belo Campo;2;1;0
Ba-Biritinga;5;4;3
Ba-Boa Nova;8;9;8
Ba-Boa Vista do Tupim;29;22;22
Ba-Bom Jesus da Lapa;29;32;28
Ba-Bom Jesus da Serra;0;0;0
Ba-Boninal;0;0;0
Ba-Bonito;2;0;1
Ba-Boquira;0;0;0
Ba-Botupora;1;1;1
Ba-Brejoes;2;2;3
Ba-Brejolandia;7;7;7
Ba-Brotas de Macaubas;0;0;0
Ba-Brumado;20;18;21
Ba-Buerarema;5;4;5
Ba-Buritirama;0;1;0
Ba-Caatiba;36;38;40
Ba-Cabaceiras do Paraguacu;8;8;5
Ba-Cachoeira;21;22;21
Ba-Cacule;4;3;3
Ba-Caem;2;4;3
Ba-Caetanos;1;1;1
Ba-Caetite;8;6;4
Ba-Cafarnaum;1;1;1
Ba-Cairu;1;1;0
Ba-Caldeirao Grande;2;0;1
Ba-Camacan;4;4;8
Ba-Camacari;8;8;4
Ba-Camamu;1;0;0
Ba-Campo Alegre de Lourdes;0;0;0
Ba-Campo Formoso;20;21;19
Ba-Canapolis;1;1;2
Ba-Canarana;0;0;0
Ba-Canavieiras;28;24;23
Ba-Candeal;4;4;2
Ba-Candeias;6;9;7
Ba-Candiba;4;2;2
Ba-Candido Sales;6;4;4
Ba-Cansancao;7;5;5
Ba-Canudos;0;0;0
Ba-Capela do Alto Alegre;3;3;4
Ba-Capim Grosso;2;2;1
Ba-Caraibas;5;5;4
Ba-Caravelas;93;79;80
Ba-Cardeal da Silva;9;10;9
Ba-Carinhanha;7;5;3
Ba-Casa Nova;0;0;1
Ba-Castro Alves;26;28;23
Ba-Catolandia;0;0;1
Ba-Catu;15;13;16
Ba-Caturama;0;0;0
Ba-Central;0;0;0
Ba-Chorrocho;0;0;0
Ba-Cicero Dantas;2;2;2
Ba-Cipo;0;1;1
Ba-Coaraci;7;9;9
Ba-Cocos;4;2;2
Ba-Conceicao da Feira;8;10;6
Ba-Conceicao do Almeida;17;12;12
Ba-Conceicao do Coite;24;20;16
Ba-Conceicao do Jacuipe;15;18;14
Ba-Conde;13;10;11
Ba-Condeuba;0;2;2
Ba-Contendas do Sincora;0;0;1
Ba-Coracao de Maria;20;19;18
Ba-Cordeiros;1;0;0
Ba-Coribe;6;4;2
Ba-Coronel Joao Sa;1;1;0
Ba-Correntina;9;10;10
Ba-Cotegipe;8;7;5
Ba-Cravolandia;5;4;5
Ba-Crisopolis;1;1;3
Ba-Cristopolis;2;0;2
Ba-Cruz das Almas;21;23;9
Ba-Curaca;0;1;1
Ba-Dario Meira;7;5;6
Ba-Dias D Avila;0;0;1
Ba-Dom Basilio;3;3;3
Ba-Dom Macedo Costa;3;3;2
Ba-Elisio Medrado;6;5;4
Ba-Encruzilhada;46;46;50
Ba-Entre Rios;28;28;25
Ba-Esplanada;15;15;16
Ba-Euclides da Cunha;8;6;4
Ba-Eunapolis;102;87;72
Ba-Fatima;0;0;0
Ba-Feira da Mata;1;2;2
Ba-Feira de Santana;135;138;145
Ba-Filadelfia;3;3;3
Ba-Firmino Alves;16;20;15
Ba-Floresta Azul;8;7;8
Ba-Formosa do Rio Preto;5;4;2
Ba-Gandu;1;1;0
Ba-Gaviao;2;1;2
Ba-Gentio do Ouro;0;0;0
Ba-Gloria;0;0;0
Ba-Gongogi;5;5;6
Ba-Governador Mangabeira;6;8;6
Ba-Guajeru;0;0;0
Ba-Guanambi;35;29;28
Ba-Guaratinga;56;44;47
Ba-Heliopolis;1;0;0
Ba-Iacu;25;25;23
Ba-Ibiassuce;0;0;0
Ba-Ibicarai;13;19;14
Ba-Ibicoara;1;1;1
Ba-Ibicui;68;58;55
Ba-Ibipeba;0;0;0
Ba-Ibipitanga;0;0;0
Ba-Ibiquera;1;2;2
Ba-Ibirapitanga;1;2;1
Ba-Ibirapua;80;70;64
Ba-Ibirataia;1;1;1
Ba-Ibitiara;0;0;0
Ba-Ibitita;0;0;0
Ba-Ibotirama;3;4;2
Ba-Ichu;0;2;1
Ba-Igapora;3;3;4
Ba-Igrapiuna;0;0;0
Ba-Iguai;56;53;48
Ba-Ilheus;16;17;17
Ba-Inhambupe;17;19;19
Ba-Ipecaeta;3;2;2
Ba-Ipiau;7;7;6
Ba-Ipira;35;31;24
Ba-Ipupiara;0;0;0
Ba-Irajuba;3;3;4
Ba-Iramaia;9;5;6
Ba-Iraquara;2;2;1
Ba-Irara;5;7;7
Ba-Irece;2;1;1
Ba-Itabela;41;38;31
Ba-Itaberaba;57;51;42
Ba-Itabuna;126;127;109
Ba-Itacare;3;1;3
Ba-Itaete;9;8;9
Ba-Itagi;2;5;6
Ba-Itagiba;25;23;24
Ba-Itagimirim;19;19;17
Ba-Itaguacu da Bahia;0;0;0
Ba-Itaju do Colonia;48;40;38
Ba-Itajuipe;4;4;4
Ba-Itamaraju;115;106;93
Ba-Itamari;2;2;2
Ba-Itambe;121;117;106
Ba-Itanagra;9;5;9
Ba-Itanhem;58;49;42
Ba-Itaparica;1;1;1
Ba-Itape;41;33;34
Ba-Itapebi;28;26;23
Ba-Itapetinga;220;210;214
Ba-Itapicuru;1;1;1
Ba-Itapitanga;15;12;13
Ba-Itaquara;6;5;5
Ba-Itarantim;114;109;95
Ba-Itatim;4;4;4
Ba-Itirucu;2;2;1
Ba-Itiuba;11;10;8
Ba-Itororo;59;62;52
Ba-Ituacu;0;0;0
Ba-Itubera;0;0;0
Ba-Iuiu;16;15;14
Ba-Jaborandi;7;5;2
Ba-Jacaraci;0;0;0
Ba-Jacobina;31;30;33
Ba-Jaguaquara;23;24;16
Ba-Jaguarari;0;0;0
Ba-Jaguaripe;10;8;8
Ba-Jandaira;4;4;5
Ba-Jequie;113;100;96
Ba-Jeremoabo;4;1;0
Ba-Jiquirica;0;0;0
Ba-Jitauna;11;8;8
Ba-Joao Dourado;0;0;0
Ba-Juazeiro;5;3;2
Ba-Jucurucu;15;13;8
Ba-Jussara;1;1;2
Ba-Jussari;4;5;6
Ba-Jussiape;0;0;0
Ba-Lafaiete Coutinho;10;14;12
Ba-Lagoa Real;0;1;1
Ba-Laje;13;15;14
Ba-Lajedao;32;30;26
Ba-Lajedinho;7;4;1
Ba-Lajedo do Tabocal;2;2;1
Ba-Lamarao;0;0;0
Ba-Lapao;0;0;0
Ba-Lauro de Freitas;4;3;1
Ba-Lencois;1;1;0
Ba-Licinio de Almeida;3;1;0
Ba-Livramento de Nossa Senhora;4;4;4
Ba-Luis Eduardo Magalhaes;2;5;5
Ba-Macajuba;7;2;3
Ba-Macarani;89;91;85
Ba-Macaubas;6;4;2
Ba-Macurure;0;0;0
Ba-Madre de Deus;1;1;0
Ba-Maetinga;0;0;0
Ba-Maiquinique;44;43;40
Ba-Mairi;22;19;16
Ba-Malhada;11;8;7
Ba-Malhada de Pedras;1;1;1
Ba-Manoel Vitorino;9;10;10
Ba-Mansidao;2;2;2
Ba-Maracas;20;13;14
Ba-Maragogipe;2;1;1
Ba-Marau;1;1;0
Ba-Marcionilio Souza;12;9;7
Ba-Mascote;14;15;10
Ba-Mata de Sao Joao;17;14;12
Ba-Matina;0;0;0
Ba-Medeiros Neto;97;89;80
Ba-Miguel Calmon;10;8;7
Ba-Milagres;0;0;0
Ba-Mirangaba;2;2;2
Ba-Mirante;2;2;2
Ba-Monte Santo;5;6;6
Ba-Morpara;0;1;0
Ba-Morro do Chapeu;7;6;4
Ba-Mortugaba;0;0;0
Ba-Mucuge;1;1;1
Ba-Mucuri;75;87;82
Ba-Mulungu do Morro;0;0;0
Ba-Mundo Novo;28;19;12
Ba-Muniz Ferreira;10;9;4
Ba-Muquem de Sao Francisco;8;6;5
Ba-Muritiba;3;5;4
Ba-Mutuipe;1;2;1
Ba-Nazare;16;16;9
Ba-Nilo Pecanha;0;0;0
Ba-Nordestina;0;0;0
Ba-Nova Canaa;65;57;52
Ba-Nova Fatima;4;6;4
Ba-Nova Ibia;1;1;1
Ba-Nova Itarana;2;1;3
Ba-Nova Redencao;3;2;2
Ba-Nova Soure;2;1;1
Ba-Nova Vicosa;55;50;47
Ba-Novo Horizonte;0;0;0
Ba-Novo Triunfo;0;0;0
Ba-Olindina;2;2;2
Ba-Oliveira dos Brejinhos;2;2;0
Ba-Ouricangas;1;0;0
Ba-Ourolandia;1;1;1
Ba-Palmas de Monte Alto;21;23;19
Ba-Palmeiras;0;0;0
Ba-Paramirim;6;5;6
Ba-Paratinga;0;0;0
Ba-Paripiranga;0;0;0
Ba-Pau Brasil;9;12;14
Ba-Paulo Afonso;2;0;1
Ba-Pe de Serra;7;5;6
Ba-Pedrao;4;5;3
Ba-Pedro Alexandre;1;1;2
Ba-Piata;1;1;1
Ba-Pilao Arcado;0;0;0
Ba-Pindai;2;1;1
Ba-Pindobacu;4;4;4
Ba-Pintadas;3;3;3
Ba-Pirai do Norte;0;0;0
Ba-Piripa;0;0;0
Ba-Piritiba;10;8;8
Ba-Planaltino;4;2;2
Ba-Planalto;33;31;27
Ba-Pocoes;20;22;17
Ba-Pojuca;8;5;4
Ba-Ponto Novo;1;0;0
Ba-Porto Seguro;42;41;41
Ba-Potiragua;53;49;44
Ba-Prado;74;66;63
Ba-Presidente Dutra;1;0;0
Ba-Presidente Janio Quadros;2;1;1
Ba-Presidente Tancredo Neves;0;1;1
Ba-Queimadas;27;20;20
Ba-Quijingue;2;2;2
Ba-Quixabeira;0;0;0
Ba-Rafael Jambeiro;17;20;17
Ba-Remanso;1;1;0
Ba-Retirolandia;3;3;2
Ba-Riachao das Neves;9;7;7
Ba-Riachao do Jacuipe;24;16;13
Ba-Riacho de Santana;12;14;7
Ba-Ribeira do Amparo;2;1;0
Ba-Ribeira do Pombal;5;4;2
Ba-Ribeirao do Largo;44;35;34
Ba-Rio de Contas;0;0;0
Ba-Rio do Antonio;1;1;1
Ba-Rio do Pires;0;0;0
Ba-Rio Real;10;12;11
Ba-Rodelas;0;0;0
Ba-Ruy Barbosa;37;18;17
Ba-Salinas da Margarida;0;1;0
Ba-Salvador;140;152;168
Ba-Santa Barbara;9;4;3
Ba-Santa Brigida;2;2;1
Ba-Santa Cruz Cabralia;15;20;17
Ba-Santa Cruz da Vitoria;20;23;20
Ba-Santa Ines;1;1;1
Ba-Santaluz;7;6;4
Ba-Santa Luzia;5;4;8
Ba-Santa Maria da Vitoria;7;8;7
Ba-Santana;23;24;25
Ba-Santanopolis;3;3;2
Ba-Santa Rita de Cassia;3;3;2
Ba-Santa Teresinha;10;7;8
Ba-Santo Amaro;28;23;21
Ba-Santo Antonio de Jesus;33;27;23
Ba-Santo Estevao;7;5;6
Ba-Sao Desiderio;13;10;6
Ba-Sao Domingos;0;0;0
Ba-Sao Felix;12;11;7
Ba-Sao Felix do Coribe;5;3;5
Ba-Sao Felipe;7;5;5
Ba-Sao Francisco do Conde;7;8;10
Ba-Sao Gabriel;1;0;0
Ba-Sao Goncalo dos Campos;21;16;19
Ba-Sao Jose da Vitoria;2;2;1
Ba-Sao Jose do Jacuipe;1;0;1
Ba-Sao Miguel das Matas;4;2;1
Ba-Sao Sebastiao do Passe;39;40;39
Ba-Sapeacu;2;1;2
Ba-Satiro Dias;7;7;7
Ba-Saubara;0;0;0
Ba-Saude;4;7;5
Ba-Seabra;2;3;2
Ba-Sebastiao Laranjeiras;9;10;8
Ba-Senhor do Bonfim;31;34;31
Ba-Serra do Ramalho;4;6;5
Ba-Sento Se;0;1;0
Ba-Serra Dourada;11;10;10
Ba-Serra Preta;10;8;7
Ba-Serrinha;13;10;9
Ba-Serrolandia;0;0;0
Ba-Simoes Filho;3;5;4
Ba-Sitio do Mato;7;7;8
Ba-Sitio do Quinto;0;0;0
Ba-Sobradinho;0;1;1
Ba-Souto Soares;0;0;0
Ba-Tabocas do Brejo Velho;0;0;0
Ba-Tanhacu;12;10;9
Ba-Tanque Novo;1;0;0
Ba-Tanquinho;9;6;5
Ba-Taperoa;1;1;1
Ba-Tapiramuta;5;4;3
Ba-Teixeira de Freitas;134;130;120
Ba-Teodoro Sampaio;21;17;15
Ba-Teofilandia;2;1;1
Ba-Teolandia;2;3;4
Ba-Terra Nova;10;9;7
Ba-Tremedal;6;5;4
Ba-Tucano;4;2;2
Ba-Uaua;0;0;0
Ba-Ubaira;15;12;11
Ba-Ubaitaba;1;1;1
Ba-Ubata;3;2;1
Ba-Uibai;0;0;0
Ba-Umburanas;0;0;0
Ba-Una;10;10;7
Ba-Urandi;7;5;2
Ba-Urucuca;2;4;2
Ba-Utinga;2;2;2
Ba-Valenca;12;10;6
Ba-Valente;13;16;10
Ba-Varzea da Roca;4;3;2
Ba-Varzea do Poco;1;1;0
Ba-Varzea Nova;0;0;0
Ba-Varzedo;6;4;3
Ba-Vera Cruz;3;2;1
Ba-Vereda;39;38;37
Ba-Vitoria da Conquista;185;195;178
Ba-Wagner;2;1;2
Ba-Wanderley;3;4;4
Ba-Wenceslau Guimaraes;2;2;2
Ba-Xique-Xique;0;0;0
Ba-Ignorado;0;0;0
Mg-Abadia dos Dourados;18;19;26
Mg-Abaete;43;50;40
Mg-Abre Campo;50;46;40
Mg-Acaiaca;22;23;23
Mg-Acucena;31;25;26
Mg-Agua Boa;9;11;7
Mg-Agua Comprida;22;29;30
Mg-Aguanil;12;10;8
Mg-Aguas Formosas;49;42;43
Mg-Aguas Vermelhas;8;8;6
Mg-Aimores;55;53;54
Mg-Aiuruoca;39;39;37
Mg-Alagoa;4;3;2
Mg-Albertina;0;0;0
Mg-Alem Paraiba;139;149;134
Mg-Alfenas;50;46;40
Mg-Alfredo Vasconcelos;6;4;3
Mg-Almenara;211;199;187
Mg-Alpercata;38;43;41
Mg-Alpinopolis;44;44;43
Mg-Alterosa;26;30;30
Mg-Alto Caparao;0;0;0
Mg-Alto Rio Doce;28;27;31
Mg-Alvarenga;0;1;1
Mg-Alvinopolis;65;59;57
Mg-Alvorada de Minas;0;0;0
Mg-Amparo do Serra;13;10;11
Mg-Andradas;38;41;44
Mg-Cachoeira de Pajeu;3;5;4
Mg-Andrelandia;43;29;29
Mg-Angelandia;0;0;0
Mg-Antonio Carlos;35;32;24
Mg-Antonio Dias;28;25;17
Mg-Antonio Prado de Minas;8;7;6
Mg-Aracai;6;7;7
Mg-Aracitaba;6;6;5
Mg-Aracuai;72;59;38
Mg-Araguari;247;242;232
Mg-Arantina;2;1;1
Mg-Araponga;0;0;1
Mg-Arapora;7;14;15
Mg-Arapua;14;11;11
Mg-Araujos;54;53;42
Mg-Araxa;179;181;173
Mg-Arceburgo;14;13;14
Mg-Arcos;16;13;10
Mg-Areado;20;24;25
Mg-Argirita;8;8;7
Mg-Aricanduva;0;0;0
Mg-Arinos;78;77;66
Mg-Astolfo Dutra;7;6;8
Mg-Ataleia;76;72;60
Mg-Augusto de Lima;21;24;22
Mg-Baependi;7;8;7
Mg-Baldim;35;24;22
Mg-Bambui;171;153;131
Mg-Bandeira;16;16;12
Mg-Bandeira do Sul;0;0;0
Mg-Barao de Cocais;8;7;4
Mg-Barao de Monte Alto;11;11;9
Mg-Barbacena;37;33;29
Mg-Barra Longa;33;21;23
Mg-Barroso;4;3;2
Mg-Bela Vista de Minas;2;3;3
Mg-Belmiro Braga;59;50;47
Mg-Belo Horizonte;162;246;184
Mg-Belo Oriente;18;17;19
Mg-Belo Vale;12;10;9
Mg-Berilo;0;0;0
Mg-Bertopolis;10;10;11
Mg-Berizal;0;0;0
Mg-Betim;15;19;15
Mg-Bias Fortes;33;27;26
Mg-Bicas;43;44;42
Mg-Biquinhas;8;13;14
Mg-Boa Esperanca;2;2;2
Mg-Bocaina de Minas;7;3;2
Mg-Bocaiuva;69;77;64
Mg-Bom Despacho;375;380;224
Mg-Bom Jardim de Minas;8;6;4
Mg-Bom Jesus da Penha;0;1;1
Mg-Bom Jesus do Amparo;53;53;52
Mg-Bom Jesus do Galho;15;15;17
Mg-Bom Repouso;0;0;0
Mg-Bom Sucesso;146;135;58
Mg-Bonfim;21;20;24
Mg-Bonfinopolis de Minas;30;22;20
Mg-Bonito de Minas;1;0;0
Mg-Borda da Mata;8;8;5
Mg-Botelhos;0;1;1
Mg-Botumirim;2;1;2
Mg-Brasilandia de Minas;48;42;40
Mg-Brasilia de Minas;10;10;10
Mg-Bras Pires;1;1;0
Mg-Braunas;1;2;0
Mg-Brazopolis;7;8;12
Mg-Brumadinho;39;34;35
Mg-Bueno Brandao;4;4;4
Mg-Buenopolis;10;5;8
Mg-Bugre;2;4;1
Mg-Buritis;104;96;86
Mg-Buritizeiro;103;93;89
Mg-Cabeceira Grande;25;14;19
Mg-Cabo Verde;5;4;3
Mg-Cachoeira da Prata;1;0;0
Mg-Cachoeira de Minas;11;9;8
Mg-Cachoeira Dourada;13;14;3
Mg-Caetanopolis;3;3;5
Mg-Caete;15;16;18
Mg-Caiana;1;2;3
Mg-Cajuri;2;2;1
Mg-Caldas;4;1;2
Mg-Camacho;0;0;1
Mg-Camanducaia;8;6;5
