Município;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006
Sc-Itapema;0;0;0;0;0;4;4;1;0;1;1
Sc-Itapiranga;3376;3188;3028;3101;3312;3281;3789;3701;3640;3463;3319
Sc-Itapoa;0;0;0;0;0;0;0;0;0;0;0
Sc-Ituporanga;3;3;2;10;3;2;4;9;7;4;4
Sc-Jabora;15;16;8;15;11;9;10;9;7;5;5
Sc-Jacinto Machado;10;12;13;11;11;4;1;0;0;3;0
Sc-Jaguaruna;0;0;5;11;5;0;0;0;0;0;0
Sc-Jaragua do Sul;467;452;356;292;306;1072;1680;2401;2432;2045;1674
Sc-Jardinopolis;0;0;0;0;0;1;0;0;0;0;0
Sc-Joacaba;1231;1247;1086;179;15;11;15;20;216;227;200
Sc-Joinville;86;76;73;81;82;77;77;65;60;48;53
Sc-Jose Boiteux;0;0;0;0;0;0;0;0;0;0;0
Sc-Jupia;2;0;1;1;1;2;0;0;0;0;0
Sc-Lacerdopolis;8;8;7;8;8;0;0;0;0;0;0
Sc-Lages;796;748;622;884;896;888;880;866;801;810;746
Sc-Laguna;0;0;0;0;1;3;1;1;2;0;0
Sc-Lajeado Grande;0;0;0;0;0;0;0;0;0;0;0
Sc-Laurentino;68;67;72;60;56;48;25;25;22;23;19
Sc-Lauro Muller;28;26;17;24;13;24;20;26;27;25;16
Sc-Lebon Regis;0;0;0;0;0;0;0;0;0;0;0
Sc-Leoberto Leal;0;0;0;0;0;0;0;0;0;0;0
Sc-Lindoia do Sul;363;638;587;387;334;485;453;315;193;107;3
Sc-Lontras;7;10;12;9;13;14;14;13;10;7;8
Sc-Luiz Alves;26;40;34;26;29;23;21;37;31;19;14
Sc-Luzerna;11;12;10;8;9;8;8;6;7;7;7
Sc-Macieira;10;9;5;6;5;3;3;2;1;0;0
Sc-Mafra;3;5;4;4;4;12;14;11;12;6;5
Sc-Major Gercino;0;0;0;0;0;0;0;0;0;0;0
Sc-Major Vieira;0;0;0;0;0;0;0;0;0;0;0
Sc-Maracaja;63;61;58;45;49;52;38;0;0;0;0
Sc-Maravilha;1532;1529;1466;1436;1400;1374;1326;1296;1321;1297;1241
Sc-Marema;0;0;0;0;0;0;0;0;0;0;0
Sc-Massaranduba;25;25;23;20;21;15;15;13;9;12;7
Sc-Matos Costa;0;0;0;0;0;0;0;0;0;0;0
Sc-Meleiro;0;0;0;0;0;0;0;0;3;0;0
Sc-Mirim Doce;0;0;0;0;0;0;0;0;0;0;0
Sc-Modelo;0;0;0;0;0;1;1;1;1;0;0
Sc-Mondai;0;0;0;0;0;0;0;0;0;0;0
Sc-Monte Carlo;0;0;0;0;0;0;0;0;0;0;0
Sc-Monte Castelo;0;0;0;0;0;0;0;0;0;0;0
Sc-Morro da Fumaca;0;0;0;0;0;0;0;0;0;0;0
Sc-Morro Grande;985;1397;1377;1478;1772;2008;1557;877;760;420;38
Sc-Navegantes;0;0;0;0;0;0;0;1;0;13;18
Sc-Nova Erechim;269;267;232;199;198;205;185;102;9;5;0
Sc-Nova Itaberaba;0;1;0;0;0;0;0;0;7;16;15
Sc-Nova Trento;0;0;0;0;0;0;0;0;0;0;0
Sc-Nova Veneza;1453;1390;1310;3053;1496;1747;1665;1934;2186;1882;1759
Sc-Novo Horizonte;0;0;0;0;0;0;0;0;0;0;0
Sc-Orleans;20;26;24;68;23;21;88;79;64;76;75
Sc-Otacilio Costa;0;0;0;29;24;17;12;0;0;0;1
Sc-Ouro;0;0;0;0;0;0;0;0;0;0;0
Sc-Ouro Verde;0;0;0;0;0;0;0;0;0;0;0
Sc-Paial;0;0;0;0;0;0;0;0;0;0;0
Sc-Painel;0;0;0;0;0;0;0;0;0;0;0
Sc-Palhoca;220;210;277;280;265;254;243;205;190;149;83
Sc-Palma Sola;0;0;0;0;0;0;0;0;0;1;1
Sc-Palmeira;19;16;15;17;12;12;14;15;18;14;0
Sc-Palmitos;12;5;8;15;8;17;19;18;15;7;13
Sc-Papanduva;5;72;1;6;0;0;0;0;0;0;0
Sc-Paraiso;0;0;0;0;0;0;0;6;1;1;0
Sc-Passo de Torres;0;0;0;0;0;1;0;3;0;0;0
Sc-Passos Maia;0;0;0;0;0;0;0;0;0;0;0
Sc-Paulo Lopes;0;0;0;0;0;0;0;0;0;0;0
Sc-Pedras Grandes;119;94;77;90;82;94;91;67;76;80;82
Sc-Penha;0;0;0;0;0;0;0;0;0;0;0
Sc-Peritiba;0;0;0;3;2;2;1;1;0;0;0
Sc-Pescaria Brava;0;0;0;0;0;0;0;0;0;0;0
Sc-Petrolandia;0;0;0;0;0;0;0;0;0;0;0
Sc-Balneario Picarras;0;0;0;0;0;4;7;0;11;4;13
Sc-Pinhalzinho;8;10;10;11;17;13;15;15;17;15;13
Sc-Pinheiro Preto;51;41;37;43;41;46;39;40;31;38;30
Sc-Piratuba;3;3;3;3;3;2;1;2;2;2;2
Sc-Planalto Alegre;0;0;0;0;0;0;0;0;0;0;0
Sc-Pomerode;59;59;64;61;58;47;50;39;39;32;36
Sc-Ponte Alta;0;0;0;0;0;0;0;0;0;0;0
Sc-Ponte Alta do Norte;0;0;0;0;0;0;0;0;0;0;0
Sc-Ponte Serrada;0;0;0;0;0;0;0;0;0;0;0
Sc-Porto Belo;19;20;20;17;17;22;19;19;15;13;16
Sc-Porto Uniao;24;4;16;12;10;13;13;10;15;12;10
Sc-Pouso Redondo;221;218;197;187;177;176;172;167;166;172;196
Sc-Praia Grande;2;2;1;2;2;1;1;0;0;0;0
Sc-Presidente Castello Branco;0;0;0;0;0;0;0;0;0;0;0
Sc-Presidente Getulio;822;805;668;550;538;523;470;495;503;541;554
Sc-Presidente Nereu;0;0;0;0;0;0;0;0;0;0;0
Sc-Princesa;0;0;0;1;0;0;0;0;0;0;0
Sc-Quilombo;1462;1485;1466;1485;1375;1337;1297;1309;1380;1417;1343
Sc-Rancho Queimado;0;0;0;0;0;0;0;0;0;0;0
Sc-Rio das Antas;0;0;0;0;0;0;0;0;0;8;7
Sc-Rio do Campo;7;6;6;5;5;12;8;8;4;3;3
Sc-Rio do Oeste;13;14;10;13;13;10;1;0;0;13;8
Sc-Rio dos Cedros;54;51;55;55;53;51;43;38;32;31;27
Sc-Rio do Sul;1475;1224;1048;978;908;832;842;881;910;908;905
Sc-Rio Fortuna;2;1;1;1;1;0;0;0;0;0;0
Sc-Rio Negrinho;35;32;37;33;33;39;31;31;34;31;26
Sc-Rio Rufino;0;0;0;0;0;0;0;0;0;0;0
Sc-Riqueza;0;0;0;0;0;0;0;0;0;0;0
Sc-Rodeio;0;0;0;0;0;0;0;0;0;0;0
Sc-Romelandia;0;0;0;0;0;0;0;0;0;0;0
Sc-Salete;14;12;10;8;8;7;6;8;4;5;5
Sc-Saltinho;0;0;0;0;0;0;0;0;0;0;0
Sc-Salto Veloso;479;510;550;546;540;510;529;540;506;560;541
Sc-Sangao;0;0;0;0;0;0;0;0;0;0;0
Sc-Santa Cecilia;168;156;146;141;140;129;122;113;114;90;69
Sc-Santa Helena;1;1;1;1;1;1;0;0;0;0;0
Sc-Santa Rosa de Lima;6;5;2;2;2;2;0;2;3;3;1
Sc-Santa Rosa do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Santa Terezinha;0;0;0;0;0;0;0;0;0;0;0
Sc-Santa Terezinha do Progresso;0;0;0;0;0;0;0;0;0;0;0
Sc-Santiago do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Santo Amaro da Imperatriz;46;48;46;44;36;34;28;27;22;22;22
Sc-Sao Bernardino;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Bento do Sul;13;11;10;8;10;10;7;6;6;10;6
Sc-Sao Bonifacio;9;10;5;8;8;7;5;6;5;6;6
Sc-Sao Carlos;12;6;13;16;18;19;17;7;5;6;2
Sc-Sao Cristovao do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Domingos;4;5;6;4;3;5;5;4;6;7;6
Sc-Sao Francisco do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Joao do Oeste;27;28;20;20;16;13;12;11;7;8;5
Sc-Sao Joao Batista;0;0;0;0;0;1;2;3;6;3;3
Sc-Sao Joao do Itaperiu;330;313;245;175;141;139;109;95;80;88;75
Sc-Sao Joao do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Joaquim;1;1;0;9;9;9;7;9;10;12;10
Sc-Sao Jose;55;46;48;60;62;67;81;85;128;125;101
Sc-Sao Jose do Cedro;53;53;42;41;44;38;32;29;23;21;16
Sc-Sao Jose do Cerrito;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Lourenco do Oeste;0;0;1;1;6;7;5;5;8;9;4
Sc-Sao Ludgero;60;53;38;56;47;44;42;39;37;40;28
Sc-Sao Martinho;30;28;30;19;12;2;1;0;0;0;0
Sc-Sao Miguel da Boa Vista;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Miguel do Oeste;1427;1481;1433;1151;1100;1219;1099;1093;855;804;788
Sc-Sao Pedro de Alcantara;0;0;0;0;0;0;0;0;0;0;0
Sc-Saudades;2;3;3;1;3;3;2;1;3;3;2
Sc-Schroeder;0;0;0;0;0;0;0;0;0;0;0
Sc-Seara;3468;3378;2833;2720;3010;2960;2984;2914;2979;3015;2879
Sc-Serra Alta;0;0;0;0;0;0;0;0;0;0;0
Sc-Sideropolis;0;0;0;0;0;0;0;0;0;0;0
Sc-Sombrio;10;48;48;54;43;45;41;43;29;40;45
Sc-Sul Brasil;0;1;4;5;3;3;2;0;0;0;0
Sc-Taio;229;198;127;98;74;65;48;27;34;34;8
Sc-Tangara;117;121;120;123;51;45;39;35;78;54;45
Sc-Tigrinhos;0;0;0;0;0;0;0;0;0;0;0
Sc-Tijucas;75;69;66;57;58;55;49;46;36;28;21
Sc-Timbe do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Timbo;246;211;189;196;187;180;160;139;144;128;106
Sc-Timbo Grande;0;0;0;0;0;0;0;0;0;0;0
Sc-Tres Barras;0;0;0;0;1;0;0;0;0;0;0
Sc-Treviso;0;0;0;0;0;0;0;0;0;0;0
Sc-Treze de Maio;0;4;4;5;5;6;0;9;3;4;4
Sc-Treze Tilias;0;0;3;3;8;11;12;12;9;0;0
Sc-Trombudo Central;0;0;0;0;0;0;0;0;0;0;0
Sc-Tubarao;118;152;155;150;124;117;112;25;36;40;29
Sc-Tunapolis;11;10;7;9;8;6;2;5;3;4;1
Sc-Turvo;0;0;0;0;0;0;0;0;0;0;0
Sc-Uniao do Oeste;0;0;0;0;0;0;0;0;0;0;0
Sc-Urubici;7;5;6;6;6;5;6;5;2;1;2
Sc-Urupema;0;0;0;0;0;0;0;0;0;0;0
Sc-Urussanga;2;3;4;4;1;3;2;2;1;0;0
Sc-Vargeao;0;0;0;0;0;0;0;0;0;0;0
Sc-Vargem;0;0;0;0;0;0;0;0;0;0;0
Sc-Vargem Bonita;0;1;3;3;7;14;6;0;0;0;0
Sc-Vidal Ramos;0;0;0;0;0;0;0;0;0;0;0
Sc-Videira;966;1310;1078;818;738;568;422;373;290;4306;4047
Sc-Vitor Meireles;0;0;0;0;0;0;0;0;0;0;0
Sc-Witmarsum;1;1;1;0;0;0;0;0;0;0;0
Sc-Xanxere;414;382;427;337;378;360;303;310;331;290;280
Sc-Xavantina;0;0;0;0;0;0;0;0;0;0;0
Sc-Xaxim;2030;2098;2055;1729;1422;2335;2293;2265;2148;2154;528
Sc-Zortea;0;0;0;0;0;0;0;0;0;0;0
Sc-Balneario Rincao;0;0;0;0;0;0;0;0;0;0;0
Sc-Ignorado;0;0;0;0;0;0;0;0;0;0;0
Rs-Acegua;0;0;0;0;0;0;0;0;0;0;0
Rs-Agua Santa;0;0;0;0;0;0;1;2;3;3;3
Rs-Agudo;0;0;0;0;0;0;0;0;0;0;0
Rs-Ajuricaba;0;0;0;0;1;1;1;0;0;0;2
Rs-Alecrim;0;0;0;0;0;0;0;0;0;0;0
Rs-Alegrete;25;829;729;810;775;727;831;80;672;519;823
Rs-Alegria;0;0;1;0;0;0;0;0;0;0;0
Rs-Almirante Tamandare do Sul;20;20;17;19;18;0;0;16;17;15;14
Rs-Alpestre;0;0;0;0;0;0;0;0;0;0;0
Rs-Alto Alegre;0;0;0;0;0;0;0;0;0;0;0
Rs-Alto Feliz;0;0;0;2;0;0;0;0;0;0;0
Rs-Alvorada;4;0;31;26;26;50;222;206;166;146;154
Rs-Amaral Ferrador;0;0;0;0;0;0;0;0;0;0;0
Rs-Ametista do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Andre da Rocha;0;0;0;0;0;0;0;0;0;0;0
Rs-Anta Gorda;19;17;13;14;13;13;11;10;9;5;5
Rs-Antonio Prado;9;9;6;6;5;19;20;14;14;18;12
Rs-Arambare;0;0;0;0;0;0;0;0;0;0;0
Rs-Ararica;8;7;5;4;4;2;0;0;0;0;0
Rs-Aratiba;6;8;6;6;10;10;11;10;4;3;3
Rs-Arroio do Meio;277;312;333;308;301;321;242;221;221;234;243
Rs-Arroio do Sal;0;0;0;0;0;0;0;0;0;0;0
Rs-Arroio do Padre;0;0;0;0;0;0;0;1;1;1;2
Rs-Arroio dos Ratos;7;7;5;7;7;5;4;3;2;3;4
Rs-Arroio do Tigre;3;2;11;11;11;8;10;6;3;5;6
Rs-Arroio Grande;13;14;12;12;11;10;12;0;0;0;1
Rs-Arvorezinha;0;0;0;1;0;0;0;0;1;1;1
Rs-Augusto Pestana;61;1;1;1;1;1;1;26;21;15;14
Rs-Aurea;1;0;0;0;0;0;0;0;0;0;0
Rs-Bage;147;1015;997;963;970;896;1017;182;1708;672;1201
Rs-Balneario Pinhal;0;0;0;0;0;0;0;0;0;0;0
Rs-Barao;4;2;2;4;1;0;0;0;0;0;0
Rs-Barao de Cotegipe;0;0;0;0;0;0;0;39;37;0;0
Rs-Barao do Triunfo;0;0;0;0;0;0;0;0;0;0;0
Rs-Barracao;2;3;3;2;1;1;2;2;1;3;0
Rs-Barra do Guarita;0;0;0;0;0;0;0;0;0;0;0
Rs-Barra do Quarai;0;0;0;0;0;0;0;0;0;0;0
Rs-Barra do Ribeiro;0;0;0;0;0;0;0;0;0;0;8
Rs-Barra do Rio Azul;0;0;0;0;0;0;0;0;0;0;0
Rs-Barra Funda;0;0;0;0;0;0;0;0;0;0;0
Rs-Barros Cassal;1;1;1;1;1;1;1;2;2;2;3
Rs-Benjamin Constant do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Bento Goncalves;26;18;13;13;17;15;15;41;38;14;26
Rs-Boa Vista das Missoes;0;0;0;0;0;0;0;0;0;0;0
Rs-Boa Vista do Burica;4;4;4;4;4;3;3;3;2;3;2
Rs-Boa Vista do Cadeado;12;10;16;11;8;7;0;0;0;0;0
Rs-Boa Vista do Incra;0;0;0;0;0;0;0;0;0;0;0
Rs-Boa Vista do Sul;114;109;104;88;83;67;11;7;3;0;0
Rs-Bom Jesus;0;0;0;0;0;0;2;2;2;3;3
Rs-Bom Principio;2;1;2;3;1;1;2;2;2;3;2
Rs-Bom Progresso;0;0;0;0;0;0;0;0;0;0;0
Rs-Bom Retiro do Sul;506;482;413;442;456;89;91;73;87;293;272
Rs-Boqueirao do Leao;4;4;3;1;0;1;2;0;0;0;0
Rs-Bossoroca;0;0;1;2;2;2;2;1;0;0;0
Rs-Bozano;0;0;0;0;0;0;0;0;0;0;0
Rs-Braga;0;0;0;0;0;0;0;0;0;0;0
Rs-Brochier;0;0;3;0;3;2;2;1;1;1;2
Rs-Butia;6;7;5;2;2;2;5;3;3;3;5
Rs-Cacapava do Sul;9;13;68;93;79;92;60;48;135;61;64
Rs-Cacequi;3;2;1;0;0;0;0;0;0;0;0
Rs-Cachoeira do Sul;32;30;25;28;38;36;23;22;39;35;39
Rs-Cachoeirinha;13;14;13;15;15;36;9;14;12;23;20
Rs-Cacique Doble;0;0;0;0;0;0;0;0;0;0;0
Rs-Caibate;0;0;0;0;0;0;0;0;3;3;4
Rs-Caicara;0;0;0;0;0;0;0;0;0;0;0
Rs-Camaqua;0;1;3;3;4;1;3;5;5;6;3
Rs-Camargo;0;0;0;0;0;0;1;1;0;0;0
Rs-Cambara do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Campestre da Serra;0;0;0;0;0;0;0;0;0;1;1
Rs-Campina das Missoes;2;5;2;2;0;0;0;0;0;0;0
Rs-Campinas do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Campo Bom;2;2;3;6;38;36;35;31;9;0;0
Rs-Campo Novo;0;0;0;0;0;0;0;0;0;0;0
Rs-Campos Borges;8;5;6;6;9;8;7;2;0;0;0
Rs-Candelaria;0;0;2;11;16;3;3;2;2;2;1
Rs-Candido Godoi;0;0;0;0;0;0;0;0;0;3;4
Rs-Candiota;0;0;0;0;0;0;0;0;0;0;0
Rs-Canela;2;2;2;0;0;0;0;0;0;0;0
Rs-Cangucu;71;70;74;73;63;30;30;34;31;33;44
Rs-Canoas;1;14;17;14;11;11;0;0;0;1;1
Rs-Canudos do Vale;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao Bonito do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao da Canoa;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao do Cipo;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao do Leao;79;99;94;112;475;598;1027;626;641;911;773
Rs-Capivari do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Capela de Santana;64;86;91;85;81;57;44;31;23;13;11
Rs-Capitao;0;0;0;0;0;0;0;0;0;0;0
Rs-Carazinho;31;29;27;15;12;15;13;7;5;7;2
Rs-Caraa;0;0;0;0;0;0;0;0;0;0;0
Rs-Carlos Barbosa;256;254;241;234;209;182;161;158;138;131;124
Rs-Carlos Gomes;0;0;0;0;0;0;0;0;0;0;0
Rs-Casca;52;51;49;49;38;40;38;19;19;11;11
Rs-Caseiros;0;0;0;0;0;0;0;0;0;0;0
Rs-Catuipe;0;0;0;0;0;0;0;0;0;0;2
Rs-Caxias do Sul;2495;2362;2146;2077;2916;3112;3187;3329;3671;3465;3156
Rs-Centenario;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerrito;2;2;2;3;2;4;10;11;13;9;8
Rs-Cerro Branco;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerro Grande;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerro Grande do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerro Largo;0;0;0;0;0;0;0;0;1;1;1
Rs-Chapada;16;16;19;16;11;11;7;9;6;8;8
Rs-Charqueadas;0;0;0;0;0;0;0;0;0;0;0
Rs-Charrua;0;0;0;0;0;0;0;0;0;0;0
Rs-Chiapetta;0;0;0;0;0;0;0;0;0;0;0
Rs-Chui;2;2;0;0;0;0;0;0;0;0;0
Rs-Chuvisca;0;0;0;0;0;0;0;0;0;0;0
Rs-Cidreira;0;0;0;0;0;0;0;1;8;0;0
Rs-Ciriaco;8;4;0;0;0;0;0;0;0;0;0
Rs-Colinas;0;0;0;0;0;0;0;0;0;0;0
Rs-Colorado;0;0;0;0;0;0;0;0;0;0;0
Rs-Condor;180;187;164;155;154;135;114;118;104;111;105
Rs-Constantina;4;4;3;2;3;2;2;2;2;3;2
Rs-Coqueiro Baixo;0;0;0;0;0;0;0;0;0;0;0
Rs-Coqueiros do Sul;0;0;0;0;0;0;0;0;1;0;0
Rs-Coronel Barros;0;0;0;0;0;0;0;0;0;0;0
Rs-Coronel Bicaco;20;15;14;10;8;5;5;7;4;1;1
Rs-Coronel Pilar;0;0;0;0;0;0;0;0;0;0;0
Rs-Cotipora;97;85;81;91;94;75;63;43;39;46;18
Rs-Coxilha;0;0;0;0;0;0;0;0;0;0;0
Rs-Crissiumal;5;5;6;6;7;6;8;9;9;9;6
Rs-Cristal;0;0;1;0;0;0;0;1;0;0;0
Rs-Cristal do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Cruz Alta;1;1;1;1;1;3;1;0;1;7;7
Rs-Cruzaltense;0;0;0;0;0;0;0;0;0;0;0
Rs-Cruzeiro do Sul;256;228;249;238;292;261;327;292;247;202;305
Rs-David Canabarro;0;0;0;0;0;0;0;0;0;0;0
Rs-Derrubadas;0;0;0;3;1;1;0;0;0;0;0
Rs-Dezesseis de Novembro;0;0;0;0;0;0;0;0;0;0;0
Rs-Dilermando de Aguiar;0;0;0;0;0;0;0;0;0;0;0
Rs-Dois Irmaos;20;19;14;13;17;20;18;13;17;16;15
Rs-Dois Irmaos das Missoes;0;0;0;0;0;0;0;0;0;0;0
Rs-Dois Lajeados;5;5;3;4;6;6;5;7;8;10;4
Rs-Dom Feliciano;0;0;0;0;0;0;0;0;0;0;0
Rs-Dom Pedro de Alcantara;0;0;0;0;0;0;0;0;0;0;0
Rs-Dom Pedrito;11;7;1;121;147;158;136;143;104;81;59
Rs-Dona Francisca;0;0;0;0;0;0;0;0;0;0;0
Rs-Doutor Mauricio Cardoso;3;2;2;3;2;2;3;1;1;3;6
Rs-Doutor Ricardo;15;14;10;10;9;0;0;0;0;0;0
Rs-Eldorado do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Encantado;1792;1882;1625;1522;1458;1336;1250;1229;1041;948;825
Rs-Encruzilhada do Sul;17;21;21;17;12;11;15;1;0;0;2
Rs-Engenho Velho;6;7;7;0;0;0;0;0;0;0;0
Rs-Entre-Ijuis;0;0;0;0;0;0;0;0;0;0;0
Rs-Entre Rios do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Erebango;0;0;0;0;0;0;0;0;0;0;0
Rs-Erechim;2455;2500;2473;2463;2296;2206;1059;1112;973;1033;1856
Rs-Ernestina;1;0;0;0;0;0;0;0;0;0;0
Rs-Herval;0;0;21;14;16;14;15;21;24;17;0
Rs-Erval Grande;2;2;2;3;0;0;0;0;0;0;0
Rs-Erval Seco;0;0;0;0;4;19;14;19;16;14;10
Rs-Esmeralda;0;0;0;0;0;0;0;0;0;0;0
Rs-Esperanca do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Espumoso;86;91;83;65;65;56;52;42;42;32;31
Rs-Estacao;531;522;538;534;529;402;422;363;478;471;552
Rs-Estancia Velha;7;0;5;3;2;2;2;3;0;1;6
Rs-Esteio;0;0;0;9;4;0;0;0;0;0;0
Rs-Estrela;0;0;0;0;0;0;1;0;0;1;0
Rs-Estrela Velha;0;0;0;0;0;0;0;0;0;0;0
Rs-Eugenio de Castro;0;0;0;0;0;0;0;0;0;0;0
Rs-Fagundes Varela;0;0;0;0;0;0;0;0;0;0;0
Rs-Farroupilha;489;957;923;599;380;368;350;1176;1127;900;909
Rs-Faxinal do Soturno;12;5;6;6;6;3;1;4;2;2;1
Rs-Faxinalzinho;0;0;0;0;0;0;0;0;0;0;0
Rs-Fazenda Vilanova;1;1;3;23;25;27;22;24;25;26;27
Rs-Feliz;9;7;6;3;6;4;3;4;3;2;2
Rs-Flores da Cunha;119;122;111;101;97;87;80;25;69;64;43
Rs-Floriano Peixoto;0;0;0;0;0;0;0;0;0;0;5
Rs-Fontoura Xavier;0;0;0;0;0;0;0;0;0;0;0
Rs-Formigueiro;0;0;0;0;0;0;0;0;0;0;0
Rs-Forquetinha;0;0;0;0;0;0;0;0;0;0;0
Rs-Fortaleza dos Valos;0;0;0;0;0;0;0;0;0;0;0
Rs-Frederico Westphalen;1158;1129;1143;1092;1285;1200;1164;1014;843;693;651
Rs-Garibaldi;2474;2738;3972;3087;2447;2569;2417;2474;2736;1953;1835
Rs-Garruchos;0;0;0;0;0;0;0;0;0;0;0
Rs-Gaurama;0;0;0;0;0;0;5;5;0;0;0
Rs-General Camara;1;2;1;1;2;0;0;0;0;6;0
Rs-Gentil;0;1;1;0;0;0;0;0;0;0;0
Rs-Getulio Vargas;21;20;20;15;19;13;12;8;9;6;4
Rs-Girua;7;7;5;9;6;2;1;1;73;1;1
Rs-Glorinha;0;0;0;0;0;0;0;0;0;0;0
Rs-Gramado;3;4;4;4;4;5;4;4;8;5;4
Rs-Gramado dos Loureiros;0;0;0;0;0;0;0;0;0;0;0
Rs-Gramado Xavier;0;0;0;0;0;0;0;0;0;0;0
Rs-Gravatai;100;85;80;86;88;80;63;36;13;20;4
Rs-Guabiju;0;0;0;0;0;0;0;0;0;0;0
Rs-Guaiba;0;0;0;0;0;0;0;7;20;22;21
Rs-Guapore;4;2;2;0;0;0;0;0;0;0;2
Rs-Guarani das Missoes;3;2;2;2;2;2;2;1;0;1;0
Rs-Harmonia;387;389;387;372;367;326;321;296;261;262;253
Rs-Herveiras;0;0;0;0;0;0;0;0;0;0;0
Rs-Horizontina;17;18;13;15;22;7;8;8;5;6;6
Rs-Hulha Negra;1620;1599;1726;1831;1626;1473;1325;1016;0;765;609
Rs-Humaita;1;2;1;1;1;1;0;0;0;1;0
Rs-Ibarama;33;26;28;26;22;18;16;13;17;11;0
Rs-Ibiaca;7;1;1;1;16;23;27;25;27;20;16
Rs-Ibiraiaras;19;20;16;19;14;14;11;8;8;6;6
Rs-Ibirapuita;0;0;0;0;0;0;0;0;0;0;0
Rs-Ibiruba;0;7;9;9;5;6;1;3;74;16;19
Rs-Igrejinha;5;4;4;1;0;1;4;7;0;12;12
Rs-Ijui;4;3;3;4;3;0;2;3;0;0;4
Rs-Ilopolis;0;0;0;0;0;0;0;0;0;1;1
Rs-Imbe;0;0;0;0;0;0;0;0;0;0;0
Rs-Imigrante;4;3;2;1;0;0;0;0;0;0;0
Rs-Independencia;0;0;0;0;0;0;0;0;0;0;0
Rs-Inhacora;0;0;0;0;0;0;0;0;0;0;0
Rs-Ipe;0;0;0;0;0;0;0;0;0;0;0
Rs-Ipiranga do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Irai;0;0;0;0;0;0;0;0;0;0;0
Rs-Itaara;0;0;0;0;0;0;0;0;0;0;1
Rs-Itacurubi;0;0;0;0;0;0;0;0;0;0;0
Rs-Itapuca;0;0;0;0;0;0;0;0;0;0;0
Rs-Itaqui;1;1;17;17;14;12;6;6;6;7;20
Rs-Itati;0;0;0;0;0;0;0;0;0;0;0
Rs-Itatiba do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Ivora;0;0;0;0;0;0;0;0;0;0;0
Rs-Ivoti;0;0;0;0;0;0;0;1;2;2;3
Rs-Jaboticaba;0;0;0;0;0;0;0;0;0;0;0
Rs-Jacuizinho;0;0;0;0;0;0;0;0;0;0;0
Rs-Jacutinga;0;0;0;0;0;0;0;0;0;0;0
Rs-Jaguarao;2;4;0;2;2;2;2;2;2;2;2
Rs-Jaguari;0;0;0;0;0;0;0;0;8;7;6
Rs-Jaquirana;0;0;0;0;0;0;0;0;0;0;0
Rs-Jari;0;0;0;0;0;0;0;0;0;0;0
Rs-Joia;0;0;0;0;0;0;0;0;0;0;0
Rs-Julio de Castilhos;19;342;239;219;4;5;133;1;1;413;419
Rs-Lagoa Bonita do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Lagoao;0;0;0;0;0;0;0;0;0;0;0
Rs-Lagoa dos Tres Cantos;0;0;0;0;0;0;0;0;0;0;0
Rs-Lagoa Vermelha;8;6;9;7;5;6;5;4;3;4;4
Rs-Lajeado;5045;5145;5219;5194;5337;5386;5022;4821;5293;4992;3839
Rs-Lajeado do Bugre;0;0;0;0;0;0;0;0;0;0;0
Rs-Lavras do Sul;3;5;4;4;3;4;3;2;2;3;2
Rs-Liberato Salzano;1;1;0;0;0;0;0;0;1;0;0
Rs-Lindolfo Collor;0;0;0;0;0;0;0;0;6;10;9
Rs-Linha Nova;0;0;0;0;0;0;0;0;0;0;0
Rs-Machadinho;5;1;2;6;7;7;5;7;4;3;3
Rs-Macambara;0;0;0;0;0;0;0;0;0;0;0
