Município;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006
Pr-Sulina;0;0;0;0;0;0;0;0;0;0;0
Pr-Tamarana;0;0;0;0;0;0;0;0;0;0;0
Pr-Tamboara;0;0;0;0;0;0;0;0;0;0;0
Pr-Tapejara;1;1;2;3;2;1;2;2;2;2;2
Pr-Tapira;0;0;0;0;0;0;0;0;1;1;0
Pr-Teixeira Soares;0;0;0;0;0;0;0;0;0;0;0
Pr-Telemaco Borba;0;0;0;0;0;1;1;0;0;0;0
Pr-Terra Boa;2;2;1;1;2;2;4;1;1;1;1
Pr-Terra Rica;1;1;1;1;1;1;1;2;1;1;0
Pr-Terra Roxa;5;4;1;1;1;1;0;0;0;0;0
Pr-Tibagi;1;2;2;1;1;1;2;1;0;1;1
Pr-Tijucas do Sul;0;0;0;0;0;0;0;0;0;0;0
Pr-Toledo;13;15;13;10;11;11;11;10;10;10;9
Pr-Tomazina;0;0;0;0;0;0;0;0;0;0;0
Pr-Tres Barras do Parana;0;0;0;0;0;0;0;0;0;0;0
Pr-Tunas do Parana;0;0;0;0;0;0;0;0;0;0;0
Pr-Tuneiras do Oeste;1;1;1;0;0;0;0;0;0;0;0
Pr-Tupassi;1;1;1;1;1;1;1;1;1;1;1
Pr-Turvo;1;1;1;1;1;1;0;0;0;0;0
Pr-Ubirata;1;1;1;2;2;2;1;2;3;2;1
Pr-Umuarama;12;12;12;10;12;12;11;10;8;7;5
Pr-Uniao da Vitoria;3;3;4;3;3;1;1;1;1;1;1
Pr-Uniflor;0;0;0;0;0;0;0;0;0;0;0
Pr-Urai;0;0;0;0;0;0;0;0;0;0;0
Pr-Wenceslau Braz;0;0;0;0;0;0;0;0;0;0;0
Pr-Ventania;0;0;0;0;0;0;0;0;0;0;0
Pr-Vera Cruz do Oeste;0;0;0;0;0;0;0;0;1;1;1
Pr-Vere;1;1;1;1;1;1;1;1;1;1;0
Pr-Alto Paraiso;0;0;0;0;0;0;0;0;0;0;0
Pr-Doutor Ulysses;0;0;0;0;0;0;0;0;0;0;0
Pr-Virmond;0;0;0;0;0;0;0;0;0;0;0
Pr-Vitorino;0;0;0;0;0;0;0;0;0;0;0
Pr-Xambre;0;0;0;0;0;0;0;0;0;0;0
Pr-Ignorado;0;0;0;0;0;0;0;0;0;0;0
Sc-Abdon Batista;0;0;0;0;0;0;0;0;0;0;0
Sc-Abelardo Luz;1;3;2;3;2;2;2;1;2;2;0
Sc-Agrolandia;1;1;1;1;1;1;1;1;1;1;2
Sc-Agronomica;1;1;1;1;1;1;1;1;1;1;1
Sc-Agua Doce;4;4;3;3;3;3;3;3;3;2;1
Sc-Aguas de Chapeco;0;0;0;0;0;0;0;0;0;1;1
Sc-Aguas Frias;0;0;0;0;0;0;0;0;0;0;0
Sc-Aguas Mornas;0;0;0;0;0;0;0;0;0;0;0
Sc-Alfredo Wagner;2;2;2;2;2;2;2;1;1;1;1
Sc-Alto Bela Vista;0;1;1;1;1;0;0;0;0;0;0
Sc-Anchieta;2;2;2;2;2;2;2;1;1;1;1
Sc-Angelina;0;0;0;0;0;0;0;0;0;0;0
Sc-Anita Garibaldi;0;0;0;1;1;1;1;1;1;1;0
Sc-Anitapolis;0;0;0;0;0;0;0;0;0;0;0
Sc-Antonio Carlos;3;3;3;3;2;2;2;2;2;2;1
Sc-Apiuna;0;0;0;0;0;0;0;0;0;0;0
Sc-Arabuta;1;1;1;1;1;1;1;0;0;0;0
Sc-Araquari;0;0;0;0;0;0;0;1;1;1;1
Sc-Ararangua;2;2;2;3;4;3;2;2;2;3;1
Sc-Armazem;9;10;10;11;11;12;13;11;7;7;8
Sc-Arroio Trinta;0;0;0;0;0;0;0;0;0;0;0
Sc-Arvoredo;0;0;0;0;0;0;0;0;0;0;0
Sc-Ascurra;0;0;0;0;0;0;0;0;0;0;0
Sc-Atalanta;1;1;1;1;1;2;2;1;2;2;1
Sc-Aurora;3;3;4;1;3;4;4;5;5;6;7
Sc-Balneario Arroio do Silva;0;0;0;0;0;0;0;0;0;0;0
Sc-Balneario Camboriu;0;0;0;0;1;1;0;0;0;5;6
Sc-Balneario Barra do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Balneario Gaivota;0;0;0;0;0;0;0;0;0;0;0
Sc-Bandeirante;0;0;0;0;0;0;0;0;0;0;0
Sc-Barra Bonita;0;0;0;0;0;0;0;0;0;0;0
Sc-Barra Velha;0;0;0;0;0;0;0;0;0;1;0
Sc-Bela Vista do Toldo;0;0;0;0;1;1;1;1;0;0;0
Sc-Belmonte;0;0;0;0;0;0;0;0;0;0;0
Sc-Benedito Novo;2;2;2;2;2;2;2;2;4;4;4
Sc-Biguacu;1;1;1;1;1;1;1;2;3;2;1
Sc-Blumenau;12;12;12;11;11;8;11;8;7;7;5
Sc-Bocaina do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Bombinhas;0;0;0;0;0;0;0;0;0;0;0
Sc-Bom Jardim da Serra;0;0;0;0;0;0;1;1;0;1;1
Sc-Bom Jesus;0;0;0;0;0;0;0;0;0;0;0
Sc-Bom Jesus do Oeste;0;0;0;0;0;0;0;0;0;0;0
Sc-Bom Retiro;0;0;0;1;1;1;1;1;1;1;0
Sc-Botuvera;0;0;0;0;0;0;0;0;0;0;0
Sc-Braco do Norte;31;31;31;30;27;27;22;25;30;24;24
Sc-Braco do Trombudo;0;0;0;0;0;0;0;0;0;0;0
Sc-Brunopolis;0;0;0;0;0;0;0;0;0;0;0
Sc-Brusque;5;5;5;6;5;5;4;3;2;3;3
Sc-Cacador;3;2;2;1;1;1;2;1;1;2;1
Sc-Caibi;0;0;0;0;0;0;0;0;0;0;0
Sc-Calmon;0;0;0;0;0;0;0;0;0;0;0
Sc-Camboriu;3;3;4;4;5;2;1;2;2;1;1
Sc-Capao Alto;0;0;0;0;0;0;0;0;0;0;0
Sc-Campo Alegre;2;3;3;3;3;3;3;2;2;2;2
Sc-Campo Belo do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Campo Ere;1;1;1;1;1;1;0;0;0;0;0
Sc-Campos Novos;3;4;3;3;3;3;2;1;2;2;1
Sc-Canelinha;0;0;0;0;0;0;0;1;1;1;0
Sc-Canoinhas;7;7;6;7;6;6;6;8;6;5;5
Sc-Capinzal;3;4;4;4;4;4;4;5;6;6;6
Sc-Capivari de Baixo;0;0;0;0;0;0;0;0;0;0;0
Sc-Catanduvas;0;0;0;0;0;0;0;0;0;0;0
Sc-Caxambu do Sul;0;0;0;0;0;1;1;1;1;1;1
Sc-Celso Ramos;0;0;0;0;0;0;0;0;0;0;0
Sc-Cerro Negro;0;0;0;0;0;0;0;0;0;0;0
Sc-Chapadao do Lageado;0;0;0;0;0;0;0;0;0;0;0
Sc-Chapeco;17;17;18;21;20;21;21;19;19;19;18
Sc-Cocal do Sul;1;1;1;1;1;2;2;2;2;1;1
Sc-Concordia;6;9;8;8;7;10;12;10;10;9;9
Sc-Cordilheira Alta;1;1;2;2;2;1;0;0;0;0;0
Sc-Coronel Freitas;2;2;3;3;2;3;2;2;2;1;1
Sc-Coronel Martins;0;0;0;0;0;0;0;0;0;0;0
Sc-Corupa;2;2;2;2;1;1;2;1;1;1;1
Sc-Correia Pinto;0;0;0;0;0;0;1;1;0;1;0
Sc-Criciuma;3;5;4;3;3;3;3;3;2;2;2
Sc-Cunha Pora;1;1;1;1;1;1;1;1;1;1;1
Sc-Cunhatai;1;1;1;1;1;1;1;1;1;1;0
Sc-Curitibanos;1;2;1;1;1;1;3;2;3;3;2
Sc-Descanso;1;1;1;1;1;1;1;1;1;1;1
Sc-Dionisio Cerqueira;0;0;0;0;0;0;0;0;0;1;1
Sc-Dona Emma;0;0;0;0;0;0;0;0;0;0;0
Sc-Doutor Pedrinho;0;0;0;0;0;0;0;0;0;0;0
Sc-Entre Rios;0;0;0;0;0;0;0;0;0;0;0
Sc-Ermo;0;0;0;0;0;0;0;0;0;0;0
Sc-Erval Velho;2;3;2;2;2;2;1;2;2;3;3
Sc-Faxinal dos Guedes;0;0;0;0;0;0;0;0;0;0;0
Sc-Flor do Sertao;0;0;0;0;0;0;0;0;0;0;0
Sc-Florianopolis;1;0;0;1;0;0;0;0;0;0;0
Sc-Formosa do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Forquilhinha;5;5;5;4;4;4;5;5;5;3;3
Sc-Fraiburgo;0;0;0;0;0;0;0;0;0;0;0
Sc-Frei Rogerio;0;0;0;0;0;0;0;0;0;0;0
Sc-Galvao;0;0;0;0;0;1;1;0;0;0;0
Sc-Garopaba;0;0;1;1;1;1;1;0;0;0;0
Sc-Garuva;0;1;1;1;0;0;0;0;0;0;0
Sc-Gaspar;8;8;11;10;11;9;8;8;9;7;8
Sc-Governador Celso Ramos;0;0;0;0;0;0;0;0;0;0;0
Sc-Grao Para;2;4;3;2;2;2;2;2;4;4;4
Sc-Gravatal;0;0;0;0;0;0;0;0;0;0;0
Sc-Guabiruba;0;0;0;0;0;0;0;0;0;0;0
Sc-Guaraciaba;3;2;2;2;1;1;1;1;1;1;1
Sc-Guaramirim;2;2;2;2;2;2;3;3;3;2;2
Sc-Guaruja do Sul;1;1;1;2;2;1;1;1;1;1;1
Sc-Guatambu;2;2;1;2;2;1;1;1;1;1;1
Sc-Herval D Oeste;1;1;1;1;1;1;1;2;1;1;2
Sc-Ibiam;1;1;1;1;1;1;1;1;2;2;2
Sc-Ibicare;0;0;0;0;0;0;0;0;0;0;0
Sc-Ibirama;1;1;1;1;1;2;1;1;1;1;0
Sc-Icara;1;2;3;2;2;2;2;1;1;1;1
Sc-Ilhota;1;1;0;0;0;1;1;1;1;1;1
Sc-Imarui;1;2;2;2;2;2;2;1;1;1;0
Sc-Imbituba;1;1;1;1;1;0;0;0;0;0;0
Sc-Imbuia;0;1;0;0;0;1;1;1;1;1;1
Sc-Indaial;6;7;8;8;9;9;9;8;9;8;8
Sc-Iomere;0;1;0;0;1;0;0;0;0;1;1
Sc-Ipira;2;1;1;2;1;1;1;1;1;1;2
Sc-Ipora do Oeste;1;1;0;0;0;0;0;0;0;0;0
Sc-Ipuacu;4;4;3;5;2;3;3;3;4;2;2
Sc-Ipumirim;1;1;1;1;1;2;1;1;1;1;2
Sc-Iraceminha;0;0;0;0;0;0;0;0;0;0;0
Sc-Irani;3;3;2;1;1;2;2;2;2;2;0
Sc-Irati;0;0;0;0;0;0;0;0;0;0;0
Sc-Irineopolis;1;1;1;0;0;0;0;0;0;0;0
Sc-Ita;1;1;1;1;1;1;1;0;0;0;0
Sc-Itaiopolis;0;0;0;0;0;0;0;0;3;0;0
Sc-Itajai;10;9;10;8;6;6;8;7;6;6;8
Sc-Itapema;0;0;0;0;0;1;2;1;0;1;1
Sc-Itapiranga;7;7;7;6;6;7;6;6;4;4;4
Sc-Itapoa;0;0;0;0;0;0;0;0;0;0;0
Sc-Ituporanga;2;2;2;2;2;1;2;2;2;1;1
Sc-Jabora;1;1;1;1;1;1;1;1;1;1;1
Sc-Jacinto Machado;2;2;2;2;2;2;2;1;1;1;1
Sc-Jaguaruna;0;1;1;1;1;0;0;0;0;0;0
Sc-Jaragua do Sul;14;12;13;12;12;13;12;11;10;10;9
Sc-Jardinopolis;0;0;0;0;1;1;0;0;0;0;0
Sc-Joacaba;1;1;1;1;1;1;1;1;1;1;1
Sc-Joinville;8;8;7;7;8;9;10;8;7;6;7
Sc-Jose Boiteux;0;0;0;0;0;0;0;0;0;0;0
Sc-Jupia;1;1;1;1;1;1;0;0;0;0;0
Sc-Lacerdopolis;1;1;1;1;1;0;0;0;0;0;0
Sc-Lages;9;6;6;7;8;6;6;8;6;4;3
Sc-Laguna;0;0;0;1;1;1;1;1;1;0;0
Sc-Lajeado Grande;0;1;0;0;0;0;0;0;0;0;0
Sc-Laurentino;2;2;3;3;3;3;2;1;1;1;1
Sc-Lauro Muller;2;1;2;4;4;2;2;2;1;2;2
Sc-Lebon Regis;0;0;0;0;0;0;0;0;0;0;0
Sc-Leoberto Leal;0;0;0;0;0;0;0;0;0;0;0
Sc-Lindoia do Sul;1;2;2;2;2;2;1;1;2;1;2
Sc-Lontras;3;3;3;3;4;4;4;4;5;3;3
Sc-Luiz Alves;6;6;6;6;7;7;5;7;9;7;6
Sc-Luzerna;1;1;1;1;1;1;1;1;2;1;1
Sc-Macieira;1;1;1;1;1;1;1;1;1;0;0
Sc-Mafra;2;2;1;1;2;2;3;2;5;4;2
Sc-Major Gercino;0;0;0;0;0;0;0;0;0;0;0
Sc-Major Vieira;0;0;0;0;0;0;0;0;0;0;0
Sc-Maracaja;2;1;1;1;1;1;1;0;0;0;0
Sc-Maravilha;2;2;3;3;3;3;3;3;3;3;3
Sc-Marema;0;0;0;0;0;0;0;0;0;0;0
Sc-Massaranduba;5;5;5;5;4;3;3;3;3;2;1
Sc-Matos Costa;0;0;0;0;0;0;0;0;0;0;0
Sc-Meleiro;0;0;0;0;0;0;0;0;1;0;0
Sc-Mirim Doce;0;0;0;0;0;0;0;0;0;0;0
Sc-Modelo;0;0;0;0;1;1;1;1;1;0;0
Sc-Mondai;0;0;0;0;0;0;0;0;0;0;0
Sc-Monte Carlo;0;0;0;0;0;0;0;0;0;0;0
Sc-Monte Castelo;0;0;0;0;0;0;0;0;0;0;0
Sc-Morro da Fumaca;0;0;0;0;0;0;0;0;0;0;0
Sc-Morro Grande;2;2;2;2;1;1;1;1;3;1;2
Sc-Navegantes;0;0;0;0;0;0;1;1;0;1;2
Sc-Nova Erechim;2;2;2;2;3;2;2;2;1;1;0
Sc-Nova Itaberaba;0;1;0;0;0;0;0;1;1;1;1
Sc-Nova Trento;0;0;0;0;0;0;0;0;0;0;0
Sc-Nova Veneza;4;4;4;5;4;4;4;4;4;4;4
Sc-Novo Horizonte;0;0;0;0;0;0;0;0;0;0;0
Sc-Orleans;2;2;2;3;3;3;4;6;5;5;2
Sc-Otacilio Costa;0;0;1;1;1;1;1;0;0;1;1
Sc-Ouro;0;0;0;0;0;0;0;0;0;0;0
Sc-Ouro Verde;0;0;0;0;0;0;0;0;0;0;0
Sc-Paial;0;0;0;0;0;0;0;0;0;0;0
Sc-Painel;0;0;0;0;0;0;0;0;0;0;0
Sc-Palhoca;2;2;3;3;3;3;3;3;3;3;2
Sc-Palma Sola;0;0;0;0;0;0;0;0;1;1;2
Sc-Palmeira;1;1;1;1;1;1;2;2;2;1;0
Sc-Palmitos;4;4;4;4;4;3;4;4;3;1;2
Sc-Papanduva;2;3;1;1;0;0;0;0;0;0;0
Sc-Paraiso;0;0;0;0;0;0;1;1;1;1;0
Sc-Passo de Torres;0;0;0;0;0;1;0;1;0;0;0
Sc-Passos Maia;0;0;0;0;0;0;0;0;0;0;0
Sc-Paulo Lopes;0;0;0;0;0;0;0;0;0;0;0
Sc-Pedras Grandes;6;6;5;6;5;5;6;5;5;6;6
Sc-Penha;0;0;0;0;0;0;0;0;0;0;0
Sc-Peritiba;0;0;1;1;1;1;1;1;0;0;0
Sc-Pescaria Brava;0;0;0;0;0;0;0;0;0;0;0
Sc-Petrolandia;0;0;0;0;0;0;0;0;0;0;0
Sc-Balneario Picarras;0;0;0;0;1;1;1;0;2;4;2
Sc-Pinhalzinho;2;2;2;2;2;2;2;2;3;2;3
Sc-Pinheiro Preto;1;1;1;1;1;1;1;1;1;1;1
Sc-Piratuba;2;2;2;2;1;1;1;1;1;1;1
Sc-Planalto Alegre;0;0;0;0;0;0;0;0;0;0;0
Sc-Pomerode;4;4;4;4;4;4;4;5;4;4;4
Sc-Ponte Alta;0;0;0;0;0;0;0;0;0;0;0
Sc-Ponte Alta do Norte;0;0;0;0;0;0;0;0;0;0;0
Sc-Ponte Serrada;0;0;0;0;0;0;0;0;0;0;1
Sc-Porto Belo;1;1;1;1;1;2;1;1;1;1;1
Sc-Porto Uniao;2;2;1;1;1;1;1;2;2;1;1
Sc-Pouso Redondo;1;1;1;1;1;2;2;1;1;2;2
Sc-Praia Grande;1;1;1;1;1;1;1;0;0;0;0
Sc-Presidente Castello Branco;0;0;0;0;0;0;0;0;0;0;0
Sc-Presidente Getulio;2;2;2;2;2;3;5;5;4;3;4
Sc-Presidente Nereu;0;0;0;0;0;0;0;0;0;0;0
Sc-Princesa;0;0;0;1;0;0;0;0;0;0;0
Sc-Quilombo;2;2;2;2;2;2;2;2;1;1;1
Sc-Rancho Queimado;0;0;0;0;0;0;0;0;0;0;0
Sc-Rio das Antas;0;1;1;0;0;0;0;0;0;1;1
Sc-Rio do Campo;2;1;1;1;2;2;2;2;2;1;1
Sc-Rio do Oeste;2;2;2;1;1;2;1;0;1;1;1
Sc-Rio dos Cedros;5;4;4;3;3;3;3;3;3;3;3
Sc-Rio do Sul;2;2;2;2;2;2;2;2;2;2;2
Sc-Rio Fortuna;1;1;1;1;1;0;0;0;0;0;0
Sc-Rio Negrinho;2;2;2;2;2;3;3;3;2;2;2
Sc-Rio Rufino;0;0;0;0;0;0;0;0;0;0;0
Sc-Riqueza;0;0;0;0;0;0;0;0;0;0;0
Sc-Rodeio;0;0;0;0;0;0;0;0;0;0;0
Sc-Romelandia;0;0;0;0;0;0;0;0;0;0;0
Sc-Salete;1;1;1;1;1;1;2;2;1;1;1
Sc-Saltinho;0;0;0;0;0;0;0;0;0;0;0
Sc-Salto Veloso;4;4;4;4;5;4;4;5;4;4;4
Sc-Sangao;0;0;0;0;0;0;0;0;0;0;0
Sc-Santa Cecilia;1;1;1;1;1;1;1;1;1;1;1
Sc-Santa Helena;1;1;1;1;1;1;0;0;0;0;0
Sc-Santa Rosa de Lima;2;2;1;1;1;1;1;1;1;1;1
Sc-Santa Rosa do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Santa Terezinha;0;0;0;0;0;0;0;0;0;0;0
Sc-Santa Terezinha do Progresso;0;0;0;0;0;0;0;0;0;0;0
Sc-Santiago do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Santo Amaro da Imperatriz;2;3;3;2;2;2;1;1;1;1;1
Sc-Sao Bernardino;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Bento do Sul;5;6;6;6;6;6;4;3;5;5;4
Sc-Sao Bonifacio;1;1;1;1;1;1;1;1;1;1;1
Sc-Sao Carlos;2;1;2;2;2;3;3;2;2;2;2
Sc-Sao Cristovao do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Domingos;1;1;1;1;1;1;1;1;1;1;1
Sc-Sao Francisco do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Joao do Oeste;2;2;2;2;2;2;2;2;2;2;2
Sc-Sao Joao Batista;0;0;0;0;1;1;1;2;2;1;1
Sc-Sao Joao do Itaperiu;4;4;4;4;4;4;4;4;4;4;4
Sc-Sao Joao do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Joaquim;1;1;0;1;1;1;2;2;2;1;1
Sc-Sao Jose;4;4;4;3;3;2;2;2;2;3;3
Sc-Sao Jose do Cedro;4;4;5;5;5;5;5;5;5;4;3
Sc-Sao Jose do Cerrito;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Lourenco do Oeste;0;0;1;1;3;3;2;2;3;2;1
Sc-Sao Ludgero;2;2;1;2;2;2;2;2;2;2;2
Sc-Sao Martinho;2;2;2;2;2;1;1;0;0;0;0
Sc-Sao Miguel da Boa Vista;0;0;0;0;0;0;0;0;0;0;0
Sc-Sao Miguel do Oeste;5;4;4;4;4;4;4;3;3;1;1
Sc-Sao Pedro de Alcantara;0;0;0;0;0;0;0;0;0;0;0
Sc-Saudades;3;2;2;1;1;1;1;1;1;1;1
Sc-Schroeder;0;0;0;0;0;0;0;0;0;0;0
Sc-Seara;11;9;7;8;8;8;9;8;7;7;7
Sc-Serra Alta;0;0;0;0;0;0;0;0;0;0;0
Sc-Sideropolis;0;0;0;0;0;0;0;0;0;0;0
Sc-Sombrio;1;2;2;2;2;1;1;1;1;1;1
Sc-Sul Brasil;0;1;1;1;1;1;1;0;0;0;0
Sc-Taio;3;3;3;2;2;4;5;4;4;5;3
Sc-Tangara;3;3;3;3;2;2;2;2;3;2;3
Sc-Tigrinhos;0;0;0;0;0;0;0;0;0;0;0
Sc-Tijucas;2;2;2;2;2;2;2;2;2;2;2
Sc-Timbe do Sul;0;0;0;0;0;0;0;0;0;0;0
Sc-Timbo;6;6;5;6;5;5;5;4;4;3;3
Sc-Timbo Grande;0;0;0;0;0;0;0;0;0;0;0
Sc-Tres Barras;0;0;0;1;1;0;0;0;0;0;0
Sc-Treviso;0;0;0;0;0;0;0;0;0;0;0
Sc-Treze de Maio;0;1;1;2;1;1;0;1;1;1;1
Sc-Treze Tilias;0;1;1;1;1;1;1;1;1;0;0
Sc-Trombudo Central;0;0;0;0;0;0;0;0;0;0;0
Sc-Tubarao;3;3;3;3;4;5;9;8;6;5;3
Sc-Tunapolis;1;1;2;2;2;2;1;1;1;1;1
Sc-Turvo;0;0;0;0;1;0;0;0;0;0;0
Sc-Uniao do Oeste;0;0;0;0;0;0;0;0;0;0;0
Sc-Urubici;1;1;1;1;1;1;1;1;1;1;1
Sc-Urupema;0;0;0;0;0;0;0;0;0;0;0
Sc-Urussanga;2;2;2;2;2;2;1;2;1;0;0
Sc-Vargeao;0;0;0;0;0;0;0;0;0;0;0
Sc-Vargem;0;0;0;0;0;0;0;0;0;0;0
Sc-Vargem Bonita;1;1;2;1;1;1;1;0;0;0;0
Sc-Vidal Ramos;0;0;0;0;0;0;0;0;0;0;0
Sc-Videira;9;11;12;11;8;4;4;4;4;5;5
Sc-Vitor Meireles;0;0;0;0;0;0;0;0;0;0;0
Sc-Witmarsum;1;1;1;0;0;0;1;0;0;0;0
Sc-Xanxere;5;5;4;5;5;5;6;6;6;5;4
Sc-Xavantina;0;0;0;0;0;0;0;0;0;0;0
Sc-Xaxim;9;9;9;9;7;10;9;8;8;8;7
Sc-Zortea;0;0;0;0;0;0;0;0;0;0;0
Sc-Balneario Rincao;0;0;0;0;0;0;0;0;0;0;0
Sc-Ignorado;0;0;0;0;0;0;0;0;0;0;0
Rs-Acegua;0;0;0;0;0;0;0;0;0;0;0
Rs-Agua Santa;0;0;0;0;0;1;1;1;1;1;1
Rs-Agudo;0;0;0;0;0;0;0;0;0;0;0
Rs-Ajuricaba;0;0;0;1;1;1;1;1;1;0;1
Rs-Alecrim;0;0;0;0;0;0;0;0;0;0;0
Rs-Alegrete;4;4;5;6;5;5;3;6;3;3;2
Rs-Alegria;0;1;1;0;0;0;0;0;0;0;0
Rs-Almirante Tamandare do Sul;2;2;2;2;1;0;0;1;1;1;1
Rs-Alpestre;0;0;0;0;0;0;0;0;0;0;0
Rs-Alto Alegre;0;0;0;0;0;0;0;0;0;0;0
Rs-Alto Feliz;0;0;1;1;0;0;0;0;0;0;0
Rs-Alvorada;1;0;1;1;1;2;2;2;2;2;2
Rs-Amaral Ferrador;0;0;0;0;0;0;0;0;0;0;0
Rs-Ametista do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Andre da Rocha;0;0;0;0;0;0;0;0;0;0;0
Rs-Anta Gorda;1;1;1;1;1;1;1;1;1;1;1
Rs-Antonio Prado;2;2;2;2;3;4;4;4;2;2;2
Rs-Arambare;0;0;0;0;0;0;0;0;0;0;0
Rs-Ararica;1;1;1;1;1;1;0;0;0;0;0
Rs-Aratiba;2;2;2;2;2;2;2;2;2;2;2
Rs-Arroio do Meio;3;4;4;3;3;4;3;1;2;3;3
Rs-Arroio do Sal;0;0;0;0;0;0;0;0;0;0;0
Rs-Arroio do Padre;0;0;0;0;0;0;1;1;1;1;1
Rs-Arroio dos Ratos;2;2;2;2;2;2;2;1;2;2;2
Rs-Arroio do Tigre;1;2;2;2;1;1;1;1;1;1;1
Rs-Arroio Grande;1;1;1;1;1;2;2;0;0;1;1
Rs-Arvorezinha;0;0;1;1;0;0;0;1;1;1;1
Rs-Augusto Pestana;2;1;1;1;1;1;1;2;2;1;1
Rs-Aurea;1;0;0;0;0;0;0;0;0;0;0
Rs-Bage;10;10;9;11;10;9;10;10;9;10;11
Rs-Balneario Pinhal;0;0;0;0;0;0;0;0;0;0;0
Rs-Barao;2;1;2;2;1;0;0;0;0;0;0
Rs-Barao de Cotegipe;0;0;0;0;0;0;0;1;1;0;0
Rs-Barao do Triunfo;0;0;0;0;0;0;0;0;0;0;0
Rs-Barracao;1;1;1;1;1;1;1;1;1;1;0
Rs-Barra do Guarita;0;0;0;0;0;0;0;0;0;0;0
Rs-Barra do Quarai;0;0;0;0;0;0;0;0;0;0;0
Rs-Barra do Ribeiro;0;0;0;0;0;0;0;0;1;0;1
Rs-Barra do Rio Azul;0;0;0;0;0;0;0;0;0;0;0
Rs-Barra Funda;0;0;0;0;0;0;0;0;0;0;0
Rs-Barros Cassal;1;1;1;1;1;1;1;1;1;1;1
Rs-Benjamin Constant do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Bento Goncalves;1;1;2;1;3;2;2;3;4;1;3
Rs-Boa Vista das Missoes;0;0;0;0;0;0;0;0;0;0;1
Rs-Boa Vista do Burica;1;1;1;1;1;1;1;1;1;1;1
Rs-Boa Vista do Cadeado;1;1;1;1;1;1;0;0;0;0;0
Rs-Boa Vista do Incra;0;0;0;0;0;0;0;0;0;0;0
Rs-Boa Vista do Sul;1;3;3;3;3;3;3;3;1;0;0
Rs-Bom Jesus;0;0;0;0;0;1;1;1;2;2;2
Rs-Bom Principio;1;1;1;1;1;1;1;1;1;1;1
Rs-Bom Progresso;0;0;0;0;0;0;0;0;0;0;0
Rs-Bom Retiro do Sul;2;2;2;2;2;1;1;2;2;2;2
Rs-Boqueirao do Leao;2;2;2;1;1;1;1;0;0;0;0
Rs-Bossoroca;0;1;1;1;1;1;1;1;0;0;0
Rs-Bozano;0;0;0;0;0;0;0;0;0;0;0
Rs-Braga;0;0;0;0;0;0;0;0;0;0;0
Rs-Brochier;0;1;1;1;1;1;1;1;1;1;1
Rs-Butia;1;1;2;1;1;1;1;1;2;2;2
Rs-Cacapava do Sul;2;3;3;3;3;3;3;3;3;3;3
Rs-Cacequi;1;1;1;1;0;0;0;0;0;0;0
Rs-Cachoeira do Sul;6;7;5;5;7;6;6;5;6;5;5
Rs-Cachoeirinha;1;1;1;1;2;2;2;3;2;3;2
Rs-Cacique Doble;0;0;0;0;0;0;0;0;0;0;0
Rs-Caibate;0;0;0;0;0;0;0;1;1;1;1
Rs-Caicara;0;0;0;0;0;0;0;0;0;0;0
Rs-Camaqua;1;2;2;2;2;2;2;3;3;3;3
Rs-Camargo;0;0;0;0;0;1;1;1;0;0;0
Rs-Cambara do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Campestre da Serra;0;0;0;0;0;0;0;0;1;1;1
Rs-Campina das Missoes;1;1;1;1;0;0;0;0;0;0;0
Rs-Campinas do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Campo Bom;1;1;1;1;1;2;2;2;1;1;0
Rs-Campo Novo;0;0;0;0;0;0;0;0;0;0;0
Rs-Campos Borges;2;2;3;2;2;2;2;1;0;0;0
Rs-Candelaria;0;0;1;3;3;2;2;1;1;1;2
Rs-Candido Godoi;0;0;0;0;0;0;0;0;1;1;1
Rs-Candiota;0;0;0;0;0;0;0;0;0;0;0
Rs-Canela;1;1;1;0;0;1;0;0;0;0;0
Rs-Cangucu;4;5;5;6;6;8;8;4;5;5;3
Rs-Canoas;1;1;1;1;2;1;0;0;0;1;2
Rs-Canudos do Vale;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao Bonito do Sul;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao da Canoa;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao do Cipo;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao do Leao;4;4;3;4;4;5;6;5;4;4;2
