Município;2021;2020;2019;2018;2017
Pb-Aroeiras;0;0;0;0;0
Pb-Assuncao;0;0;0;0;0
Pb-Baia da Traicao;0;0;0;0;0
Pb-Bananeiras;11;16;12;12;9
Pb-Barauna;0;0;0;0;0
Pb-Barra de Santana;5;2;0;0;0
Pb-Barra de Santa Rosa;0;0;0;0;0
Pb-Barra de Sao Miguel;0;0;0;0;0
Pb-Bayeux;1;0;0;0;0
Pb-Belem;0;1;2;2;2
Pb-Belem do Brejo do Cruz;0;0;0;0;0
Pb-Bernardino Batista;0;0;0;0;0
Pb-Boa Ventura;0;2;2;0;0
Pb-Boa Vista;0;1;1;0;2
Pb-Bom Jesus;0;0;0;0;0
Pb-Bom Sucesso;1;1;0;0;0
Pb-Bonito de Santa Fe;0;1;1;0;0
Pb-Boqueirao;0;0;0;1;1
Pb-Igaracy;0;0;0;0;0
Pb-Borborema;0;0;0;0;0
Pb-Brejo do Cruz;1;1;1;1;1
Pb-Brejo dos Santos;0;0;0;0;0
Pb-Caapora;0;0;0;0;0
Pb-Cabaceiras;0;0;0;0;0
Pb-Cabedelo;0;0;0;0;0
Pb-Cachoeira dos Indios;1;0;0;0;0
Pb-Cacimba de Areia;0;0;0;0;0
Pb-Cacimba de Dentro;0;0;0;1;0
Pb-Cacimbas;0;0;0;0;0
Pb-Caicara;0;4;1;1;3
Pb-Cajazeiras;3;4;4;7;4
Pb-Cajazeirinhas;0;0;0;0;0
Pb-Caldas Brandao;1;5;10;8;9
Pb-Camalau;0;0;0;0;0
Pb-Campina Grande;10;24;21;39;44
Pb-Capim;0;0;1;1;2
Pb-Caraubas;0;0;0;0;0
Pb-Carrapateira;0;0;0;0;0
Pb-Casserengue;0;0;0;0;0
Pb-Catingueira;2;1;1;0;0
Pb-Catole do Rocha;1;0;0;0;0
Pb-Caturite;8;8;9;11;14
Pb-Conceicao;0;0;0;0;0
Pb-Condado;8;7;8;0;8
Pb-Conde;7;7;14;19;11
Pb-Congo;0;0;0;0;0
Pb-Coremas;0;0;0;0;0
Pb-Coxixola;9;10;10;4;2
Pb-Cruz do Espirito Santo;0;0;0;0;0
Pb-Cubati;0;0;0;0;0
Pb-Cuite;0;0;0;0;0
Pb-Cuitegi;3;3;4;3;3
Pb-Cuite de Mamanguape;12;23;21;25;34
Pb-Curral de Cima;10;11;14;14;14
Pb-Curral Velho;0;0;0;0;0
Pb-Damiao;0;0;0;0;0
Pb-Desterro;0;0;0;0;0
Pb-Vista Serrana;0;0;0;0;0
Pb-Diamante;2;2;2;0;0
Pb-Dona Ines;0;0;0;0;0
Pb-Duas Estradas;0;0;0;0;0
Pb-Emas;1;0;0;0;0
Pb-Esperanca;1;2;4;4;4
Pb-Fagundes;4;4;6;6;6
Pb-Frei Martinho;0;0;0;0;0
Pb-Gado Bravo;0;0;0;0;0
Pb-Guarabira;2;5;6;14;17
Pb-Gurinhem;50;37;29;44;30
Pb-Gurjao;0;0;0;0;0
Pb-Ibiara;0;0;0;0;0
Pb-Imaculada;1;1;1;1;1
Pb-Inga;40;14;23;38;25
Pb-Itabaiana;39;24;34;38;39
Pb-Itaporanga;2;2;1;1;2
Pb-Itapororoca;7;5;5;7;6
Pb-Itatuba;16;19;19;20;21
Pb-Jacarau;4;7;4;3;2
Pb-Jerico;0;0;0;0;0
Pb-Joao Pessoa;97;90;80;67;78
Pb-Juarez Tavora;2;2;2;1;0
Pb-Juazeirinho;0;1;1;1;0
Pb-Junco do Serido;0;0;0;0;0
Pb-Juripiranga;16;13;8;11;11
Pb-Juru;0;0;0;0;0
Pb-Lagoa;0;0;0;0;0
Pb-Lagoa de Dentro;0;4;5;7;6
Pb-Lagoa Seca;8;8;8;8;12
Pb-Lastro;0;0;0;0;0
Pb-Livramento;0;0;0;0;0
Pb-Logradouro;1;3;3;5;1
Pb-Lucena;14;13;13;13;11
Pb-Mae D Agua;0;0;0;0;0
Pb-Malta;1;2;1;2;1
Pb-Mamanguape;7;5;6;5;5
Pb-Manaira;0;0;0;0;0
Pb-Marcacao;0;0;0;0;0
Pb-Mari;4;9;7;18;11
Pb-Marizopolis;0;0;0;0;0
Pb-Massaranduba;9;11;9;9;7
Pb-Mataraca;0;0;0;0;0
Pb-Matinhas;0;0;0;0;0
Pb-Mato Grosso;0;0;0;0;0
Pb-Matureia;0;0;0;0;0
Pb-Mogeiro;19;19;19;19;20
Pb-Montadas;0;0;0;0;0
Pb-Monte Horebe;0;0;0;1;1
Pb-Monteiro;3;0;0;0;1
Pb-Mulungu;8;7;6;4;7
Pb-Natuba;0;0;0;0;0
Pb-Nazarezinho;0;0;0;0;0
Pb-Nova Floresta;2;1;1;0;0
Pb-Nova Olinda;0;0;0;0;0
Pb-Nova Palmeira;1;0;0;1;1
Pb-Olho D Agua;0;0;0;0;0
Pb-Olivedos;0;0;0;0;0
Pb-Ouro Velho;0;0;0;0;2
Pb-Parari;0;0;0;0;0
Pb-Passagem;0;0;0;0;0
Pb-Patos;1;2;4;5;6
Pb-Paulista;6;5;4;4;4
Pb-Pedra Branca;0;0;0;0;0
Pb-Pedra Lavrada;0;0;0;0;0
Pb-Pedras de Fogo;0;0;0;0;3
Pb-Pianco;0;0;0;0;0
Pb-Picui;0;0;1;1;1
Pb-Pilar;17;19;21;24;21
Pb-Piloes;0;0;0;0;0
Pb-Piloezinhos;0;0;0;0;0
Pb-Pirpirituba;8;7;8;6;6
Pb-Pitimbu;1;1;1;1;1
Pb-Pocinhos;1;0;0;5;7
Pb-Poco Dantas;0;0;0;0;0
Pb-Poco de Jose de Moura;0;0;0;0;0
Pb-Pombal;0;2;6;0;0
Pb-Prata;3;2;3;2;1
Pb-Princesa Isabel;0;0;0;0;0
Pb-Puxinana;3;7;8;12;8
Pb-Queimadas;40;23;15;22;20
Pb-Quixaba;0;0;0;0;0
Pb-Remigio;1;1;1;1;1
Pb-Pedro Regis;0;0;0;0;0
Pb-Riachao;0;0;0;0;1
Pb-Riachao do Bacamarte;7;7;1;2;6
Pb-Riachao do Poco;0;0;0;0;0
Pb-Riacho de Santo Antonio;0;0;0;0;0
Pb-Riacho dos Cavalos;0;0;0;0;0
Pb-Rio Tinto;3;3;4;4;5
Pb-Salgadinho;0;0;0;0;0
Pb-Salgado de Sao Felix;4;4;4;5;3
Pb-Santa Cecilia;0;0;0;0;0
Pb-Santa Cruz;0;0;0;0;0
Pb-Santa Helena;4;3;4;0;0
Pb-Santa Ines;0;0;0;0;0
Pb-Santa Luzia;3;6;7;7;6
Pb-Santana de Mangueira;0;0;0;0;0
Pb-Santana dos Garrotes;0;0;0;0;0
Pb-Joca Claudino;0;0;1;1;1
Pb-Santa Rita;19;20;24;30;25
Pb-Santa Teresinha;0;0;0;0;0
Pb-Santo Andre;0;0;0;0;0
Pb-Sao Bento;0;0;0;0;0
Pb-Sao Bentinho;0;0;0;0;0
Pb-Sao Domingos do Cariri;0;0;0;0;0
Pb-Sao Domingos;1;1;1;1;1
Pb-Sao Francisco;0;0;0;0;0
Pb-Sao Joao do Cariri;14;10;10;10;11
Pb-Sao Joao do Tigre;0;0;0;0;0
Pb-Sao Jose da Lagoa Tapada;0;0;0;0;0
Pb-Sao Jose de Caiana;0;0;0;0;0
Pb-Sao Jose de Espinharas;1;1;1;3;3
Pb-Sao Jose dos Ramos;13;8;9;6;8
Pb-Sao Jose de Piranhas;0;0;0;0;0
Pb-Sao Jose de Princesa;0;0;0;0;0
Pb-Sao Jose do Bonfim;0;0;0;0;0
Pb-Sao Jose do Brejo do Cruz;0;0;0;0;0
Pb-Sao Jose do Sabugi;0;0;0;0;0
Pb-Sao Jose dos Cordeiros;0;0;0;0;0
Pb-Sao Mamede;1;1;1;1;2
Pb-Sao Miguel de Taipu;22;20;19;15;19
Pb-Sao Sebastiao de Lagoa de Roca;0;0;0;0;0
Pb-Sao Sebastiao do Umbuzeiro;0;0;0;0;0
Pb-Sape;19;24;29;18;18
Pb-Sao Vicente do Serido;0;0;0;0;0
Pb-Serra Branca;2;2;7;11;5
Pb-Serra da Raiz;0;0;0;0;0
Pb-Serra Grande;0;0;0;0;0
Pb-Serra Redonda;0;0;0;0;0
Pb-Serraria;2;2;9;2;2
Pb-Sertaozinho;0;0;0;0;0
Pb-Sobrado;1;1;1;1;1
Pb-Solanea;1;1;1;2;2
Pb-Soledade;0;0;0;1;1
Pb-Sossego;0;0;0;0;0
Pb-Sousa;5;8;2;4;4
Pb-Sume;1;3;1;1;1
Pb-Tacima;0;0;1;4;3
Pb-Taperoa;0;0;0;0;0
Pb-Tavares;0;0;0;0;0
Pb-Teixeira;0;0;0;0;0
Pb-Tenorio;0;0;0;0;0
Pb-Triunfo;0;0;0;0;0
Pb-Uirauna;0;0;0;0;0
Pb-Umbuzeiro;0;0;0;0;0
Pb-Varzea;0;1;1;1;1
Pb-Vieiropolis;0;0;0;0;0
Pb-Zabele;0;0;0;0;0
Pb-Ignorado;0;0;0;0;0
Pe-Abreu e Lima;0;0;0;0;0
Pe-Afogados da Ingazeira;0;0;0;0;0
Pe-Afranio;1;1;0;0;0
Pe-Agrestina;43;37;36;13;8
Pe-Agua Preta;25;45;38;57;42
Pe-Aguas Belas;0;0;1;0;0
Pe-Alagoinha;1;1;1;1;2
Pe-Alianca;2;3;3;4;5
Pe-Altinho;24;25;29;29;18
Pe-Amaraji;26;15;7;15;9
Pe-Angelim;21;33;25;27;32
Pe-Aracoiaba;0;0;0;0;0
Pe-Araripina;0;0;0;0;0
Pe-Arcoverde;9;2;15;17;14
Pe-Barra de Guabiraba;31;24;22;32;20
Pe-Barreiros;3;34;30;17;16
Pe-Belem de Maria;0;0;0;0;3
Pe-Belem de Sao Francisco;0;0;0;0;0
Pe-Belo Jardim;10;9;9;10;6
Pe-Betania;0;0;0;1;4
Pe-Bezerros;28;35;41;45;38
Pe-Bodoco;10;7;9;6;8
Pe-Bom Conselho;33;31;40;31;28
Pe-Bom Jardim;7;8;9;13;16
Pe-Bonito;57;48;114;63;64
Pe-Brejao;15;16;21;24;23
Pe-Brejinho;0;0;0;0;0
Pe-Brejo da Madre de Deus;0;0;5;6;7
Pe-Buenos Aires;0;0;2;2;3
Pe-Buique;30;38;53;59;41
Pe-Cabo de Santo Agostinho;0;0;0;0;0
Pe-Cabrobo;0;0;0;0;0
Pe-Cachoeirinha;0;0;1;0;1
Pe-Caetes;4;4;5;4;3
Pe-Calcado;0;0;0;0;0
Pe-Calumbi;0;0;0;0;0
Pe-Camaragibe;12;13;10;11;9
Pe-Camocim de Sao Felix;15;12;7;7;7
Pe-Camutanga;0;0;0;0;0
Pe-Canhotinho;72;63;79;79;69
Pe-Capoeiras;0;0;0;0;0
Pe-Carnaiba;0;0;0;0;0
Pe-Carnaubeira da Penha;0;0;0;0;0
Pe-Carpina;42;43;54;58;54
Pe-Caruaru;22;24;16;25;32
Pe-Casinhas;0;0;0;0;0
Pe-Catende;0;0;0;0;0
Pe-Cedro;1;2;0;1;0
Pe-Cha de Alegria;0;0;0;0;0
Pe-Cha Grande;0;0;0;0;0
Pe-Condado;28;26;27;24;2
Pe-Correntes;1;2;8;2;2
Pe-Cortes;105;92;130;28;27
Pe-Cumaru;1;1;1;2;2
Pe-Cupira;0;0;0;0;0
Pe-Custodia;12;7;6;9;12
Pe-Dormentes;0;0;0;0;0
Pe-Escada;20;25;44;38;14
Pe-Exu;1;1;1;1;0
Pe-Feira Nova;26;33;33;44;49
Pe-Fernando de Noronha;0;0;0;0;0
Pe-Ferreiros;7;6;6;4;5
Pe-Flores;0;0;0;0;0
Pe-Floresta;0;1;2;2;2
Pe-Frei Miguelinho;3;2;1;1;1
Pe-Gameleira;5;4;0;0;0
Pe-Garanhuns;32;61;67;58;62
Pe-Gloria do Goita;3;5;5;6;9
Pe-Goiana;2;2;2;4;4
Pe-Granito;0;0;0;0;0
Pe-Gravata;83;74;72;57;54
Pe-Iati;1;0;0;2;0
Pe-Ibimirim;5;5;4;1;1
Pe-Ibirajuba;0;0;0;0;0
Pe-Igarassu;4;4;0;9;3
Pe-Iguaracy;0;0;0;1;1
Pe-Inaja;0;0;1;1;1
Pe-Ingazeira;0;0;0;0;0
Pe-Ipojuca;0;0;0;0;0
Pe-Ipubi;0;0;0;0;0
Pe-Itacuruba;0;0;0;0;0
Pe-Itaiba;1;1;0;0;0
Pe-Ilha de Itamaraca;0;0;0;0;0
Pe-Itambe;10;16;5;18;7
Pe-Itapetim;22;32;36;30;34
Pe-Itapissuma;6;5;8;7;3
Pe-Itaquitinga;0;0;0;0;0
Pe-Jaboatao dos Guararapes;9;10;9;9;15
Pe-Jaqueira;0;0;0;0;0
Pe-Jatauba;0;0;0;0;0
Pe-Jatoba;0;0;0;0;0
Pe-Joao Alfredo;2;2;2;2;5
Pe-Joaquim Nabuco;25;8;7;8;9
Pe-Jucati;45;29;26;35;27
Pe-Jupi;1;1;1;2;2
Pe-Jurema;10;6;19;11;7
Pe-Lagoa do Carro;60;58;56;64;58
Pe-Lagoa do Itaenga;1;0;1;1;1
Pe-Lagoa do Ouro;0;0;0;0;0
Pe-Lagoa dos Gatos;10;9;15;24;13
Pe-Lagoa Grande;1;1;1;1;1
Pe-Lajedo;12;8;9;9;7
Pe-Limoeiro;118;114;106;118;126
Pe-Macaparana;31;21;22;18;4
Pe-Machados;0;0;0;0;0
Pe-Manari;0;0;0;0;0
Pe-Maraial;43;52;6;46;5
Pe-Mirandiba;0;0;0;0;0
Pe-Moreno;17;19;17;10;14
Pe-Nazare da Mata;29;32;35;35;29
Pe-Olinda;0;1;3;2;2
Pe-Orobo;1;2;1;2;1
Pe-Oroco;0;0;0;0;0
Pe-Ouricuri;1;4;4;5;9
Pe-Palmares;0;19;9;15;14
Pe-Palmeirina;0;0;0;0;1
Pe-Panelas;0;1;1;0;4
Pe-Paranatama;0;1;1;1;1
Pe-Parnamirim;0;0;0;1;1
Pe-Passira;34;25;22;30;42
Pe-Paudalho;32;18;12;12;18
Pe-Paulista;6;5;7;4;0
Pe-Pedra;12;2;2;3;3
Pe-Pesqueira;62;60;70;90;89
Pe-Petrolandia;0;0;0;0;0
Pe-Petrolina;6;7;8;10;12
Pe-Pocao;7;9;8;10;16
Pe-Pombos;18;18;24;21;18
Pe-Primavera;2;2;1;0;0
Pe-Quipapa;17;19;18;22;18
Pe-Quixaba;0;0;0;0;0
Pe-Recife;189;195;184;235;231
Pe-Riacho das Almas;0;13;13;13;13
Pe-Ribeirao;51;34;38;49;44
Pe-Rio Formoso;5;5;7;5;4
Pe-Saire;61;66;42;68;57
Pe-Salgadinho;12;12;5;16;16
Pe-Salgueiro;0;0;2;0;5
Pe-Saloa;1;0;0;0;0
Pe-Sanharo;26;25;25;27;24
Pe-Santa Cruz;0;0;0;1;0
Pe-Santa Cruz da Baixa Verde;0;0;0;0;0
Pe-Santa Cruz do Capibaribe;0;3;5;4;5
Pe-Santa Filomena;1;3;3;1;1
Pe-Santa Maria da Boa Vista;0;0;0;0;0
Pe-Santa Maria do Cambuca;0;0;0;0;0
Pe-Santa Terezinha;0;0;0;0;0
Pe-Sao Benedito do Sul;12;11;5;4;6
Pe-Sao Bento do Una;58;64;47;68;56
Pe-Sao Caitano;1;3;3;4;7
Pe-Sao Joao;2;7;2;5;12
Pe-Sao Joaquim do Monte;20;14;15;19;18
Pe-Sao Jose da Coroa Grande;3;2;1;1;0
Pe-Sao Jose do Belmonte;0;0;0;0;0
Pe-Sao Jose do Egito;1;1;3;2;2
Pe-Sao Lourenco da Mata;3;3;3;3;3
Pe-Sao Vicente Ferrer;0;0;0;0;0
Pe-Serra Talhada;31;6;5;2;2
Pe-Serrita;0;0;0;0;0
Pe-Sertania;6;8;6;5;9
Pe-Sirinhaem;0;0;0;0;0
Pe-Moreilandia;0;0;0;0;0
Pe-Solidao;0;0;0;0;0
Pe-Surubim;6;5;6;13;16
Pe-Tabira;0;0;0;0;1
Pe-Tacaimbo;6;2;2;2;3
Pe-Tacaratu;0;0;0;0;0
Pe-Tamandare;0;18;16;21;14
Pe-Taquaritinga do Norte;3;6;2;6;7
Pe-Terezinha;0;0;0;0;0
Pe-Terra Nova;0;0;0;0;0
Pe-Timbauba;23;30;31;21;22
Pe-Toritama;0;0;0;0;0
Pe-Tracunhaem;11;6;7;6;4
Pe-Trindade;0;0;0;0;0
Pe-Triunfo;0;0;0;0;0
Pe-Tupanatinga;0;0;0;0;0
Pe-Tuparetama;0;0;0;1;1
Pe-Venturosa;1;4;3;5;0
Pe-Verdejante;0;0;0;0;0
Pe-Vertente do Lerio;0;0;0;0;0
Pe-Vertentes;2;3;3;3;3
Pe-Vicencia;63;23;24;34;26
Pe-Vitoria de Santo Antao;56;66;66;56;46
Pe-Xexeu;4;2;4;2;2
Pe-Ignorado;0;0;0;0;0
Al-Agua Branca;4;3;1;0;0
Al-Anadia;3;13;16;17;19
Al-Arapiraca;81;49;45;71;71
Al-Atalaia;62;61;60;49;47
Al-Barra de Santo Antonio;16;16;11;12;14
Al-Barra de Sao Miguel;6;3;0;2;0
Al-Batalha;14;15;14;14;13
Al-Belem;3;2;2;1;5
Al-Belo Monte;0;0;0;0;1
Al-Boca da Mata;3;2;2;3;1
Al-Branquinha;6;9;2;2;3
Al-Cacimbinhas;7;5;5;5;9
Al-Cajueiro;21;13;15;44;32
Al-Campestre;1;1;1;1;0
Al-Campo Alegre;0;2;1;1;15
Al-Campo Grande;0;2;2;2;2
Al-Canapi;0;0;0;0;0
Al-Capela;44;37;41;21;17
Al-Carneiros;1;1;1;1;1
Al-Cha Preta;34;32;30;33;27
Al-Coite do Noia;1;1;1;1;1
Al-Colonia Leopoldina;9;6;5;6;7
Al-Coqueiro Seco;1;1;1;1;1
Al-Coruripe;1;1;1;10;20
Al-Craibas;0;1;0;1;1
Al-Delmiro Gouveia;9;13;13;13;12
Al-Dois Riachos;7;7;8;6;8
Al-Estrela de Alagoas;0;0;0;0;0
Al-Feira Grande;1;34;39;42;45
Al-Feliz Deserto;0;0;0;1;2
Al-Flexeiras;12;36;39;30;36
Al-Girau do Ponciano;7;8;17;26;23
Al-Ibateguara;21;25;25;23;27
Al-Igaci;2;2;2;3;1
Al-Igreja Nova;9;11;19;8;24
Al-Inhapi;0;0;0;0;0
Al-Jacare dos Homens;7;5;6;8;10
Al-Jacuipe;35;32;20;19;23
Al-Japaratinga;0;2;3;1;2
Al-Jaramataia;3;3;3;3;4
Al-Jequia da Praia;0;1;0;0;0
Al-Joaquim Gomes;27;29;37;44;36
Al-Jundia;18;14;4;4;1
Al-Junqueiro;19;5;27;16;14
Al-Lagoa da Canoa;0;0;0;0;0
Al-Limoeiro de Anadia;10;11;7;9;11
Al-Maceio;120;104;126;108;118
Al-Major Isidoro;29;28;19;14;14
Al-Maragogi;21;16;15;17;11
Al-Maravilha;0;0;2;2;2
Al-Marechal Deodoro;3;3;1;3;5
Al-Maribondo;29;32;29;35;32
Al-Mar Vermelho;11;11;5;34;37
Al-Mata Grande;0;0;0;0;0
Al-Matriz de Camaragibe;10;9;7;7;6
Al-Messias;6;0;0;0;0
Al-Minador do Negrao;0;0;0;0;2
Al-Monteiropolis;24;22;21;20;19
Al-Murici;211;206;209;174;207
Al-Novo Lino;54;48;47;66;69
Al-Olho D Agua das Flores;42;39;39;31;30
Al-Olho D Agua do Casado;0;0;0;0;0
Al-Olho D Agua Grande;2;1;0;2;4
Al-Olivenca;0;0;0;0;0
Al-Ouro Branco;0;0;0;0;0
Al-Palestina;0;0;0;0;0
Al-Palmeira dos Indios;11;5;6;6;4
Al-Pao de Acucar;1;1;1;1;1
Al-Pariconha;0;0;0;0;0
Al-Paripueira;0;2;3;2;0
Al-Passo de Camaragibe;39;23;14;29;22
Al-Paulo Jacinto;17;10;8;4;5
Al-Penedo;9;13;8;10;7
Al-Piacabucu;0;2;1;1;0
Al-Pilar;46;47;31;63;56
Al-Pindoba;18;20;20;25;21
Al-Piranhas;0;0;0;0;0
Al-Poco das Trincheiras;1;1;0;0;1
Al-Porto Calvo;66;46;65;55;57
Al-Porto de Pedras;9;9;12;11;12
Al-Porto Real do Colegio;5;9;6;6;6
Al-Quebrangulo;9;7;18;18;17
Al-Rio Largo;17;20;1;18;17
Al-Roteiro;0;0;0;0;0
Al-Santa Luzia do Norte;0;0;0;0;0
Al-Santana do Ipanema;1;2;1;0;0
Al-Santana do Mundau;44;31;51;23;43
Al-Sao Bras;8;8;9;9;9
Al-Sao Jose da Laje;26;15;18;18;10
Al-Sao Jose da Tapera;3;3;0;0;0
Al-Sao Luis do Quitunde;46;28;18;32;30
Al-Sao Miguel dos Campos;45;30;34;26;26
Al-Sao Miguel dos Milagres;7;1;0;6;5
Al-Sao Sebastiao;27;28;30;22;23
Al-Satuba;1;1;1;0;0
Al-Senador Rui Palmeira;1;1;1;1;1
Al-Tanque D Arca;22;21;19;10;10
Al-Taquarana;0;0;0;0;0
Al-Teotonio Vilela;12;0;2;24;1
Al-Traipu;1;6;1;3;2
Al-Uniao dos Palmares;76;79;56;70;72
Al-Vicosa;314;259;292;285;258
Al-Ignorado;0;0;0;0;0
Se-Amparo de Sao Francisco;2;3;2;3;2
Se-Aquidaba;27;29;29;30;27
Se-Aracaju;122;122;97;151;152
Se-Araua;56;44;66;74;85
Se-Areia Branca;12;11;11;13;12
Se-Barra dos Coqueiros;6;1;5;4;1
Se-Boquim;64;65;60;50;63
Se-Brejo Grande;3;0;0;0;1
Se-Campo do Brito;38;38;53;54;58
Se-Canhoba;14;14;12;10;13
Se-Caninde de Sao Francisco;50;45;47;54;53
Se-Capela;44;42;42;52;29
Se-Carira;62;66;72;79;80
Se-Carmopolis;66;61;62;65;70
Se-Cedro de Sao Joao;8;5;17;1;2
Se-Cristinapolis;17;12;10;14;13
Se-Cumbe;21;17;19;20;16
Se-Divina Pastora;33;33;40;35;33
Se-Estancia;90;80;116;124;109
Se-Feira Nova;81;66;22;27;27
Se-Frei Paulo;86;75;86;89;86
Se-Gararu;6;5;5;8;7
Se-General Maynard;7;5;8;9;7
Se-Gracho Cardoso;21;22;20;22;20
Se-Ilha das Flores;0;0;0;0;0
Se-Indiaroba;21;24;33;37;38
Se-Itabaiana;91;80;84;92;86
Se-Itabaianinha;24;28;34;41;39
Se-Itabi;7;11;15;14;8
Se-Itaporanga D Ajuda;315;333;53;301;301
Se-Japaratuba;52;39;32;30;38
Se-Japoata;8;23;37;37;38
Se-Lagarto;209;203;216;218;217
Se-Laranjeiras;31;32;21;36;38
Se-Macambira;13;19;17;18;21
Se-Malhada dos Bois;2;0;0;0;0
Se-Malhador;3;2;3;7;6
Se-Maruim;10;19;18;21;20
Se-Moita Bonita;3;4;4;5;6
Se-Monte Alegre de Sergipe;10;11;11;16;3
Se-Muribeca;18;24;25;26;29
Se-Neopolis;4;7;7;7;10
Se-Nossa Senhora Aparecida;13;12;20;22;18
Se-Nossa Senhora da Gloria;105;101;141;124;96
Se-Nossa Senhora das Dores;75;72;65;76;75
Se-Nossa Senhora de Lourdes;0;1;0;1;1
Se-Nossa Senhora do Socorro;55;41;34;32;35
Se-Pacatuba;19;18;20;27;26
Se-Pedra Mole;2;1;3;3;3
Se-Pedrinhas;7;8;9;16;1
Se-Pinhao;16;15;18;20;17
Se-Pirambu;2;3;2;6;8
Se-Poco Redondo;14;6;9;12;12
Se-Poco Verde;5;7;10;12;15
Se-Porto da Folha;13;13;22;23;23
Se-Propria;12;6;11;11;11
Se-Riachao do Dantas;105;117;100;84;87
Se-Riachuelo;8;9;11;11;15
Se-Ribeiropolis;35;37;41;35;32
Se-Rosario do Catete;14;7;10;14;15
Se-Salgado;16;24;27;36;35
Se-Santa Luzia do Itanhy;34;30;25;39;36
Se-Santana do Sao Francisco;0;0;0;0;0
Se-Santa Rosa de Lima;35;30;26;34;34
Se-Santo Amaro das Brotas;10;16;18;14;17
Se-Sao Cristovao;46;45;47;36;50
Se-Sao Domingos;12;11;12;13;12
Se-Sao Francisco;13;13;13;14;8
Se-Sao Miguel do Aleixo;16;14;24;26;28
Se-Simao Dias;39;46;52;49;52
Se-Siriri;29;31;25;29;30
Se-Telha;10;10;10;15;17
Se-Tobias Barreto;18;20;17;11;19
Se-Tomar do Geru;10;12;12;8;10
Se-Umbauba;9;6;4;4;8
Se-Ignorado;0;0;0;0;0
Ba-Abaira;0;0;2;3;3
Ba-Abare;0;0;0;0;0
Ba-Acajutiba;0;14;17;18;7
Ba-Adustina;1;1;1;1;0
Ba-Agua Fria;9;6;6;7;8
Ba-Erico Cardoso;2;0;0;3;1
Ba-Aiquara;38;38;37;39;34
Ba-Alagoinhas;102;102;102;78;84
Ba-Alcobaca;135;113;114;101;98
Ba-Almadina;20;15;16;14;14
Ba-Amargosa;72;85;90;89;102
Ba-Amelia Rodrigues;22;27;26;34;28
Ba-America Dourada;1;2;2;2;2
Ba-Anage;15;13;11;14;17
Ba-Andarai;60;52;42;19;24
Ba-Andorinha;11;11;12;12;14
Ba-Angical;36;36;28;34;32
Ba-Anguera;7;7;9;12;10
Ba-Antas;2;2;2;2;4
Ba-Antonio Cardoso;79;99;79;89;87
Ba-Antonio Goncalves;3;3;1;1;2
Ba-Apora;20;26;29;21;29
Ba-Apuarema;2;2;1;2;3
Ba-Aracatu;10;13;14;14;14
Ba-Aracas;13;14;16;16;15
Ba-Araci;5;11;12;15;19
Ba-Aramari;10;2;2;10;6
Ba-Arataca;3;2;2;1;1
Ba-Aratuipe;33;34;36;42;36
Ba-Aurelino Leal;73;64;61;49;56
Ba-Baianopolis;36;25;18;18;24
Ba-Baixa Grande;53;38;37;44;44
Ba-Banzae;0;0;0;0;0
Ba-Barra;17;12;14;7;8
Ba-Barra da Estiva;39;21;24;23;24
Ba-Barra do Choca;63;52;67;58;67
Ba-Barra do Mendes;0;0;0;0;1
Ba-Barra do Rocha;13;17;21;27;18
Ba-Barreiras;123;113;128;150;129
Ba-Barro Alto;0;0;0;11;1
Ba-Barrocas;1;1;1;1;0
Ba-Barro Preto;11;6;4;9;6
Ba-Belmonte;107;111;56;103;55
Ba-Belo Campo;3;1;1;2;4
Ba-Biritinga;12;10;5;5;4
Ba-Boa Nova;20;17;16;20;24
Ba-Boa Vista do Tupim;65;60;56;62;59
Ba-Bom Jesus da Lapa;31;21;31;31;30
Ba-Bom Jesus da Serra;0;0;0;0;0
Ba-Boninal;0;0;0;0;0
Ba-Bonito;10;0;0;3;4
Ba-Boquira;0;0;0;0;1
Ba-Botupora;1;1;1;1;1
Ba-Brejoes;5;7;8;10;7
Ba-Brejolandia;70;56;69;16;20
Ba-Brotas de Macaubas;0;0;0;0;0
Ba-Brumado;62;50;57;58;68
Ba-Buerarema;18;20;18;22;19
Ba-Buritirama;0;0;0;0;0
Ba-Caatiba;160;125;131;165;150
Ba-Cabaceiras do Paraguacu;14;16;12;15;18
Ba-Cachoeira;32;34;31;35;35
Ba-Cacule;5;3;5;4;4
Ba-Caem;8;7;6;8;8
Ba-Caetanos;2;2;2;2;2
Ba-Caetite;14;14;14;19;17
Ba-Cafarnaum;0;0;0;0;0
Ba-Cairu;0;0;0;0;0
Ba-Caldeirao Grande;1;1;0;0;0
Ba-Camacan;36;30;29;29;29
Ba-Camacari;36;19;30;39;40
Ba-Camamu;0;0;0;1;1
Ba-Campo Alegre de Lourdes;0;2;0;0;0
Ba-Campo Formoso;7;5;6;5;6
Ba-Canapolis;2;1;1;2;2
Ba-Canarana;4;3;3;3;3
Ba-Canavieiras;88;74;79;68;72
Ba-Candeal;15;13;19;21;18
Ba-Candeias;25;23;26;24;22
Ba-Candiba;4;4;6;6;4
Ba-Candido Sales;5;5;3;5;5
Ba-Cansancao;23;16;13;21;25
Ba-Canudos;1;1;1;1;0
Ba-Capela do Alto Alegre;6;8;6;7;6
Ba-Capim Grosso;5;0;0;2;4
Ba-Caraibas;3;3;5;4;6
