Município;2021;2020;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010;2009;2008;2007;2006
Rs-Boa Vista do Burica;0;0;0;0;0;0;0;0;0;0;0;0;2;1;3;2
Rs-Boa Vista do Cadeado;131;117;111;106;99;84;95;77;77;86;63;43;39;30;38;39
Rs-Boa Vista do Incra;90;95;93;88;67;85;73;73;69;66;65;50;48;50;31;27
Rs-Boa Vista do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rs-Bom Jesus;25;26;26;22;38;21;19;18;16;19;20;17;14;21;25;25
Rs-Bom Principio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Bom Progresso;7;6;7;7;11;10;16;14;10;2;4;3;2;0;0;0
Rs-Bom Retiro do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Boqueirao do Leao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Bossoroca;67;61;55;61;65;63;52;47;50;50;53;42;24;29;24;25
Rs-Bozano;21;20;20;21;17;19;18;15;18;41;14;19;7;11;19;19
Rs-Braga;3;5;4;5;7;6;6;6;6;7;6;5;6;6;4;10
Rs-Brochier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Butia;13;7;22;20;16;18;11;16;11;4;6;6;6;3;0;0
Rs-Cacapava do Sul;42;32;33;26;34;28;26;15;10;19;16;15;16;14;13;10
Rs-Cacequi;47;38;40;27;13;21;12;9;5;2;4;4;4;7;4;2
Rs-Cachoeira do Sul;280;223;229;264;215;229;231;196;198;193;193;193;189;175;127;109
Rs-Cachoeirinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cacique Doble;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0
Rs-Caibate;21;23;23;16;12;15;17;12;8;7;8;7;5;5;8;7
Rs-Caicara;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Camaqua;3;21;19;3;0;0;3;2;2;1;1;0;0;0;0;0
Rs-Camargo;4;3;5;3;3;4;3;1;0;0;0;0;0;0;0;0
Rs-Cambara do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Campestre da Serra;18;16;6;1;2;2;3;3;3;3;2;2;0;0;0;0
Rs-Campina das Missoes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Campinas do Sul;39;35;36;39;36;37;37;19;10;11;10;12;11;10;0;0
Rs-Campo Bom;0;0;0;3;3;3;4;4;3;3;3;4;4;5;5;3
Rs-Campo Novo;32;28;23;24;29;18;16;35;42;31;32;33;37;15;37;37
Rs-Campos Borges;8;7;5;7;2;2;8;6;6;5;3;2;2;5;6;5
Rs-Candelaria;6;0;0;1;0;1;1;2;0;0;2;4;2;4;2;1
Rs-Candido Godoi;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;1
Rs-Candiota;14;6;6;5;6;7;7;2;10;10;1;1;0;0;0;0
Rs-Canela;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cangucu;27;23;25;21;15;21;25;21;16;14;10;7;5;6;4;3
Rs-Canoas;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Canudos do Vale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao Bonito do Sul;52;63;56;49;44;45;35;30;27;19;17;23;25;27;22;11
Rs-Capao da Canoa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Capao do Cipo;133;127;100;82;61;61;56;49;37;49;45;42;29;23;25;19
Rs-Capao do Leao;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Capivari do Sul;3;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Capela de Santana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Capitao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Carazinho;416;407;418;438;437;418;445;430;439;414;428;475;477;485;499;574
Rs-Caraa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Carlos Barbosa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Carlos Gomes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Casca;3;3;0;0;0;0;0;0;0;0;0;1;1;0;5;0
Rs-Caseiros;6;3;7;6;7;11;7;8;11;8;4;1;1;2;3;4
Rs-Catuipe;121;111;118;118;104;99;89;96;84;92;97;84;86;86;88;91
Rs-Caxias do Sul;6;7;6;0;0;0;0;0;0;0;0;0;0;0;1;0
Rs-Centenario;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerrito;1;1;0;0;1;0;1;1;1;1;1;0;0;0;0;0
Rs-Cerro Branco;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerro Grande;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerro Grande do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cerro Largo;9;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Rs-Chapada;87;92;94;92;77;83;103;90;86;94;103;94;98;96;87;87
Rs-Charqueadas;4;3;3;3;3;4;6;3;3;3;2;2;2;1;2;2
Rs-Charrua;1;1;1;0;1;1;1;1;1;1;0;0;0;0;0;0
Rs-Chiapetta;111;92;96;108;111;114;108;75;114;111;111;89;71;64;68;75
Rs-Chui;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Chuvisca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cidreira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ciriaco;19;18;19;14;12;17;15;14;13;12;15;17;17;21;13;18
Rs-Colinas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Colorado;16;14;14;9;10;12;11;13;21;20;23;25;25;22;18;17
Rs-Condor;173;199;238;203;216;211;172;153;171;156;148;140;103;83;61;35
Rs-Constantina;3;4;3;2;2;2;2;2;2;2;2;2;2;0;0;0
Rs-Coqueiro Baixo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Coqueiros do Sul;3;2;1;1;2;1;1;1;1;1;2;2;2;3;7;5
Rs-Coronel Barros;13;14;10;14;12;11;6;12;13;10;15;12;4;7;9;8
Rs-Coronel Bicaco;59;62;68;75;68;75;75;82;63;56;61;55;53;51;48;80
Rs-Coronel Pilar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cotipora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Coxilha;83;86;89;104;112;103;89;93;93;82;75;74;84;70;63;64
Rs-Crissiumal;2;2;3;2;4;4;4;3;5;4;5;5;4;4;4;4
Rs-Cristal;9;10;20;12;19;16;10;10;5;5;4;5;11;0;0;6
Rs-Cristal do Sul;0;0;0;0;0;0;0;0;2;0;0;0;0;0;4;4
Rs-Cruz Alta;538;510;549;435;498;506;537;513;541;546;559;551;520;526;591;505
Rs-Cruzaltense;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Cruzeiro do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-David Canabarro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Derrubadas;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1
Rs-Dezesseis de Novembro;14;12;12;14;16;12;5;8;5;3;3;3;2;2;2;2
Rs-Dilermando de Aguiar;14;6;5;3;5;9;6;3;0;0;3;0;0;0;0;0
Rs-Dois Irmaos;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Dois Irmaos das Missoes;85;82;84;80;76;83;75;67;79;83;78;73;76;65;64;47
Rs-Dois Lajeados;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Dom Feliciano;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Dom Pedro de Alcantara;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Dom Pedrito;78;26;42;36;24;17;26;16;6;9;1;2;17;22;24;24
Rs-Dona Francisca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Doutor Mauricio Cardoso;5;5;3;3;1;1;1;1;1;1;1;1;1;1;2;1
Rs-Doutor Ricardo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Eldorado do Sul;6;4;3;4;0;0;0;0;0;0;0;0;0;1;0;0
Rs-Encantado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Encruzilhada do Sul;39;20;20;21;18;13;13;9;14;25;9;10;7;0;0;0
Rs-Engenho Velho;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0
Rs-Entre-Ijuis;88;85;84;99;124;106;159;146;145;147;137;129;137;67;89;87
Rs-Entre Rios do Sul;1;1;2;2;1;1;2;1;0;2;2;2;3;2;1;1
Rs-Erebango;19;17;20;27;29;22;21;26;26;23;33;22;2;25;4;17
Rs-Erechim;22;19;23;22;23;24;21;17;27;23;24;28;22;26;28;17
Rs-Ernestina;37;36;46;39;39;37;32;33;39;41;37;35;34;30;20;29
Rs-Herval;17;11;10;7;4;5;3;0;0;0;0;0;0;0;0;0
Rs-Erval Grande;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0
Rs-Erval Seco;33;25;24;18;19;20;21;20;18;16;22;11;12;18;19;19
Rs-Esmeralda;40;37;33;28;28;30;27;20;21;30;13;11;9;9;9;9
Rs-Esperanca do Sul;1;0;1;1;1;1;1;1;0;0;1;1;1;1;2;1
Rs-Espumoso;148;128;135;144;170;146;130;123;123;118;105;103;103;90;87;88
Rs-Estacao;4;4;5;2;1;0;0;0;0;0;1;1;0;1;1;4
Rs-Estancia Velha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Esteio;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Estrela;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Estrela Velha;37;35;36;33;35;38;31;24;8;25;24;21;16;19;18;15
Rs-Eugenio de Castro;46;39;42;38;19;18;10;23;19;24;9;25;23;7;20;19
Rs-Fagundes Varela;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Farroupilha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Faxinal do Soturno;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0
Rs-Faxinalzinho;2;3;2;3;3;3;3;4;5;3;3;4;2;2;1;1
Rs-Fazenda Vilanova;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Feliz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Flores da Cunha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Floriano Peixoto;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Fontoura Xavier;4;4;4;0;0;0;0;1;0;0;0;0;0;1;0;0
Rs-Formigueiro;2;1;2;1;1;1;0;0;0;0;0;0;0;0;0;0
Rs-Forquetinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Fortaleza dos Valos;201;182;176;139;135;140;137;154;210;208;224;218;235;246;233;227
Rs-Frederico Westphalen;2;2;2;0;0;0;0;0;0;0;0;11;10;9;11;10
Rs-Garibaldi;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Garruchos;26;32;29;27;20;18;25;24;20;12;9;4;3;7;11;3
Rs-Gaurama;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2
Rs-General Camara;0;0;1;0;0;0;0;0;0;5;4;4;8;5;6;3
Rs-Gentil;5;4;5;5;1;2;2;3;3;1;2;0;2;3;2;3
Rs-Getulio Vargas;37;38;42;43;45;39;39;37;37;36;35;35;33;32;32;48
Rs-Girua;108;103;100;89;86;59;66;60;48;55;63;58;64;69;69;84
Rs-Glorinha;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0
Rs-Gramado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Gramado dos Loureiros;0;3;6;2;2;2;2;3;1;1;1;1;2;1;0;0
Rs-Gramado Xavier;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Gravatai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Guabiju;1;2;2;1;1;0;1;1;1;1;0;0;0;0;1;1
Rs-Guaiba;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0
Rs-Guapore;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Guarani das Missoes;15;16;17;30;30;33;36;36;38;41;41;52;53;46;41;39
Rs-Harmonia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Herveiras;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Horizontina;7;3;3;3;7;7;19;17;13;22;8;14;18;25;30;30
Rs-Hulha Negra;8;4;4;3;2;4;2;0;0;0;0;0;0;0;0;0
Rs-Humaita;12;9;8;9;11;10;10;11;8;7;7;14;17;18;19;17
Rs-Ibarama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ibiaca;17;17;18;20;16;11;10;11;14;16;7;7;7;8;6;4
Rs-Ibiraiaras;0;5;0;0;0;0;0;0;0;0;0;0;0;5;0;0
Rs-Ibirapuita;13;14;15;14;15;11;8;7;6;5;8;8;8;7;5;3
Rs-Ibiruba;135;112;121;115;124;118;106;128;126;114;116;104;97;94;98;109
Rs-Igrejinha;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ijui;49;50;49;53;60;53;54;56;42;39;61;77;64;64;63;58
Rs-Ilopolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Imbe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Imigrante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Independencia;22;22;19;25;42;42;42;45;39;36;53;51;42;44;38;73
Rs-Inhacora;14;14;15;15;17;18;18;19;22;32;31;27;24;24;24;19
Rs-Ipe;5;5;4;1;0;0;0;0;1;3;4;4;4;2;0;0
Rs-Ipiranga do Sul;5;6;7;8;10;9;6;6;9;8;6;5;3;4;5;4
Rs-Irai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Itaara;4;20;19;21;21;22;21;16;18;18;23;19;21;10;16;14
Rs-Itacurubi;46;56;57;43;35;29;22;14;9;6;5;4;2;0;0;0
Rs-Itapuca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Itaqui;48;26;25;7;9;13;5;8;4;6;3;3;4;5;4;4
Rs-Itati;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Itatiba do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ivora;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ivoti;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Jaboticaba;3;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Jacuizinho;15;16;19;20;12;10;11;8;20;18;17;12;11;9;11;5
Rs-Jacutinga;9;7;6;10;7;8;7;5;2;3;3;3;1;4;3;3
Rs-Jaguarao;60;60;46;58;68;73;80;58;52;27;22;19;15;15;12;10
Rs-Jaguari;8;3;3;7;3;3;1;5;2;1;4;8;0;4;4;4
Rs-Jaquirana;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Jari;67;49;54;40;46;39;48;46;44;41;36;25;16;19;18;15
Rs-Joia;162;152;158;166;179;183;210;175;165;158;164;135;149;142;107;86
Rs-Julio de Castilhos;350;324;347;306;270;293;296;281;273;267;309;254;226;197;190;188
Rs-Lagoa Bonita do Sul;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0
Rs-Lagoao;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Lagoa dos Tres Cantos;6;5;5;5;5;5;4;2;3;3;4;3;2;7;8;8
Rs-Lagoa Vermelha;71;70;69;61;71;76;58;61;58;54;43;45;39;45;50;61
Rs-Lajeado;0;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0
Rs-Lajeado do Bugre;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Rs-Lavras do Sul;50;20;22;33;31;15;9;12;22;23;19;16;14;17;16;15
Rs-Liberato Salzano;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Rs-Lindolfo Collor;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Linha Nova;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Machadinho;16;12;9;6;6;3;6;9;6;8;6;4;4;1;1;1
Rs-Macambara;123;115;115;133;127;101;92;64;63;49;51;51;46;53;56;39
Rs-Mampituba;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Manoel Viana;60;56;46;41;43;52;48;32;37;45;33;21;29;28;26;23
Rs-Maquine;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Marata;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Marau;56;48;37;40;46;56;48;53;51;51;59;33;49;61;68;54
Rs-Marcelino Ramos;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0
Rs-Mariana Pimentel;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Rs-Mariano Moro;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Marques de Souza;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;0
Rs-Mata;3;2;0;3;4;3;4;3;1;1;1;0;0;1;1;1
Rs-Mato Castelhano;11;10;10;12;8;11;14;9;9;7;7;9;8;12;11;12
Rs-Mato Leitao;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Mato Queimado;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0
Rs-Maximiliano de Almeida;4;4;4;2;4;3;3;3;4;3;1;1;1;1;1;2
Rs-Minas do Leao;9;6;5;6;4;4;4;2;0;0;0;0;0;4;3;0
Rs-Miraguai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Montauri;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Monte Alegre dos Campos;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Monte Belo do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Montenegro;0;19;0;0;0;0;0;0;2;2;2;2;2;0;2;3
Rs-Mormaco;7;7;6;5;2;2;1;6;9;5;0;5;5;0;8;4
Rs-Morrinhos do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Morro Redondo;4;2;4;3;3;2;0;0;0;0;0;0;0;0;0;0
Rs-Morro Reuter;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Mostardas;12;5;2;2;2;0;0;0;0;0;0;0;0;0;0;0
Rs-Mucum;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Muitos Capoes;154;151;156;101;79;81;82;82;75;83;88;79;84;77;68;62
Rs-Muliterno;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
Rs-Nao-Me-Toque;51;44;40;29;84;91;94;92;94;99;112;97;110;122;107;122
Rs-Nicolau Vergueiro;28;34;34;36;32;33;35;31;27;30;28;19;16;20;21;15
Rs-Nonoai;12;16;17;8;3;3;3;5;5;5;5;7;7;9;8;12
Rs-Nova Alvorada;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Araca;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Bassano;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2
Rs-Nova Boa Vista;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;68
Rs-Nova Brescia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Candelaria;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Esperanca do Sul;0;1;1;2;2;1;3;3;2;1;0;1;1;0;1;1
Rs-Nova Hartz;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Padua;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Palma;6;4;7;7;5;5;9;6;6;7;5;1;1;0;0;0
Rs-Nova Petropolis;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Prata;8;6;5;3;3;4;4;4;0;0;0;1;0;0;0;11
Rs-Nova Ramada;17;17;18;18;18;14;20;16;15;15;17;7;11;13;25;7
Rs-Nova Roma do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Nova Santa Rita;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Novo Cabrais;14;14;15;12;10;7;3;2;3;7;5;4;1;2;1;2
Rs-Novo Hamburgo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Novo Machado;10;7;8;8;9;9;6;2;2;0;0;0;0;0;1;3
Rs-Novo Tiradentes;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Novo Xingu;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0
Rs-Novo Barreiro;0;0;0;0;1;1;0;1;1;1;0;0;2;2;2;2
Rs-Osorio;3;7;6;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Paim Filho;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
Rs-Palmares do Sul;3;1;1;1;1;0;2;0;0;0;0;0;0;0;0;0
Rs-Palmeira das Missoes;384;375;374;362;344;343;280;279;243;258;248;221;230;228;211;185
Rs-Palmitinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Panambi;131;129;128;128;127;124;140;158;132;141;134;163;196;181;123;256
Rs-Pantano Grande;40;49;45;46;42;40;27;30;34;29;26;32;31;27;22;17
Rs-Parai;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Paraiso do Sul;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pareci Novo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Parobe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Passa Sete;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Passo do Sobrado;15;13;10;9;1;1;1;2;0;0;0;0;0;0;0;1
Rs-Passo Fundo;399;384;439;486;461;450;461;460;440;432;407;458;456;479;464;479
Rs-Paulo Bento;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Paverama;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pedras Altas;16;14;5;4;8;8;7;7;6;0;0;0;0;0;0;0
Rs-Pedro Osorio;27;53;52;44;39;43;37;28;8;5;4;4;4;3;4;0
Rs-Pejucara;94;128;116;94;106;98;102;84;92;80;80;90;109;96;67;62
Rs-Pelotas;59;38;39;20;19;32;18;19;16;18;12;13;17;23;15;17
Rs-Picada Cafe;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pinhal;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pinhal da Serra;1;3;4;4;5;12;9;8;7;8;2;0;0;0;5;4
Rs-Pinhal Grande;28;30;36;35;22;15;10;12;9;10;12;13;11;24;8;10
Rs-Pinheirinho do Vale;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pinheiro Machado;3;1;1;1;0;0;2;0;0;0;0;0;0;0;1;0
Rs-Pinto Bandeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs - Pinto Bandeira;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pirapo;6;5;3;2;4;2;2;3;5;1;0;0;0;0;0;1
Rs-Piratini;66;45;42;45;34;23;28;11;6;5;4;4;3;5;6;3
Rs-Planalto;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Poco das Antas;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Pontao;90;79;70;69;72;68;62;71;65;62;82;65;60;51;44;49
Rs-Ponte Preta;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Portao;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Porto Alegre;54;18;11;12;13;12;13;17;37;33;25;25;12;8;7;12
Rs-Porto Lucena;0;0;1;4;6;6;3;3;3;5;4;2;3;1;5;2
Rs-Porto Maua;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Porto Vera Cruz;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0
Rs-Porto Xavier;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
Rs-Pouso Novo;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Presidente Lucena;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Progresso;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Protasio Alves;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Putinga;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Quarai;0;0;0;0;0;1;1;1;1;1;1;0;1;0;0;0
Rs-Quatro Irmaos;29;27;24;19;4;4;5;4;4;4;4;4;7;8;10;5
Rs-Quevedos;55;51;52;42;37;32;31;19;21;26;27;17;11;6;7;12
Rs-Quinze de Novembro;9;8;7;4;7;11;7;8;9;7;10;13;7;9;9;11
Rs-Redentora;11;3;5;5;8;10;11;10;5;7;5;9;6;6;9;8
Rs-Relvado;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Restinga Seca;13;10;8;20;22;22;12;10;9;5;3;3;2;3;3;3
Rs-Rio dos Indios;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Rio Grande;14;14;11;8;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Rio Pardo;82;61;55;46;32;27;23;19;20;19;21;18;17;18;15;21
Rs-Riozinho;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Roca Sales;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Rodeio Bonito;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;1
Rs-Rolador;11;9;9;13;12;9;10;10;1;9;7;6;7;10;5;4
Rs-Rolante;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Ronda Alta;42;29;28;27;23;14;15;16;14;15;10;8;8;4;6;7
Rs-Rondinha;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
Rs-Roque Gonzales;1;0;1;0;0;2;1;0;1;1;0;0;0;1;1;1
Rs-Rosario do Sul;88;68;71;70;80;98;76;69;60;52;35;38;45;42;34;34
Rs-Sagrada Familia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Saldanha Marinho;25;22;23;15;22;20;19;20;21;14;19;24;20;17;19;15
Rs-Salto do Jacui;132;136;129;83;100;111;105;77;73;66;64;51;61;47;62;48
Rs-Salvador das Missoes;3;6;6;7;5;3;3;3;2;2;3;9;7;1;2;2
Rs-Salvador do Sul;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rs-Sananduva;32;39;40;40;43;51;51;49;45;46;45;42;54;53;51;45
Rs-Santa Barbara do Sul;295;304;314;304;276;302;272;291;310;278;288;280;290;293;206;197
Rs-Santa Cecilia do Sul;13;12;16;14;12;17;14;9;10;10;13;7;7;12;10;12
